ENTRY            D1079   20251001                             D151D107900000001 
SUBENT        D1079001   20251001                             D151D107900100001 
BIB                  8         16                                 D107900100002 
TITLE      Measurement of secondary neutron spectra and the       D107900100003 
            total yield from 18O(p,Xn) reaction                   D107900100004 
AUTHOR     (M.Zmeskal, M.Kostal, O.Lebeda, V.Zach, R.Behal,       D107900100005 
            T.Czakoj, J.Simon, E.Novak, Z.Matej)                  D107900100006 
REFERENCE  (J,RPC,229,112431,2025)                                D107900100007 
INSTITUTE  (3CZRUJV,3CZRCTI,3CZRUJF)                              D107900100008 
           (3CZRCZR) Masaryk University, Brno                     D107900100009 
FACILITY   (CYCLO,3CZRUJF) U-120M cyclotron                       D107900100010 
SAMPLE     (8-O-18,ENR=0.98)                                      D107900100011 
           Phial (5.5 mm inner diameter,  26 mm length, 2.3 ml    D107900100012 
            volume, 25 um havar window) filled with water         D107900100013 
            enriched to 98% with 18O and pressurized to 2E+5 Pa,  D107900100014 
            thicker than the full stopping length of protons      D107900100015 
STATUS     (APRVD) Proofread by Marek Zmeskal (2025-10-01)        D107900100016 
HISTORY    (20251001R) On. Data received from Marek Zmeskal.      D107900100017 
           (20251001C) On                                         D107900100018 
ENDBIB              16          0                                 D107900100019 
NOCOMMON             0          0                                 D107900100020 
ENDSUBENT           19          0                                 D107900199999 
SUBENT        D1079002   20251001                             D151D107900200001 
BIB                  4         11                                 D107900200002 
REACTION   (8-O-CMP(P,X)0-NN-1,,PY/DA/DE,,TT/CH)                  D107900200003 
            water enriched with 18O                               D107900200004 
DETECTOR   (SCIN) stilbene crystal (1 x 1 cm) which centre was    D107900200005 
            located at a distance of 203 cm from the entrance     D107900200006 
            of the water target                                   D107900200007 
ERR-ANALYS (DATA-ERR) Uncertainty due to                          D107900200008 
           - statistics                                           D107900200009 
           - deconvolution                                        D107900200010 
           - energy calibration                                   D107900200011 
STATUS     (TABLE,,M.Zmeskal,J,RPC,229,112431,2025)               D107900200012 
            Spectra in Fig.5 renormalized by Marek Zmeskal        D107900200013 
ENDBIB              11          0                                 D107900200014 
COMMON               1          3                                 D107900200015 
EN                                                                D107900200016 
MEV                                                               D107900200017 
 17.4                                                             D107900200018 
ENDCOMMON            3          0                                 D107900200019 
DATA                 5       1380                                 D107900200020 
ANG        E-MIN      E-MAX      DATA       DATA-ERR              D107900200021 
  90.       13.7       13.8        0.000E+00  0.00                D107900200842 
  90.       13.8       13.9        0.000E+00  0.00                D107900200843 
  90.       13.9       14.         0.000E+00  0.00                D107900200844 
  90.       14.        14.1        0.000E+00  0.00                D107900200845 
  90.       14.1       14.2        0.000E+00  0.00                D107900200846 
  90.       14.2       14.3        0.000E+00  0.00                D107900200847 
  90.       14.3       14.4        0.000E+00  0.00                D107900200848 
  90.       14.4       14.5        0.000E+00  0.00                D107900200849 
  90.       14.5       14.6        0.000E+00  0.00                D107900200850 
 120.        0.8        0.9        8.619E+08  5.79                D107900200851 
 120.        0.9        1.         5.877E+08  5.23                D107900200852 
 120.        1.         1.1        4.454E+08  5.10                D107900200853 
 120.        1.1        1.2        3.793E+08  5.08                D107900200854 
 120.        1.2        1.3        3.296E+08  5.07                D107900200855 
 120.        1.3        1.4        3.017E+08  5.03                D107900200856 
 120.        1.4        1.5        2.775E+08  5.04                D107900200857 
 120.        1.5        1.6        2.602E+08  5.05                D107900200858 
 120.        1.6        1.7        2.443E+08  5.06                D107900200859 
 120.        1.7        1.8        2.305E+08  5.07                D107900200860 
 120.        1.8        1.9        2.176E+08  5.08                D107900200861 
 120.        1.9        2.         2.075E+08  5.08                D107900200862 
 120.        2.         2.1        1.977E+08  5.08                D107900200863 
 120.        2.1        2.2        1.896E+08  5.07                D107900200864 
 120.        2.2        2.3        1.818E+08  5.07                D107900200865 
 120.        2.3        2.4        1.760E+08  5.08                D107900200866 
 120.        2.4        2.5        1.702E+08  5.09                D107900200867 
 120.        2.5        2.6        1.662E+08  5.12                D107900200868 
 120.        2.6        2.7        1.621E+08  5.15                D107900200869 
 120.        2.7        2.8        1.581E+08  5.18                D107900200870 
 120.        2.8        2.9        1.540E+08  5.22                D107900200871 
 120.        2.9        3.         1.504E+08  5.25                D107900200872 
 120.        3.         3.1        1.467E+08  5.28                D107900200873 
 120.        3.1        3.2        1.433E+08  5.29                D107900200874 
 120.        3.2        3.3        1.398E+08  5.32                D107900200875 
 120.        3.3        3.4        1.359E+08  5.31                D107900200876 
 120.        3.4        3.5        1.319E+08  5.30                D107900200877 
 120.        3.5        3.6        1.287E+08  5.34                D107900200878 
 120.        3.6        3.7        1.254E+08  5.38                D107900200879 
 120.        3.7        3.8        1.218E+08  5.39                D107900200880 
 120.        3.8        3.9        1.183E+08  5.41                D107900200881 
 120.        3.9        4.         1.153E+08  5.40                D107900200882 
 120.        4.         4.1        1.123E+08  5.40                D107900200883 
 120.        4.1        4.2        1.090E+08  5.38                D107900200884 
 120.        4.2        4.3        1.057E+08  5.36                D107900200885 
 120.        4.3        4.4        1.026E+08  5.32                D107900200886 
 120.        4.4        4.5        9.951E+07  5.28                D107900200887 
 120.        4.5        4.6        9.717E+07  5.30                D107900200888 
 120.        4.6        4.7        9.479E+07  5.32                D107900200889 
 120.        4.7        4.8        9.253E+07  5.34                D107900200890 
 120.        4.8        4.9        9.024E+07  5.37                D107900200891 
 120.        4.9        5.         8.833E+07  5.41                D107900200892 
 120.        5.         5.1        8.639E+07  5.46                D107900200893 
 120.        5.1        5.2        8.453E+07  5.51                D107900200894 
 120.        5.2        5.3        8.264E+07  5.57                D107900200895 
 120.        5.3        5.4        8.079E+07  5.66                D107900200896 
 120.        5.4        5.5        7.893E+07  5.77                D107900200897 
 120.        5.5        5.6        7.707E+07  5.82                D107900200898 
 120.        5.6        5.7        7.519E+07  5.86                D107900200899 
 120.        5.7        5.8        7.341E+07  5.89                D107900200900 
 120.        5.8        5.9        7.160E+07  5.93                D107900200901 
 120.        5.9        6.         6.988E+07  5.97                D107900200902 
 120.        6.         6.1        6.813E+07  6.04                D107900200903 
 120.        6.1        6.2        6.629E+07  6.03                D107900200904 
 120.        6.2        6.3        6.443E+07  6.02                D107900200905 
 120.        6.3        6.4        6.258E+07  5.97                D107900200906 
 120.        6.4        6.5        6.073E+07  5.93                D107900200907 
 120.        6.5        6.6        5.896E+07  5.86                D107900200908 
 120.        6.6        6.7        5.720E+07  5.79                D107900200909 
 120.        6.7        6.8        5.542E+07  5.79                D107900200910 
 120.        6.8        6.9        5.364E+07  5.81                D107900200911 
 120.        6.9        7.         5.180E+07  5.70                D107900200912 
 120.        7.         7.1        4.996E+07  5.71                D107900200913 
 120.        7.1        7.2        4.838E+07  5.74                D107900200914 
 120.        7.2        7.3        4.679E+07  5.82                D107900200915 
 120.        7.3        7.4        4.528E+07  5.95                D107900200916 
 120.        7.4        7.5        4.378E+07  6.10                D107900200917 
 120.        7.5        7.6        4.232E+07  6.32                D107900200918 
 120.        7.6        7.7        4.086E+07  6.56                D107900200919 
 120.        7.7        7.8        3.937E+07  6.72                D107900200920 
 120.        7.8        7.9        3.788E+07  6.90                D107900200921 
 120.        7.9        8.         3.655E+07  7.08                D107900200922 
 120.        8.         8.1        3.523E+07  7.30                D107900200923 
 120.        8.1        8.2        3.408E+07  7.56                D107900200924 
 120.        8.2        8.3        3.294E+07  7.87                D107900200925 
 120.        8.3        8.4        3.184E+07  8.09                D107900200926 
 120.        8.4        8.5        3.074E+07  8.33                D107900200927 
 120.        8.5        8.6        2.968E+07  8.60                D107900200928 
 120.        8.6        8.7        2.863E+07  8.90                D107900200929 
 120.        8.7        8.8        2.766E+07  9.20                D107900200930 
 120.        8.8        8.9        2.670E+07  9.53                D107900200931 
 120.        8.9        9.         2.572E+07  9.95                D107900200932 
 120.        9.         9.1        2.474E+07 10.39                D107900200933 
 120.        9.1        9.2        2.384E+07 10.79                D107900200934 
 120.        9.2        9.3        2.296E+07 11.21                D107900200935 
 120.        9.3        9.4        2.214E+07 11.63                D107900200936 
 120.        9.4        9.5        2.133E+07 12.07                D107900200937 
 120.        9.5        9.6        2.055E+07 12.57                D107900200938 
 120.        9.6        9.7        1.978E+07 13.08                D107900200939 
 120.        9.7        9.8        1.906E+07 13.67                D107900200940 
 120.        9.8        9.9        1.835E+07 14.34                D107900200941 
 120.        9.9       10.         1.768E+07 14.99                D107900200942 
 120.       10.        10.1        1.703E+07 15.65                D107900200943 
 120.       10.1       10.2        1.633E+07 16.48                D107900200944 
 120.       10.2       10.3        1.565E+07 17.34                D107900200945 
 120.       10.3       10.4        1.498E+07 18.23                D107900200946 
 120.       10.4       10.5        1.433E+07 19.13                D107900200947 
 120.       10.5       10.6        1.371E+07 20.09                D107900200948 
 120.       10.6       10.7        1.310E+07 21.06                D107900200949 
 120.       10.7       10.8        1.252E+07 22.15                D107900200950 
 120.       10.8       10.9        1.195E+07 23.24                D107900200951 
 120.       10.9       11.         1.143E+07 24.34                D107900200952 
 120.       11.        11.1        1.091E+07 25.45                D107900200953 
 120.       11.1       11.2        1.044E+07 26.55                D107900200954 
 120.       11.2       11.3        9.976E+06 27.65                D107900200955 
 120.       11.3       11.4        9.558E+06 28.76                D107900200956 
 120.       11.4       11.5        9.147E+06 29.87                D107900200957 
 120.       11.5       11.6        8.748E+06 30.90                D107900200958 
 120.       11.6       11.7        8.358E+06 31.93                D107900200959 
 120.       11.7       11.8        7.984E+06 33.00                D107900200960 
 120.       11.8       11.9        7.619E+06 34.08                D107900200961 
 120.       11.9       12.         7.319E+06 34.99                D107900200962 
 120.       12.        12.1        7.024E+06 35.91                D107900200963 
 120.       12.1       12.2        6.749E+06 36.72                D107900200964 
 120.       12.2       12.3        0.000E+00  0.00                D107900200965 
 120.       12.3       12.4        0.000E+00  0.00                D107900200966 
 120.       12.4       12.5        0.000E+00  0.00                D107900200967 
 120.       12.5       12.6        0.000E+00  0.00                D107900200968 
 120.       12.6       12.7        0.000E+00  0.00                D107900200969 
 120.       12.7       12.8        0.000E+00  0.00                D107900200970 
 120.       12.8       12.9        0.000E+00  0.00                D107900200971 
 120.       12.9       13.         0.000E+00  0.00                D107900200972 
 120.       13.        13.1        0.000E+00  0.00                D107900200973 
 120.       13.1       13.2        0.000E+00  0.00                D107900200974 
 120.       13.2       13.3        0.000E+00  0.00                D107900200975 
 120.       13.3       13.4        0.000E+00  0.00                D107900200976 
 120.       13.4       13.5        0.000E+00  0.00                D107900200977 
 120.       13.5       13.6        0.000E+00  0.00                D107900200978 
 120.       13.6       13.7        0.000E+00  0.00                D107900200979 
 120.       13.7       13.8        0.000E+00  0.00                D107900200980 
 120.       13.8       13.9        0.000E+00  0.00                D107900200981 
 120.       13.9       14.         0.000E+00  0.00                D107900200982 
 120.       14.        14.1        0.000E+00  0.00                D107900200983 
 120.       14.1       14.2        0.000E+00  0.00                D107900200984 
 120.       14.2       14.3        0.000E+00  0.00                D107900200985 
 120.       14.3       14.4        0.000E+00  0.00                D107900200986 
 120.       14.4       14.5        0.000E+00  0.00                D107900200987 
 120.       14.5       14.6        0.000E+00  0.00                D107900200988 
 150.        0.8        0.9        1.104E+09  5.65                D107900200989 
 150.        0.9        1.         7.390E+08  5.05                D107900200990 
 150.        1.         1.1        5.544E+08  5.04                D107900200991 
 150.        1.1        1.2        4.573E+08  5.07                D107900200992 
 150.        1.2        1.3        3.871E+08  5.12                D107900200993 
 150.        1.3        1.4        3.446E+08  5.13                D107900200994 
 150.        1.4        1.5        3.090E+08  5.15                D107900200995 
 150.        1.5        1.6        2.839E+08  5.14                D107900200996 
 150.        1.6        1.7        2.613E+08  5.13                D107900200997 
 150.        1.7        1.8        2.426E+08  5.11                D107900200998 
 150.        1.8        1.9        2.253E+08  5.08                D107900200999 
 150.        1.9        2.         2.130E+08  5.07                D107900201000 
 150.        2.         2.1        2.011E+08  5.06                D107900201001 
 150.        2.1        2.2        1.921E+08  5.06                D107900201002 
 150.        2.2        2.3        1.834E+08  5.06                D107900201003 
 150.        2.3        2.4        1.766E+08  5.07                D107900201004 
 150.        2.4        2.5        1.699E+08  5.08                D107900201005 
 150.        2.5        2.6        1.653E+08  5.12                D107900201006 
 150.        2.6        2.7        1.607E+08  5.18                D107900201007 
 150.        2.7        2.8        1.563E+08  5.24                D107900201008 
 150.        2.8        2.9        1.519E+08  5.31                D107900201009 
 150.        2.9        3.         1.476E+08  5.34                D107900201010 
 150.        3.         3.1        1.433E+08  5.37                D107900201011 
 150.        3.1        3.2        1.400E+08  5.39                D107900201012 
 150.        3.2        3.3        1.366E+08  5.41                D107900201013 
 150.        3.3        3.4        1.335E+08  5.49                D107900201014 
 150.        3.4        3.5        1.304E+08  5.59                D107900201015 
 150.        3.5        3.6        1.272E+08  5.63                D107900201016 
 150.        3.6        3.7        1.240E+08  5.68                D107900201017 
 150.        3.7        3.8        1.205E+08  5.70                D107900201018 
 150.        3.8        3.9        1.170E+08  5.73                D107900201019 
 150.        3.9        4.         1.141E+08  5.70                D107900201020 
 150.        4.         4.1        1.111E+08  5.66                D107900201021 
 150.        4.1        4.2        1.081E+08  5.64                D107900201022 
 150.        4.2        4.3        1.050E+08  5.61                D107900201023 
 150.        4.3        4.4        1.024E+08  5.63                D107900201024 
 150.        4.4        4.5        9.983E+07  5.64                D107900201025 
 150.        4.5        4.6        9.725E+07  5.61                D107900201026 
 150.        4.6        4.7        9.464E+07  5.58                D107900201027 
 150.        4.7        4.8        9.242E+07  5.57                D107900201028 
 150.        4.8        4.9        9.016E+07  5.55                D107900201029 
 150.        4.9        5.         8.803E+07  5.56                D107900201030 
 150.        5.         5.1        8.587E+07  5.56                D107900201031 
 150.        5.1        5.2        8.416E+07  5.53                D107900201032 
 150.        5.2        5.3        8.241E+07  5.55                D107900201033 
 150.        5.3        5.4        8.071E+07  5.58                D107900201034 
 150.        5.4        5.5        7.898E+07  5.62                D107900201035 
 150.        5.5        5.6        7.746E+07  5.69                D107900201036 
 150.        5.6        5.7        7.591E+07  5.76                D107900201037 
 150.        5.7        5.8        7.428E+07  5.84                D107900201038 
 150.        5.8        5.9        7.262E+07  5.97                D107900201039 
 150.        5.9        6.         7.073E+07  6.00                D107900201040 
 150.        6.         6.1        6.883E+07  6.03                D107900201041 
 150.        6.1        6.2        6.685E+07  6.06                D107900201042 
 150.        6.2        6.3        6.486E+07  6.11                D107900201043 
 150.        6.3        6.4        6.293E+07  6.08                D107900201044 
 150.        6.4        6.5        6.100E+07  6.06                D107900201045 
 150.        6.5        6.6        5.903E+07  6.11                D107900201046 
 150.        6.6        6.7        5.707E+07  6.19                D107900201047 
 150.        6.7        6.8        5.516E+07  6.15                D107900201048 
 150.        6.8        6.9        5.325E+07  6.13                D107900201049 
 150.        6.9        7.         5.148E+07  6.21                D107900201050 
 150.        7.         7.1        4.972E+07  6.37                D107900201051 
 150.        7.1        7.2        4.811E+07  6.62                D107900201052 
 150.        7.2        7.3        4.651E+07  6.91                D107900201053 
 150.        7.3        7.4        4.495E+07  7.19                D107900201054 
 150.        7.4        7.5        4.340E+07  7.51                D107900201055 
 150.        7.5        7.6        4.199E+07  7.92                D107900201056 
 150.        7.6        7.7        4.058E+07  8.38                D107900201057 
 150.        7.7        7.8        3.915E+07  8.82                D107900201058 
 150.        7.8        7.9        3.773E+07  9.30                D107900201059 
 150.        7.9        8.         3.632E+07  9.91                D107900201060 
 150.        8.         8.1        3.493E+07 10.55                D107900201061 
 150.        8.1        8.2        3.366E+07 11.14                D107900201062 
 150.        8.2        8.3        3.241E+07 11.76                D107900201063 
 150.        8.3        8.4        3.128E+07 12.45                D107900201064 
 150.        8.4        8.5        3.017E+07 13.17                D107900201065 
 150.        8.5        8.6        2.899E+07 13.97                D107900201066 
 150.        8.6        8.7        2.782E+07 14.79                D107900201067 
 150.        8.7        8.8        2.668E+07 15.73                D107900201068 
 150.        8.8        8.9        2.556E+07 16.69                D107900201069 
 150.        8.9        9.         2.446E+07 17.72                D107900201070 
 150.        9.         9.1        2.338E+07 18.78                D107900201071 
 150.        9.1        9.2        2.241E+07 19.86                D107900201072 
 150.        9.2        9.3        2.146E+07 20.97                D107900201073 
 150.        9.3        9.4        2.060E+07 22.05                D107900201074 
 150.        9.4        9.5        1.976E+07 23.16                D107900201075 
 150.        9.5        9.6        1.892E+07 24.42                D107900201076 
 150.        9.6        9.7        1.811E+07 25.71                D107900201077 
 150.        9.7        9.8        1.735E+07 27.00                D107900201078 
 150.        9.8        9.9        1.660E+07 28.33                D107900201079 
 150.        9.9       10.         1.591E+07 29.75                D107900201080 
 150.       10.        10.1        1.524E+07 31.22                D107900201081 
 150.       10.1       10.2        1.451E+07 32.86                D107900201082 
 150.       10.2       10.3        1.379E+07 34.56                D107900201083 
 150.       10.3       10.4        1.313E+07 36.33                D107900201084 
 150.       10.4       10.5        1.248E+07 38.18                D107900201085 
 150.       10.5       10.6        1.186E+07 40.05                D107900201086 
 150.       10.6       10.7        1.125E+07 42.00                D107900201087 
 150.       10.7       10.8        1.069E+07 43.95                D107900201088 
 150.       10.8       10.9        1.015E+07 45.99                D107900201089 
 150.       10.9       11.         9.696E+06 47.85                D107900201090 
 150.       11.        11.1        9.253E+06 49.78                D107900201091 
 150.       11.1       11.2        8.834E+06 51.79                D107900201092 
 150.       11.2       11.3        8.425E+06 53.88                D107900201093 
 150.       11.3       11.4        8.069E+06 55.85                D107900201094 
 150.       11.4       11.5        7.720E+06 57.89                D107900201095 
 150.       11.5       11.6        7.367E+06 59.67                D107900201096 
 150.       11.6       11.7        0.000E+00  0.00                D107900201097 
 150.       11.7       11.8        0.000E+00  0.00                D107900201098 
 150.       11.8       11.9        0.000E+00  0.00                D107900201099 
 150.       11.9       12.         0.000E+00  0.00                D107900201100 
 150.       12.        12.1        0.000E+00  0.00                D107900201101 
 150.       12.1       12.2        0.000E+00  0.00                D107900201102 
 150.       12.2       12.3        0.000E+00  0.00                D107900201103 
 150.       12.3       12.4        0.000E+00  0.00                D107900201104 
 150.       12.4       12.5        0.000E+00  0.00                D107900201105 
 150.       12.5       12.6        0.000E+00  0.00                D107900201106 
 150.       12.6       12.7        0.000E+00  0.00                D107900201107 
 150.       12.7       12.8        0.000E+00  0.00                D107900201108 
 150.       12.8       12.9        0.000E+00  0.00                D107900201109 
 150.       12.9       13.         0.000E+00  0.00                D107900201110 
 150.       13.        13.1        0.000E+00  0.00                D107900201111 
 150.       13.1       13.2        0.000E+00  0.00                D107900201112 
 150.       13.2       13.3        0.000E+00  0.00                D107900201113 
 150.       13.3       13.4        0.000E+00  0.00                D107900201114 
 150.       13.4       13.5        0.000E+00  0.00                D107900201115 
 150.       13.5       13.6        0.000E+00  0.00                D107900201116 
 150.       13.6       13.7        0.000E+00  0.00                D107900201117 
 150.       13.7       13.8        0.000E+00  0.00                D107900201118 
 150.       13.8       13.9        0.000E+00  0.00                D107900201119 
 150.       13.9       14.         0.000E+00  0.00                D107900201120 
 150.       14.        14.1        0.000E+00  0.00                D107900201121 
 150.       14.1       14.2        0.000E+00  0.00                D107900201122 
 150.       14.2       14.3        0.000E+00  0.00                D107900201123 
 150.       14.3       14.4        0.000E+00  0.00                D107900201124 
 150.       14.4       14.5        0.000E+00  0.00                D107900201125 
 150.       14.5       14.6        0.000E+00  0.00                D107900201126 
 160.        0.8        0.9        9.305E+08  5.90                D107900201127 
 160.        0.9        1.         6.395E+08  5.19                D107900201128 
 160.        1.         1.1        4.867E+08  5.03                D107900201129 
 160.        1.1        1.2        4.150E+08  5.03                D107900201130 
 160.        1.2        1.3        3.609E+08  5.14                D107900201131 
 160.        1.3        1.4        3.231E+08  5.15                D107900201132 
 160.        1.4        1.5        2.912E+08  5.18                D107900201133 
 160.        1.5        1.6        2.673E+08  5.17                D107900201134 
 160.        1.6        1.7        2.460E+08  5.16                D107900201135 
 160.        1.7        1.8        2.284E+08  5.13                D107900201136 
 160.        1.8        1.9        2.122E+08  5.10                D107900201137 
 160.        1.9        2.         2.004E+08  5.08                D107900201138 
 160.        2.         2.1        1.891E+08  5.08                D107900201139 
 160.        2.1        2.2        1.804E+08  5.07                D107900201140 
 160.        2.2        2.3        1.721E+08  5.06                D107900201141 
 160.        2.3        2.4        1.665E+08  5.05                D107900201142 
 160.        2.4        2.5        1.609E+08  5.08                D107900201143 
 160.        2.5        2.6        1.564E+08  5.11                D107900201144 
 160.        2.6        2.7        1.518E+08  5.16                D107900201145 
 160.        2.7        2.8        1.477E+08  5.21                D107900201146 
 160.        2.8        2.9        1.436E+08  5.27                D107900201147 
 160.        2.9        3.         1.398E+08  5.31                D107900201148 
 160.        3.         3.1        1.360E+08  5.35                D107900201149 
 160.        3.1        3.2        1.327E+08  5.36                D107900201150 
 160.        3.2        3.3        1.293E+08  5.37                D107900201151 
 160.        3.3        3.4        1.259E+08  5.38                D107900201152 
 160.        3.4        3.5        1.226E+08  5.40                D107900201153 
 160.        3.5        3.6        1.198E+08  5.47                D107900201154 
 160.        3.6        3.7        1.170E+08  5.55                D107900201155 
 160.        3.7        3.8        1.139E+08  5.55                D107900201156 
 160.        3.8        3.9        1.107E+08  5.55                D107900201157 
 160.        3.9        4.         1.080E+08  5.54                D107900201158 
 160.        4.         4.1        1.053E+08  5.53                D107900201159 
 160.        4.1        4.2        1.027E+08  5.53                D107900201160 
 160.        4.2        4.3        1.001E+08  5.53                D107900201161 
 160.        4.3        4.4        9.792E+07  5.56                D107900201162 
 160.        4.4        4.5        9.571E+07  5.59                D107900201163 
 160.        4.5        4.6        9.377E+07  5.64                D107900201164 
 160.        4.6        4.7        9.180E+07  5.69                D107900201165 
 160.        4.7        4.8        9.000E+07  5.72                D107900201166 
 160.        4.8        4.9        8.816E+07  5.76                D107900201167 
 160.        4.9        5.         8.655E+07  5.83                D107900201168 
 160.        5.         5.1        8.489E+07  5.92                D107900201169 
 160.        5.1        5.2        8.320E+07  5.94                D107900201170 
 160.        5.2        5.3        8.147E+07  5.97                D107900201171 
 160.        5.3        5.4        7.960E+07  5.98                D107900201172 
 160.        5.4        5.5        7.770E+07  6.00                D107900201173 
 160.        5.5        5.6        7.593E+07  6.00                D107900201174 
 160.        5.6        5.7        7.413E+07  6.02                D107900201175 
 160.        5.7        5.8        7.233E+07  5.95                D107900201176 
 160.        5.8        5.9        7.050E+07  5.90                D107900201177 
 160.        5.9        6.         6.870E+07  5.86                D107900201178 
 160.        6.         6.1        6.690E+07  5.85                D107900201179 
 160.        6.1        6.2        6.514E+07  5.87                D107900201180 
 160.        6.2        6.3        6.336E+07  5.89                D107900201181 
 160.        6.3        6.4        6.164E+07  5.88                D107900201182 
 160.        6.4        6.5        5.992E+07  5.88                D107900201183 
 160.        6.5        6.6        5.810E+07  5.88                D107900201184 
 160.        6.6        6.7        5.629E+07  5.89                D107900201185 
 160.        6.7        6.8        5.455E+07  5.84                D107900201186 
 160.        6.8        6.9        5.282E+07  5.79                D107900201187 
 160.        6.9        7.         5.108E+07  5.74                D107900201188 
 160.        7.         7.1        4.934E+07  5.69                D107900201189 
 160.        7.1        7.2        4.782E+07  5.70                D107900201190 
 160.        7.2        7.3        4.629E+07  5.74                D107900201191 
 160.        7.3        7.4        4.479E+07  5.88                D107900201192 
 160.        7.4        7.5        4.330E+07  6.04                D107900201193 
 160.        7.5        7.6        4.183E+07  6.33                D107900201194 
 160.        7.6        7.7        4.037E+07  6.66                D107900201195 
 160.        7.7        7.8        3.886E+07  7.05                D107900201196 
 160.        7.8        7.9        3.737E+07  7.48                D107900201197 
 160.        7.9        8.         3.599E+07  7.92                D107900201198 
 160.        8.         8.1        3.462E+07  8.39                D107900201199 
 160.        8.1        8.2        3.342E+07  8.80                D107900201200 
 160.        8.2        8.3        3.224E+07  9.25                D107900201201 
 160.        8.3        8.4        3.096E+07 10.08                D107900201202 
 160.        8.4        8.5        2.970E+07 10.95                D107900201203 
 160.        8.5        8.6        2.851E+07 11.57                D107900201204 
 160.        8.6        8.7        2.733E+07 12.24                D107900201205 
 160.        8.7        8.8        2.620E+07 13.10                D107900201206 
 160.        8.8        8.9        2.509E+07 14.00                D107900201207 
 160.        8.9        9.         2.399E+07 14.91                D107900201208 
 160.        9.         9.1        2.292E+07 15.87                D107900201209 
 160.        9.1        9.2        2.192E+07 17.06                D107900201210 
 160.        9.2        9.3        2.094E+07 18.31                D107900201211 
 160.        9.3        9.4        1.996E+07 19.64                D107900201212 
 160.        9.4        9.5        1.900E+07 21.03                D107900201213 
 160.        9.5        9.6        1.812E+07 22.31                D107900201214 
 160.        9.6        9.7        1.727E+07 23.65                D107900201215 
 160.        9.7        9.8        1.645E+07 25.27                D107900201216 
 160.        9.8        9.9        1.565E+07 26.95                D107900201217 
 160.        9.9       10.         1.487E+07 28.76                D107900201218 
 160.       10.        10.1        1.411E+07 30.65                D107900201219 
 160.       10.1       10.2        1.335E+07 32.62                D107900201220 
 160.       10.2       10.3        1.262E+07 34.68                D107900201221 
 160.       10.3       10.4        1.193E+07 36.80                D107900201222 
 160.       10.4       10.5        1.127E+07 39.01                D107900201223 
 160.       10.5       10.6        1.064E+07 41.33                D107900201224 
 160.       10.6       10.7        1.003E+07 43.74                D107900201225 
 160.       10.7       10.8        9.484E+06 46.12                D107900201226 
 160.       10.8       10.9        8.957E+06 48.60                D107900201227 
 160.       10.9       11.         8.477E+06 51.06                D107900201228 
 160.       11.        11.1        8.010E+06 53.62                D107900201229 
 160.       11.1       11.2        7.601E+06 56.04                D107900201230 
 160.       11.2       11.3        7.204E+06 58.57                D107900201231 
 160.       11.3       11.4        6.854E+06 61.40                D107900201232 
 160.       11.4       11.5        6.514E+06 63.58                D107900201233 
 160.       11.5       11.6        0.000E+00  0.00                D107900201234 
 160.       11.6       11.7        0.000E+00  0.00                D107900201235 
 160.       11.7       11.8        0.000E+00  0.00                D107900201236 
 160.       11.8       11.9        0.000E+00  0.00                D107900201237 
 160.       11.9       12.         0.000E+00  0.00                D107900201238 
 160.       12.        12.1        0.000E+00  0.00                D107900201239 
 160.       12.1       12.2        0.000E+00  0.00                D107900201240 
 160.       12.2       12.3        0.000E+00  0.00                D107900201241 
 160.       12.3       12.4        0.000E+00  0.00                D107900201242 
 160.       12.4       12.5        0.000E+00  0.00                D107900201243 
 160.       12.5       12.6        0.000E+00  0.00                D107900201244 
 160.       12.6       12.7        0.000E+00  0.00                D107900201245 
 160.       12.7       12.8        0.000E+00  0.00                D107900201246 
 160.       12.8       12.9        0.000E+00  0.00                D107900201247 
 160.       12.9       13.         0.000E+00  0.00                D107900201248 
 160.       13.        13.1        0.000E+00  0.00                D107900201249 
 160.       13.1       13.2        0.000E+00  0.00                D107900201250 
 160.       13.2       13.3        0.000E+00  0.00                D107900201251 
 160.       13.3       13.4        0.000E+00  0.00                D107900201252 
 160.       13.4       13.5        0.000E+00  0.00                D107900201253 
 160.       13.5       13.6        0.000E+00  0.00                D107900201254 
 160.       13.6       13.7        0.000E+00  0.00                D107900201255 
 160.       13.7       13.8        0.000E+00  0.00                D107900201256 
 160.       13.8       13.9        0.000E+00  0.00                D107900201257 
 160.       13.9       14.         0.000E+00  0.00                D107900201258 
 160.       14.        14.1        0.000E+00  0.00                D107900201259 
 160.       14.1       14.2        0.000E+00  0.00                D107900201260 
 160.       14.2       14.3        0.000E+00  0.00                D107900201261 
 160.       14.3       14.4        0.000E+00  0.00                D107900201262 
 160.       14.4       14.5        0.000E+00  0.00                D107900201263 
 160.       14.5       14.6        0.000E+00  0.00                D107900201264 
 170.        0.8        0.9        7.894E+08  6.49                D107900201265 
 170.        0.9        1.         5.474E+08  5.38                D107900201266 
 170.        1.         1.1        4.187E+08  5.17                D107900201267 
 170.        1.1        1.2        3.556E+08  5.14                D107900201268 
 170.        1.2        1.3        3.084E+08  5.13                D107900201269 
 170.        1.3        1.4        2.834E+08  5.08                D107900201270 
 170.        1.4        1.5        2.616E+08  5.05                D107900201271 
