LVL-NUMB   ANG        ANG-ERR    EN         DATA       ERR-S      D106200200009 
NO-DIM     ADEG       ADEG       KEV        MB/SR      MB/SR      D106200200010 
 1.         165.       1.0        1606.4      6.49      0.19      D106200200408 
 1.         165.       1.0        1611.4      6.22      0.18      D106200200409 
 1.         165.       1.0        1616.4      6.37      0.17      D106200200410 
 1.         165.       1.0        1621.4      6.92      0.19      D106200200411 
 1.         165.       1.0        1626.4      7.02      0.19      D106200200412 
 1.         165.       1.0        1631.4      6.59      0.19      D106200200413 
 1.         165.       1.0        1636.4      7.45      0.22      D106200200414 
 1.         165.       1.0        1641.4      7.42      0.22      D106200200415 
 1.         165.       1.0        1646.4      7.58      0.22      D106200200416 
 1.         165.       1.0        1651.4      6.75      0.20      D106200200417 
 1.         165.       1.0        1656.4      7.35      0.22      D106200200418 
 1.         165.       1.0        1661.4      6.35      0.19      D106200200419 
 1.         165.       1.0        1666.4      5.88      0.17      D106200200420 
 1.         165.       1.0        1671.4      5.49      0.16      D106200200421 
 1.         165.       1.0        1676.4      5.28      0.14      D106200200422 
 1.         165.       1.0        1681.4      4.92      0.14      D106200200423 
 1.         165.       1.0        1686.4      4.85      0.14      D106200200424 
 1.         165.       1.0        1691.4      4.27      0.12      D106200200425 
 1.         165.       1.0        1696.4      4.46      0.13      D106200200426 
 1.         165.       1.0        1706.4      4.16      0.12      D106200200427 
 1.         165.       1.0        1716.4      3.61      0.11      D106200200428 
 1.         165.       1.0        1726.4      3.04      0.08      D106200200429 
 1.         165.       1.0        1736.4      2.57      0.08      D106200200430 
 1.         165.       1.0        1746.5      2.25      0.07      D106200200431 
 1.         165.       1.0        1756.5      2.11      0.06      D106200200432 
 1.         165.       1.0        1766.5      2.10      0.06      D106200200433 
 1.         165.       1.0        1776.5      2.35      0.07      D106200200434 
 1.         165.       1.0        1786.5      2.68      0.08      D106200200435 
 1.         165.       1.0        1796.6      3.43      0.08      D106200200436 
 1.         165.       1.0        1801.6      3.39      0.09      D106200200437 
 1.         165.       1.0        1806.6      3.99      0.09      D106200200438 
 1.         165.       1.0        1811.6      4.34      0.10      D106200200439 
 1.         165.       1.0        1816.6      4.29      0.11      D106200200440 
 1.         165.       1.0        1821.6      4.61      0.10      D106200200441 
 1.         165.       1.0        1826.6      4.96      0.12      D106200200442 
 1.         165.       1.0        1831.6      5.19      0.13      D106200200443 
 1.         165.       1.0        1836.6      5.34      0.14      D106200200444 
 1.         165.       1.0        1841.6      5.21      0.14      D106200200445 
 1.         165.       1.0        1846.6      5.14      0.14      D106200200446 
 1.         165.       1.0        1851.6      5.50      0.16      D106200200447 
 1.         165.       1.0        1856.6      5.61      0.15      D106200200448 
 1.         165.       1.0        1861.6      6.30      0.17      D106200200449 
 1.         165.       1.0        1866.6      5.93      0.18      D106200200450 
 1.         165.       1.0        1871.6      6.59      0.19      D106200200451 
 1.         165.       1.0        1876.6      6.47      0.18      D106200200452 
 1.         165.       1.0        1881.6      7.66      0.21      D106200200453 
 1.         165.       1.0        1886.6      7.47      0.21      D106200200454 
 1.         165.       1.0        1891.6      8.30      0.19      D106200200455 
 1.         165.       1.0        1896.6      9.27      0.19      D106200200456 
 1.         165.       1.0        1906.6     10.34      0.19      D106200200457 
 1.         165.       1.0        1916.6     12.26      0.19      D106200200458 
 1.         165.       1.0        1926.6     12.25      0.20      D106200200459 
 1.         165.       1.0        1936.6     13.45      0.19      D106200200460 
 1.         165.       1.0        1946.6     14.24      0.24      D106200200461 
 1.         165.       1.0        1956.6     15.81      0.25      D106200200462 
 1.         165.       1.0        1966.6     17.06      0.27      D106200200463 
 1.         165.       1.0        1976.6     17.69      0.29      D106200200464 
 1.         165.       1.0        1986.6     17.7       0.3       D106200200465 
 1.         165.       1.0        1996.6     18.7       0.3       D106200200466 
ENDDATA            458          0                                 D106200200467 
ENDSUBENT          466          0                                 D106200299999 
ENDENTRY             2          0                                 D106299999999 
