ENTRY            A1453   20260317                             A133A1453000    1 
SUBENT        A1453001   20260317                             A133A1453001    1 
BIB                  9         16                                 A1453001    2 
TITLE      Stripping features of 6Li(d,n)7Be*(0.43MeV) at Ed      A1453001    3 
           from 0.2 to 0.8 MeV                                    A1453001    4 
AUTHOR     (W.A.Schier,G.Michel,R.F.Benenson)                     A1453001    5 
REFERENCE  (J,NP,88,373,1966)                                     A1453001    6 
INSTITUTE  (2SWTBAS)                                              A1453001    7 
FACILITY   (CCW,2SWTBAS)                                          A1453001    8 
SAMPLE     Lithium metal (99.6%) onto 0.1 mm thick molybdenum diskA1453001    9 
METHOD     (COINC) Coincidence of neutron with gamma rays         A1453001   10 
DETECTOR   (SCIN) Organic scintillator (4 cm diam. by 4 cm long   A1453001   11 
           NE102) for neutrons and scintil. counter NaI (2.5 cm   A1453001   12 
           diam. by 3.8 cm long) for gamma                        A1453001   13 
HISTORY    (19800816C) Compilation Produced by RFNC-VNIIEF Sarov  A1453001   14 
           (19990321U)CNPD: corrected 4-dig. year and lower cases.A1453001   15 
           (20120409A) Correction was made according to Naohiko   A1453001   16 
           remarks and new Exfor rules-SB.                        A1453001   17 
           (20260317U) SD: Corrections in all Subents.            A1453001   18 
ENDBIB              16          0                                 A1453001   19 
NOCOMMON             0          0                                 A1453001   20 
ENDSUBENT           19          0                                 A145300199999 
SUBENT        A1453002   20260317                             A133A1453002    1 
BIB                  4          7                                 A1453002    2 
REACTION   (3-LI-6(D,N)4-BE-7,PAR,DA,,REL)                        A1453002    3 
            No information about units.                           A1453002    4 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  A1453002    5 
STATUS     (CURVE,,W.A.Schier+,J,NP,88,373,1966) Fig 6            A1453002    6 
HISTORY    (20120410A) Data at E(d)=0.24,0.34 MeV were re-        A1453002    7 
           digitized taking into account the coefficient-S.B      A1453002    8 
           (20260317U) SD: STATUS updated.                        A1453002    9 
ENDBIB               7          0                                 A1453002   10 
COMMON               2          3                                 A1453002   11 
E-LVL      ANG-ERR-D                                              A1453002   12 
MEV        ADEG                                                   A1453002   13 
 0.43        0.3                                                  A1453002   14 
ENDCOMMON            3          0                                 A1453002   15 
DATA                 4        116                                 A1453002   16 
EN         ANG-CM     DATA-CM    DATA-ERR                         A1453002   17 
MEV        ADEG       ARB-UNITS  ARB-UNITS                        A1453002   18 
       0.24       0.97     0.2477    0.02230                      A1453002   19 
       0.24      10.70     0.2277    0.02463                      A1453002   20 
       0.24      21.32     0.2467    0.01719                      A1453002   21 
       0.24      31.65     0.2096    0.02788                      A1453002   22 
       0.24      42.27     0.2756    0.01162                      A1453002   23 
       0.24      51.85     0.2105    0.03020                      A1453002   24 
       0.24      62.47     0.2886    0.01766                      A1453002   25 
       0.24      72.79     0.2709    0.02277                      A1453002   26 
       0.24      83.12     0.2802    0.01812                      A1453002   27 
       0.24      92.54     0.2217    0.01487                      A1453002   28 
       0.24     102.57     0.2151    0.01859                      A1453002   29 
       0.24     113.79     0.1822    0.01998                      A1453002   30 
       0.24     122.92     0.1622    0.02881                      A1453002   31 
       0.24     132.34     0.1645    0.02230                      A1453002   32 
       0.24     142.22     0.1538    0.01766                      A1453002   33 
       0.24     150.15     0.1269    0.01441                      A1453002   34 
       0.24     151.94     0.1255    0.02881                      A1453002   35 
       0.24     160.47     0.1427    0.01719                      A1453002   36 
       0.34       0.97     0.7887    0.03892                      A1453002   37 
       0.34      10.85     0.7714    0.04864                      A1453002   38 
       0.34      21.77     0.8388    0.05212                      A1453002   39 
       0.34      32.24     0.8666    0.05420                      A1453002   40 
       0.34      43.02     0.9555    0.04656                      A1453002   41 
       0.34      53.04     0.8214    0.05073                      A1453002   42 
       0.34      63.22     0.7936    0.05629                      A1453002   43 
       0.34      74.14     0.7053    0.05420                      A1453002   44 
       0.34      83.72     0.6741    0.05142                      A1453002   45 
       0.34      94.19     0.6108    0.04656                      A1453002   46 
       0.34     103.91     0.5427    0.04864                      A1453002   47 
       0.34     113.94     0.3690    0.04587                      A1453002   48 
       0.34     123.22     0.4302    0.04517                      A1453002   49 
       0.34     132.34     0.3301    0.04378                      A1453002   50 
       0.34     142.52     0.3391    0.04378                      A1453002   51 
       0.34     162.27     0.2571    0.05490                      A1453002   52 
       0.44       0.43      1.914      0.064                      A1453002   53 
       0.44      10.60      1.953      0.064                      A1453002   54 
       0.44      20.58      2.011     0.0824                      A1453002   55 
