ENTRY            A1270   20250907                             A124A1270000    1 
SUBENT        A1270001   20250907                             A124A1270001    1 
BIB                  7          9                                 A1270001    2 
TITLE      D-P scattering at low energy                           A1270001    3 
AUTHOR     (I.Ja.Barit,L.S.Dulkova,E.V.Kusnecova,N.M.Sobolevskij) A1270001    4 
REFERENCE  (J,UFZ,30,1630,1985)                                   A1270001    5 
INSTITUTE  (4RUSJIA)                                              A1270001    6 
FACILITY   (VDG,4RUSJIA)                                          A1270001    7 
DETECTOR   No information                                         A1270001    8 
HISTORY    (19881230C) Compilation produced by Arzamas RFNC-VNIIEFA1270001    9 
           (19990315U)CNPD: corrected 4-dig. year and lower cases.A1270001   10 
           (20250907A) SD: Corrections in all Subents.            A1270001   11 
ENDBIB               9          0                                 A1270001   12 
NOCOMMON             0          0                                 A1270001   13 
ENDSUBENT           12          0                                 A127000199999 
SUBENT        A1270002   20250907                             A124A1270002    1 
BIB                  4          5                                 A1270002    2 
REACTION   (1-H-1(D,EL)1-H-1,,DA)                                 A1270002    3 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  A1270002    4 
STATUS     (CURVE,,I.Ja.Barit+,J,UFZ,30,1630,1985) Figure 1       A1270002    5 
HISTORY    (20250907A) SD: SF9=EXP deleted from REACTION code.    A1270002    6 
           STATUS updated. EN-ERR -> EN-ERR-DIG.                  A1270002    7 
ENDBIB               5          0                                 A1270002    8 
COMMON               1          3                                 A1270002    9 
EN-ERR-DIG                                                        A1270002   10 
MEV                                                               A1270002   11 
 0.004                                                            A1270002   12 
ENDCOMMON            3          0                                 A1270002   13 
DATA                 4         35                                 A1270002   14 
ANG-CM     EN         DATA-CM    DATA-ERR                         A1270002   15 
ADEG       MEV        MB/SR      MB/SR                            A1270002   16 
        98.      0.901      191.7        4.8                      A1270002   17 
        98.      0.901      201.2       11.9                      A1270002   18 
        98.      0.943      224.6        9.4                      A1270002   19 
        98.      0.944      189.0       11.8                      A1270002   20 
        98.      1.004      205.1        9.5                      A1270002   21 
        98.      1.055      185.7        7.1                      A1270002   22 
        98.      1.116      185.2        4.8                      A1270002   23 
        98.      1.117      187.5        7.1                      A1270002   24 
        98.      1.164      196.6        9.5                      A1270002   25 
        98.      1.177      182.3       11.8                      A1270002   26 
        98.      1.338      173.4        9.5                      A1270002   27 
        98.      1.379      168.7        4.7                      A1270002   28 
       114.      0.901      233.1        4.8                      A1270002   29 
       114.      0.906      240.3        9.5                      A1270002   30 
       114.      0.957      223.2        7.1                      A1270002   31 
       114.      1.023      227.5        7.1                      A1270002   32 
       114.      1.066      227.1        4.8                      A1270002   33 
       114.      1.070      229.5        7.2                      A1270002   34 
       114.      1.084      231.7        7.1                      A1270002   35 
       114.      1.085      222.2        1.9                      A1270002   36 
       114.      1.086      224.6        9.5                      A1270002   37 
       114.      1.087      219.9        1.9                      A1270002   38 
       114.      1.089      227.0        7.1                      A1270002   39 
       114.      1.094      224.5        9.5                      A1270002   40 
       114.      1.328      208.5        9.5                      A1270002   41 
       114.      1.432      229.1        9.5                      A1270002   42 
       114.      1.441      221.9        7.1                      A1270002   43 
       128.      0.896      230.0        9.7                      A1270002   44 
       128.      0.947      236.9        9.8                      A1270002   45 
       128.      0.999      243.8        4.9                      A1270002   46 
       128.      1.046      231.3        9.8                      A1270002   47 
       128.      1.117      240.5       12.2                      A1270002   48 
       128.      1.159      240.2        9.8                      A1270002   49 
       128.      1.201      239.9       12.2                      A1270002   50 
       128.      1.441      264.9        9.8                      A1270002   51 
ENDDATA             37          0                                 A1270002   52 
ENDSUBENT           51          0                                 A127000299999 
ENDENTRY             2          0                                 A127099999999 
