ENTRY            C3094   20251211                             C253C3094000    1 
SUBENT        C3094001   20251211                             C253C3094001    1 
BIB                 12         62                                 C3094001    2 
TITLE      Measurements of Gamow-Teller transitions from 59Co     C3094001    3 
           via the 59Co(t,3He+gamma) charge-exchange reaction     C3094001    4 
           and its application to the stellar electron- capture   C3094001    5 
           rates                                                  C3094001    6 
AUTHOR     (B.Gao,S.Giraud,C.J.Lv,Y.Sun,R.G.T.Zegers,L.J.Wang,    C3094001    7 
           Y.F.Niu,J.Ash,Y.Ayyad-Limonge,D.Bazin,S.Biswas,        C3094001    8 
           B.A.Brown,J.Chen,P.Farris,A.Gade,T.Ginter,M.Grinder,   C3094001    9 
           A.M.Hill,H.Iwasaki,E.Kwan,K.A.Li,B.Longfellow,         C3094001   10 
           C.Maher,F.Ndayisabye,S.Noji,J.Pereira,A.Revel,         C3094001   11 
           D.Rhodes,A.Sanchez,J.Schmitt,C.Sumithrarachchi,        C3094001   12 
           X.Tang,S.C.Wang,D.Weisshaar)                           C3094001   13 
INSTITUTE  (3CPRIMP,3CPRUCA,1USAMSU,3CPRLNZ,3CPRAEP)              C3094001   14 
           (3CPRCPR) School of Physics and Astronomy, Shanghai    C3094001   15 
           Jiao Tong University, Shanghai 200240, China           C3094001   16 
           (3CPRCPR) School of Physical Science and Technology,   C3094001   17 
           Southwest University, Chongqing 400715, China          C3094001   18 
REFERENCE  (J,PR/C,112,024615,2025)                               C3094001   19 
           #doi:10.1103/j2jj-d9q3                                 C3094001   20 
FACILITY   (CYCLO,1USAMSU) The Coupled Cyclotron Facility (CCF)   C3094001   21 
           at the National Superconducting Cyclotron Laboratory   C3094001   22 
            (NSCL).                                               C3094001   23 
INC-SPECT  An 16O primary beam was accelerated by the CCF to an   C3094001   24 
           energy of 150 MeV/u with an intensity of ~150 pnA.     C3094001   25 
           The 16O beam impinged on a beryllium target with a     C3094001   26 
           thickness of 3525 mg/cm2 to produce a secondary        C3094001   27 
           triton beam via fragmentation reactions. The A1900     C3094001   28 
           fragment separator was used to select the tritons      C3094001   29 
           from other fragmentation products using magnetic       C3094001   30 
           rigidity and energy-loss (Brho-dE-Brho) selections.    C3094001   31 
           The produced triton beam had an energy of 115 MeV/u    C3094001   32 
           and an intensity of ~4*10**6 particles per second.     C3094001   33 
DETECTOR   (SCIN,DRFTC,HPGE,MAGSP) The detection system includes  C3094001   34 
           two position sensitive cathode readout drift chambers  C3094001   35 
            (CRDCs) and a 5-mm-thick plastic scintillator. The    C3094001   36 
           hit positions and track angles of the ejectiles at     C3094001   37 
           the focal plane were measured by the CRDCs. The        C3094001   38 
           plastic scintillator measured energy loss (dE) and,    C3094001   39 
           together with the radio-frequency signal from the      C3094001   40 
           CCF, time-of-flight (TOF) of the ejectiles. The 3He    C3094001   41 
           particles are then clearly identified in the TOF-dE    C3094001   42 
           two dimensional plot. The Gamma-Ray Energy Tracking    C3094001   43 
           In-beam Nuclear Array (GRETINA) was placed around the  C3094001   44 
           59Co target to detect the deexcitation gamma rays      C3094001   45 
           from the 59Fe residual nucleus or its decay products   C3094001   46 
           after neutron and/or proton emission. For this         C3094001   47 
           experiment, GRETINA consisted of 12 detector modules   C3094001   48 
           covering more than 1pi solid angles.                   C3094001   49 
SAMPLE     The 59Co target used for the experiment had a          C3094001   50 
           thickness of 22.25 mg/cm2. A polyethylene (CH2) target C3094001   51 
           with a thickness of 4.1 mg/cm2 was also used at the    C3094001   52 
           beginning of the experiment for calibration purposes   C3094001   53 
           and for tuning the dispersion-matching conditions of   C3094001   54 
           the spectrometer.                                      C3094001   55 
METHOD     (EDE,GSPEC) Differential cross sections for the        C3094001   56 
           charge-exchange reaction were measured using the S800  C3094001   57 
           spectrometer. To resolve individual levels that are    C3094001   58 
           not distinguishable in the S800 particle singles data, C3094001   59 
           coincident gamma rays from the 59Fe residual nucleus   C3094001   60 
           were detected by using the Gamma-Ray Energy Tracking.  C3094001   61 
ERR-ANALYS (ERR-S) Statistical uncertainties.                     C3094001   62 
STATUS     (APRVD) Approved by B.Gao on December 19, 2025.        C3094001   63 
HISTORY    (20251211C) BP                                         C3094001   64 
ENDBIB              62          0                                 C3094001   65 
COMMON               1          3                                 C3094001   66 
EN                                                                C3094001   67 
MEV/A                                                             C3094001   68 
      115.0                                                       C3094001   69 
ENDCOMMON            3          0                                 C3094001   70 
ENDSUBENT           69          0                                 C309400199999 
SUBENT        C3094002   20251211                             C253C3094002    1 
BIB                  2          3                                 C3094002    2 
REACTION   (27-CO-59(T,HE3)26-FE-59,PAR,DA)                       C3094002    3 
STATUS     (TABLE,,B.Gao+,J,PR/C,112,024615,2025) Fig. - 3e       C3094002    4 
           Data were provided by B.Gao on December 17, 2025.      C3094002    5 
ENDBIB               3          0                                 C3094002    6 
NOCOMMON             0          0                                 C3094002    7 
DATA                 4        900                                 C3094002    8 
E-EXC      ANG-CM     DATA-CM    ERR-S                            C3094002    9 
MEV        ADEG       MB/SR      MB/SR                            C3094002   10 
      0.125       0.25     -0.017      0.017                      C3094002   11 
      0.125      0.751      0.015      0.015                      C3094002   12 
      0.125      1.251      0.006      0.011                      C3094002   13 
      0.125      1.752     -0.015      0.009                      C3094002   14 
      0.125      2.252      0.011      0.007                      C3094002   15 
      0.125      2.753       0.01      0.006                      C3094002   16 
      0.125      3.253      0.018      0.006                      C3094002   17 
      0.125      3.753     -0.004      0.004                      C3094002   18 
      0.125      4.254      0.019      0.007                      C3094002   19 
      0.375       0.25      0.006      0.023                      C3094002   20 
      0.375      0.751      0.006      0.013                      C3094002   21 
      0.375      1.251      0.012      0.011                      C3094002   22 
      0.375      1.752       0.01       0.01                      C3094002   23 
      0.375      2.252       0.02      0.009                      C3094002   24 
      0.375      2.753      0.014      0.007                      C3094002   25 
      0.375      3.253       0.01      0.006                      C3094002   26 
      0.375      3.753      0.005      0.005                      C3094002   27 
      0.375      4.254      0.007      0.005                      C3094002   28 
      0.625       0.25      0.006      0.023                      C3094002   29 
      0.625      0.751      0.029      0.016                      C3094002   30 
      0.625      1.251      0.013       0.01                      C3094002   31 
      0.625      1.752      0.008      0.009                      C3094002   32 
      0.625      2.252     -0.008      0.007                      C3094002   33 
      0.625      2.753      0.023      0.007                      C3094002   34 
      0.625      3.253      0.025      0.007                      C3094002   35 
      0.625      3.753      0.027      0.007                      C3094002   36 
      0.625      4.254      0.023      0.007                      C3094002   37 
      0.875       0.25      0.073      0.036                      C3094002   38 
      0.875      0.751      0.025      0.015                      C3094002   39 
      0.875      1.251      0.036      0.013                      C3094002   40 
      0.875      1.752      0.021       0.01                      C3094002   41 
      0.875      2.252      0.014      0.009                      C3094002   42 
      0.875      2.753      0.027      0.008                      C3094002   43 
      0.875      3.253      0.023      0.007                      C3094002   44 
      0.875      3.753       0.02      0.007                      C3094002   45 
      0.875      4.254      0.018      0.007                      C3094002   46 
      1.125       0.25      0.143      0.046                      C3094002   47 
      1.125      0.751      0.081      0.021                      C3094002   48 
      1.125      1.251      0.032      0.012                      C3094002   49 
      1.125      1.752      0.047      0.012                      C3094002   50 
      1.125      2.252      0.015      0.009                      C3094002   51 
      1.125      2.753       0.03      0.008                      C3094002   52 
      1.125      3.253      0.041      0.008                      C3094002   53 
      1.125      3.753      0.034      0.007                      C3094002   54 
      1.125      4.254      0.045      0.009                      C3094002   55 
      1.375       0.25      0.032      0.029                      C3094002   56 
      1.375      0.751      0.096      0.023                      C3094002   57 
      1.375      1.251      0.034      0.012                      C3094002   58 
      1.375      1.752      0.065      0.013                      C3094002   59 
      1.375      2.252      0.031      0.009                      C3094002   60 
      1.375      2.753      0.028      0.008                      C3094002   61 
      1.375      3.253      0.045      0.008                      C3094002   62 
      1.375      3.753      0.044      0.008                      C3094002   63 
      1.375      4.254      0.049      0.009                      C3094002   64 
      1.625       0.25      0.117      0.042                      C3094002   65 
      1.625      0.751      0.076      0.021                      C3094002   66 
      1.625      1.251      0.055      0.014                      C3094002   67 
      1.625      1.752      0.043      0.011                      C3094002   68 
      1.625      2.252      0.044       0.01                      C3094002   69 
      1.625      2.753      0.033      0.009                      C3094002   70 
      1.625      3.253      0.056      0.009                      C3094002   71 
      1.625      3.753      0.039      0.008                      C3094002   72 
      1.625      4.254      0.061      0.009                      C3094002   73 
      1.875       0.25       0.15      0.046                      C3094002   74 
      1.875      0.751      0.121      0.024                      C3094002   75 
      1.875      1.251      0.066      0.015                      C3094002   76 
      1.875      1.752      0.062      0.012                      C3094002   77 
      1.875      2.252      0.035      0.009                      C3094002   78 
      1.875      2.753      0.054       0.01                      C3094002   79 
      1.875      3.253      0.055      0.009                      C3094002   80 
      1.875      3.753      0.061      0.009                      C3094002   81 
      1.875      4.254      0.059      0.009                      C3094002   82 
      2.125       0.25      0.095      0.039                      C3094002   83 
      2.125      0.751      0.115      0.024                      C3094002   84 
      2.125      1.251      0.081      0.016                      C3094002   85 
      2.125      1.752      0.061      0.012                      C3094002   86 
      2.125      2.252       0.06      0.011                      C3094002   87 
      2.125      2.753      0.036      0.008                      C3094002   88 
      2.125      3.253      0.053      0.008                      C3094002   89 
      2.125      3.753      0.058      0.009                      C3094002   90 
      2.125      4.254      0.043      0.008                      C3094002   91 
      2.375       0.25      0.217      0.054                      C3094002   92 
      2.375      0.751      0.173      0.028                      C3094002   93 
      2.375      1.251      0.133      0.019                      C3094002   94 
      2.375      1.752      0.087      0.014                      C3094002   95 
      2.375      2.252      0.061      0.011                      C3094002   96 
      2.375      2.753      0.047      0.009                      C3094002   97 
      2.375      3.253      0.073      0.009                      C3094002   98 
      2.375      3.753      0.068      0.009                      C3094002   99 
      2.375      4.254      0.056      0.009                      C3094002  100 
      2.625       0.25      0.383      0.069                      C3094002  101 
