ENTRY            14162   20260121                             152614162000    1 
SUBENT        14162001   20260121                             152614162001    1 
BIB                 11         48                                 14162001    2 
TITLE      Gamma-Ray Production Cross Sections in Multiple        14162001    3 
           Channels for Neutron-Induced Reaction on 48Ti for En   14162001    4 
           = 1 to 200 MeV                                         14162001    5 
AUTHOR     (D.Dashdorj,G.E.Mitchell,J.A.Becker,U.Agvaanluvsan,    14162001    6 
           L.A.Bernstein,W.Younes,P.E.Garrett,M.B.Chadwick,       14162001    7 
           M.Devlin,N.Fotiades,T.Kawano,R.O.Nelson)               14162001    8 
INSTITUTE  (1USALRL,1USANCS,1USATNL,1CANGUE,1USALAS)              14162001    9 
REFERENCE  (J,NSE,157,65,2007) Main reference.                    14162001   10 
           #doi:10.13182/NSE07-A2713                              14162001   11 
           (R,UCRL-TR-209474,2005) Reference used in superseded   14162001   12 
           entry #13397.                                          14162001   13 
           (C,2004SANTA,1,1035,2004) Conference presentation.     14162001   14 
           #doi:10.1063/1.1945183                                 14162001   15 
FACILITY   (LINAC,1USALAS) Weapons Neutron Research facility      14162001   16 
           WNR at the Los Alamos Neutron Science Center LANSCE    14162001   17 
INC-SOURCE (SPALL) Neutrons are produced by bombarding a natural  14162001   18 
           tungsten target with the 800-MeV pulsed proton beam    14162001   19 
           from the LANSCE linac. Neutrons with energies ranging  14162001   20 
           from a few keV to nearly 800 MeV are produced.         14162001   21 
           Beam-hardening material ~1.5 cm of lead was placed     14162001   22 
           in the neutron flight path, and charged particles      14162001   23 
           were swept from the flight line by permanent magnets   14162001   24 
SAMPLE     (22-TI-48,ENR=0.9981) 3.3 g of TiO2 enriched to        14162001   25 
           99.81% 48Ti in the form of a 2.4-cm-diam disk          14162001   26 
DETECTOR   (HPGE)The gamma rays were detected with the GEANIE     14162001   27 
           spectrometer, located 20.34 m from the neutron         14162001   28 
           source on the 60-deg right flight path.                14162001   29 
           The GEANIE spectrometer consisted of 11                14162001   30 
           planar and fifteen ~20% to 25% HPGe coaxial            14162001   31 
           detectors. All of the planar detectors and 9 of the    14162001   32 
           coaxial detectors were equipped with Compton           14162001   33 
           suppression shields. The detectors were situated at    14162001   34 
           a distance of 14 cm from the the scattering sample     14162001   35 
METHOD     (TOF,GSPEC) The detection time of gamma rays           14162001   36 
           produced by neutrons interacting with the sample was   14162001   37 
           used to calculate the TOF of the neutrons relative     14162001   38 
           to the micropulse time, measured by g-flash detection. 14162001   39 
MONITOR    Fission chamber with 235,238U foils, located 2 m       14162001   40 
           upstream from the GEANIE spectrometer. Fission         14162001   41 
           chamber events were used to determine the neutron flux.14162001   42 
HISTORY    (20080125C)                                            14162001   43 
           (20120815A) SD: Subents 68 deleted - duplication with  14162001   44 
                            Subent 2.                             14162001   45 
           (20260121A) BP: Consulted with Prof. L.A.Bernstein on  14162001   46 
                       possible duplication with #13997. The      14162001   47 
                       current entry was updated, and #13997 was  14162001   48 
                       deleted. Updated the entry, STATUS, added  14162001   49 
                       subentries 120-122 with #13997 data sets.  14162001   50 
ENDBIB              48          0                                 14162001   51 
NOCOMMON             0          0                                 14162001   52 
ENDSUBENT           51          0                                 1416200199999 
SUBENT        14162002   20260121                             152614162002    1 
BIB                  4          5                                 14162002    2 
REACTION   (22-TI-48(N,INL)22-TI-48,PAR,SIG,G)                    14162002    3 
ERR-ANALYS (DATA-ERR) No information on sources of uncertainties. 14162002    4 
STATUS     (TABLE,,D.Dashdorj+,J,NSE,157,65,2007)                 14162002    5 
           Data sent by author 08/21/2007 in tabular form.        14162002    6 
HISTORY    (20260121A) BP: Updated STATUS.                        14162002    7 
ENDBIB               5          0                                 14162002    8 
COMMON               1          3                                 14162002    9 
E                                                                 14162002   10 
KEV                                                               14162002   11 
      983.5                                                       14162002   12 
ENDCOMMON            3          0                                 14162002   13 
DATA                 4         91                                 14162002   14 
EN         EN-RSL     DATA       DATA-ERR                         14162002   15 
MEV        MEV        B          B                                14162002   16 
      1.009      0.009   0.023442   0.002532                      14162002   17 
      1.031      0.010   0.085911   0.009607                      14162002   18 
      1.053      0.009   0.097083   0.010534                      14162002   19 
      1.075      0.010   0.275168   0.028890                      14162002   20 
      1.100      0.010   0.287461   0.027213                      14162002   21 
      1.122      0.009   0.320867   0.027095                      14162002   22 
      1.148      0.011   0.325249   0.026540                      14162002   23 
      1.174      0.011   0.329702   0.024528                      14162002   24 
      1.198      0.012   0.315563   0.023993                      14162002   25 
      1.227      0.012   0.309040   0.024324                      14162002   26 
      1.256      0.012   0.486354   0.036499                      14162002   27 
      1.285      0.012   0.252002   0.016434                      14162002   28 
      1.314      0.013   0.423300   0.024737                      14162002   29 
      1.346      0.014   0.325885   0.017498                      14162002   30 
      1.378      0.014   0.450695   0.022061                      14162002   31 
      1.412      0.014   0.757177   0.034023                      14162002   32 
      1.447      0.015   0.686696   0.028611                      14162002   33 
      1.483      0.016   0.508702   0.020421                      14162002   34 
      1.522      0.016   0.589924   0.023061                      14162002   35 
      1.560      0.017   0.560958   0.021579                      14162002   36 
      1.601      0.017   0.488331   0.018765                      14162002   37 
      1.642      0.018   0.635830   0.024380                      14162002   38 
      1.687      0.019   0.621950   0.023668                      14162002   39 
      1.733      0.020   0.629478   0.023692                      14162002   40 
      1.780      0.020   0.813586   0.030275                      14162002   41 
      1.830      0.021   0.612533   0.022609                      14162002   42 
      1.882      0.023   0.756656   0.027676                      14162002   43 
      1.935      0.023   0.814173   0.029717                      14162002   44 
      1.991      0.024   0.828256   0.030284                      14162002   45 
      2.050      0.026   0.764591   0.027978                      14162002   46 
      2.112      0.027   0.761415   0.027780                      14162002   47 
      2.176      0.028   0.743782   0.027019                      14162002   48 
      2.242      0.029   0.870519   0.031577                      14162002   49 
      2.313      0.031   0.910577   0.033082                      14162002   50 
      2.387      0.031   0.832165   0.030182                      14162002   51 
      2.463      0.034   0.987796   0.035993                      14162002   52 
      2.546      0.035   1.121818   0.040864                      14162002   53 
      2.631      0.037   1.068581   0.038748                      14162002   54 
      2.719      0.039   1.026398   0.037312                      14162002   55 
      2.815      0.041   1.058219   0.038464                      14162002   56 
      2.913      0.043   1.055827   0.038402                      14162002   57 
      3.019      0.045   1.086360   0.039500                      14162002   58 
      3.127      0.048   1.120632   0.040637                      14162002   59 
      3.245      0.052   1.144322   0.041504                      14162002   60 
      3.367      0.053   1.166579   0.042214                      14162002   61 
      3.498      0.056   1.202502   0.043404                      14162002   62 
      3.636      0.061   1.272832   0.045795                      14162002   63 
      3.782      0.064   1.219473   0.043768                      14162002   64 
      3.937      0.068   1.251516   0.044909                      14162002   65 
      4.103      0.073   1.266589   0.045410                      14162002   66 
      4.279      0.076   1.231027   0.043911                      14162002   67 
      4.464      0.082   1.241439   0.044271                      14162002   68 
      4.665      0.088   1.277732   0.045621                      14162002   69 
      4.879      0.094   1.279864   0.045654                      14162002   70 
      5.108      0.100   1.224982   0.043612                      14162002   71 
      5.350      0.107   1.245757   0.044386                      14162002   72 
      5.617      0.116   1.285282   0.045757                      14162002   73 
      5.899      0.124   1.291264   0.045572                      14162002   74 
      6.205      0.135   1.297364   0.045042                      14162002   75 
      6.532      0.145   1.290694   0.044092                      14162002   76 
      6.891      0.158   1.322231   0.044848                      14162002   77 
      7.281      0.171   1.275038   0.043048                      14162002   78 
      7.695      0.186   1.274558   0.043000                      14162002   79 
      8.158      0.205   1.289951   0.043578                      14162002   80 
      8.658      0.223   1.253044   0.042337                      14162002   81 
      9.203      0.243   1.224827   0.041483                      14162002   82 
      9.809      0.270   1.226749   0.041658                      14162002   83 
     10.467      0.297   1.209723   0.041248                      14162002   84 
     11.208      0.326   1.198384   0.041073                      14162002   85 
