ENTRY            F0928   20251227                             F107F0928000    1 
SUBENT        F0928001   20251227                             F107F0928001    1 
BIB                  7         14                                 F0928001    2 
TITLE      A study of some 3He induced reactions on 13C and the   F0928001    3 
           structure of 16O                                       F0928001    4 
AUTHOR     (H.R.Weller,N.R.Roberson,D.R.Tilley)                   F0928001    5 
INSTITUTE  (1USADKE,1USANCS)                                      F0928001    6 
REFERENCE  (J,NP/A,122,529,1968)                                  F0928001    7 
           #doi:10.1016/0375-9474(68)90575-7                      F0928001    8 
FACILITY   (VDG,1USADKE) 4 MeV Van de Graaff accelerator.         F0928001    9 
INC-SOURCE The doubly ionized 3He beam was used which provided    F0928001   10 
           0.2 mu-A of 3He particles on target with energies up   F0928001   11 
           to 8.2 MeV.                                            F0928001   12 
HISTORY    (20080425C)                                            F0928001   13 
           (20100217A) Correction was made in the AUTHOR record.  F0928001   14 
           (20230126A) Corrections were done in Sub 007, 008.     F0928001   15 
           (20251227U) SD: Corrections in all Subents.            F0928001   16 
ENDBIB              14          0                                 F0928001   17 
NOCOMMON             0          0                                 F0928001   18 
ENDSUBENT           17          0                                 F092800199999 
SUBENT        F0928002   20251227                             F107F0928002    1 
BIB                  8         15                                 F0928002    2 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,DA)                           F0928002    3 
MONITOR    (6-C-13(HE3,A)6-C-12,PAR,DA)                           F0928002    4 
MONIT-REF  (,H.D.Holmgren,J,PR,106,100,1957)                      F0928002    5 
SAMPLE     (6-C-13,ENR=0.60) The technique of cracking 60%        F0928002    6 
           enriched 13C methyl iodide on a thin nickel foil and   F0928002    7 
           dissolving the foil in acid was used to obtain         F0928002    8 
           self-supporting targets of about 75 ug/cm2 thickness.  F0928002    9 
DETECTOR   (SIBAR) Four 300 um surface barrier detectors          F0928002   10 
           mounted in a 30 cm scattering chamber were used.       F0928002   11 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF0928002   12 
           in the percentage of 13C in the target and resulted in F0928002   13 
           an over-all error of approximately 50%                 F0928002   14 
           (ERR-S) Statistical error                              F0928002   15 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Figs 3-5,18   F0928002   16 
HISTORY    (20251227U) SD: BIB updated.                           F0928002   17 
ENDBIB              15          0                                 F0928002   18 
COMMON               2          3                                 F0928002   19 
ANG-ERR-D  ERR-DIG                                                F0928002   20 
ADEG       PER-CENT                                               F0928002   21 
       0.14        0.2                                            F0928002   22 
ENDCOMMON            3          0                                 F0928002   23 
DATA                 5        576                                 F0928002   24 
E-LVL      EN         ANG-CM     DATA-CM    ERR-S                 F0928002   25 
      5.052     1635.0                                            F0928005   40 
      5.089     1608.0                                            F0928005   41 
      5.126     1626.0                                            F0928005   42 
      5.148     1526.0                                            F0928005   43 
      5.185     1563.0                                            F0928005   44 
      5.222     1545.0                                            F0928005   45 
      5.251     1572.0                                            F0928005   46 
      5.273     1645.0                                            F0928005   47 
      5.283     1536.0                                            F0928005   48 
      5.296     1427.0                                            F0928005   49 
      5.370     1346.0                                            F0928005   50 
      5.394     1373.0                                            F0928005   51 
      5.402     1300.0                                            F0928005   52 
      5.481     1201.0                                            F0928005   53 
      5.503     1337.0                                            F0928005   54 
      5.534     1374.0                                            F0928005   55 
      5.547     1465.0                                            F0928005   56 
      5.598     1392.0                                            F0928005   57 
      5.620     1465.0                                            F0928005   58 
      5.649     1447.0                                            F0928005   59 
      5.664     1529.0                                            F0928005   60 
      5.723     1520.0                                            F0928005   61 
      5.735     1539.0                                            F0928005   62 
      5.745     1602.0                                            F0928005   63 
      5.804     1648.0                                            F0928005   64 
      5.833     1866.0                                            F0928005   65 
      5.877     1866.0                                            F0928005   66 
      5.899     1921.0                                            F0928005   67 
      5.928     1903.0                                            F0928005   68 
      5.945     1912.0                                            F0928005   69 
      5.950     1939.0                                            F0928005   70 
      5.987     2058.0                                            F0928005   71 
      6.016     2140.0                                            F0928005   72 
      6.082     2086.0                                            F0928005   73 
      6.105     2040.0                                            F0928005   74 
      6.141     2186.0                                            F0928005   75 
      6.149     2122.0                                            F0928005   76 
      6.178     2113.0                                            F0928005   77 
      6.193     2059.0                                            F0928005   78 
      6.223     1977.0                                            F0928005   79 
      6.259     2086.0                                            F0928005   80 
      6.271     2087.0                                            F0928005   81 
      6.282     1978.0                                            F0928005   82 
      6.333     1950.0                                            F0928005   83 
      6.377     2033.0                                            F0928005   84 
      6.400     1978.0                                            F0928005   85 
      6.443     2142.0                                            F0928005   86 
      6.459     1960.0                                            F0928005   87 
      6.488     2006.0                                            F0928005   88 
      6.526     1833.0                                            F0928005   89 
      6.562     1897.0                                            F0928005   90 
      6.636     1943.0                                            F0928005   91 
      6.673     1789.0                                            F0928005   92 
      6.688     1852.0                                            F0928005   93 
      6.732     1843.0                                            F0928005   94 
      6.758     1898.0                                            F0928005   95 
      6.797     1853.0                                            F0928005   96 
      6.828     1762.0                                            F0928005   97 
      6.880     1708.0                                            F0928005   98 
      6.909     1726.0                                            F0928005   99 
      6.915     1645.0                                            F0928005  100 
      6.939     1581.0                                            F0928005  101 
      6.969     1526.0                                            F0928005  102 
      7.020     1545.0                                            F0928005  103 
      7.057     1563.0                                            F0928005  104 
      7.072     1463.0                                            F0928005  105 
      7.101     1482.0                                            F0928005  106 
      7.146     1518.0                                            F0928005  107 
      7.168     1391.0                                            F0928005  108 
      7.184     1482.0                                            F0928005  109 
      7.213     1319.0                                            F0928005  110 
      7.264     1391.0                                            F0928005  111 
      7.316     1292.0                                            F0928005  112 
      7.330     1319.0                                            F0928005  113 
      7.345     1337.0                                            F0928005  114 
      7.389     1274.0                                            F0928005  115 
      7.405     1119.0                                            F0928005  116 
      7.441     1183.0                                            F0928005  117 
      7.463     1247.0                                            F0928005  118 
      7.493     1220.0                                            F0928005  119 
      7.522     1184.0                                            F0928005  120 
      7.552     1157.0                                            F0928005  121 
      7.589     1202.0                                            F0928005  122 
      7.611     1248.0                                            F0928005  123 
      7.633     1148.0                                            F0928005  124 
      7.670     1148.0                                            F0928005  125 
      7.699     1157.0                                            F0928005  126 
      7.729     1185.0                                            F0928005  127 
      7.758     1112.0                                            F0928005  128 
      7.780     1130.0                                            F0928005  129 
      7.824     1212.0                                            F0928005  130 
      7.847     1094.0                                            F0928005  131 
      7.884     1122.0                                            F0928005  132 
      7.913     1104.0                                            F0928005  133 
      7.943     1086.0                                            F0928005  134 
      7.972     1222.0                                            F0928005  135 
      7.987     1131.0                                            F0928005  136 
      8.016     1168.0                                            F0928005  137 
ENDDATA            116          0                                 F0928005  138 
ENDSUBENT          137          0                                 F092800599999 
SUBENT        F0928006   20251227                             F107F0928006    1 
BIB                  6         15                                 F0928006    2 
REACTION   (6-C-13(HE3,EL)6-C-13,,DA,,REL)                        F0928006    3 
            No information about units.                           F0928006    4 
SAMPLE     (6-C-13,ENR=0.60) The technique of cracking 60%        F0928006    5 
           enriched 13C methyl iodide on a thin nickel foil and   F0928006    6 
           dissolving the foil in acid was used to obtain         F0928006    7 
           self-supporting targets of about 75 ug/cm2 thickness.  F0928006    8 
DETECTOR   (TELES,PROPC,SIBAR) A mass telescope composed of a     F0928006    9 
           proportional counter and a surface barrier detector    F0928006   10 
           was used.                                              F0928006   11 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF0928006   12 
           in the percentage of 13C in the target and resulted in F0928006   13 
           an over-all error of approximately 50%                 F0928006   14 
           (DATA-ERR) No information about source of uncertainty  F0928006   15 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Fig.12        F0928006   16 
HISTORY    (20251227U) SD: BIB updated.                           F0928006   17 
ENDBIB              15          0                                 F0928006   18 
COMMON               3          3                                 F0928006   19 
ANG        EN-ERR-DIG ERR-DIG                                     F0928006   20 
ADEG       MEV        ARB-UNITS                                   F0928006   21 
  110.      0.007       2.9                                       F0928006   22 
ENDCOMMON            3          0                                 F0928006   23 
DATA                 3         46                                 F0928006   24 
EN         DATA       DATA-ERR                                    F0928006   25 
MEV        ARB-UNITS  ARB-UNITS                                   F0928006   26 
      5.387     2635.0                                            F0928006   27 
      5.513     2199.0       75.8                                 F0928006   28 
      5.550     2313.0                                            F0928006   29 
      5.616     2256.0                                            F0928006   30 
      5.683     1811.0                                            F0928006   31 
      5.771     2105.0                                            F0928006   32 
      5.808     1963.0                                            F0928006   33 
      5.859     2057.0                                            F0928006   34 
      5.908     2209.0                                            F0928006   35 
      5.918     2304.0                                            F0928006   36 
      5.982     2285.0                                            F0928006   37 
      5.992     2380.0                                            F0928006   38 
      6.000     2409.0                                            F0928006   39 
      6.100     2560.0                                            F0928006   40 
      6.117     2617.0       75.8                                 F0928006   41 
      6.168     2598.0       85.3                                 F0928006   42 
      6.176     2807.0                                            F0928006   43 
      6.227     2665.0                                            F0928006   44 
      6.279     2598.0                                            F0928006   45 
      6.324     2371.0                                            F0928006   46 
      6.390     2400.0                                            F0928006   47 
      6.471     2333.0                                            F0928006   48 
      6.508     2220.0                                            F0928006   49 
      6.559     2220.0                                            F0928006   50 
      6.626     2134.0                                            F0928006   51 
      6.678     2068.0       75.8                                 F0928006   52 
      6.737     2021.0                                            F0928006   53 
      6.795     2012.0                                            F0928006   54 
      6.855     1813.0                                            F0928006   55 
      6.928     1964.0                                            F0928006   56 
      6.980     1879.0                                            F0928006   57 
      7.046     1917.0                                            F0928006   58 
      7.090     1917.0                                            F0928006   59 
      7.142     1879.0                                            F0928006   60 
      7.201     1889.0                                            F0928006   61 
      7.267     1728.0                                            F0928006   62 
      7.333     1880.0                                            F0928006   63 
      7.378     1700.0                                            F0928006   64 
      7.452     1719.0                                            F0928006   65 
      7.503     1652.0                                            F0928006   66 
      7.555     1586.0       94.8                                 F0928006   67 
      7.673     1378.0                                            F0928006   68 
      7.747     1463.0                                            F0928006   69 
      7.806     1255.0                                            F0928006   70 
      7.887     1236.0                                            F0928006   71 
      7.946     1293.0                                            F0928006   72 
ENDDATA             48          0                                 F0928006   73 
ENDSUBENT           72          0                                 F092800699999 
SUBENT        F0928007   20251227                             F107F0928007    1 
BIB                  6         17                                 F0928007    2 
REACTION   (6-C-13(HE3,EL)6-C-13,,DA,,RTH)                        F0928007    3 
SAMPLE     (6-C-13,ENR=0.60) The technique of cracking 60%        F0928007    4 
           enriched 13C methyl iodide on a thin nickel foil and   F0928007    5 
           dissolving the foil in acid was used to obtain         F0928007    6 
           self-supporting targets of about 75 ug/cm2 thickness.  F0928007    7 
DETECTOR   (TELES,PROPC,SIBAR) A mass telescope composed of a     F0928007    8 
           proportional counter and a surface barrier detector    F0928007    9 
           was used.                                              F0928007   10 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF0928007   11 
           in the percentage of 13C in the target and resulted in F0928007   12 
           an over-all error of approximately 50%                 F0928007   13 
           (DATA-ERR) No information about source of uncertainty  F0928007   14 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Fig.13        F0928007   15 
HISTORY    (20230126A) Data heading was changed: DATA-CM->DATA.   F0928007   16 
           Data units were corrected: ARB-UNITS->NO-DIM. Data     F0928007   17 
           presentation was changed.                              F0928007   18 
           (20251227U) SD: BIB updated.                           F0928007   19 
ENDBIB              17          0                                 F0928007   20 
COMMON               2          3                                 F0928007   21 
ANG-ERR-D  ERR-DIG                                                F0928007   22 
ADEG       PER-CENT                                               F0928007   23 
        0.3        0.2                                            F0928007   24 
ENDCOMMON            3          0                                 F0928007   25 
DATA                 4         70                                 F0928007   26 
EN         ANG-CM     DATA       DATA-ERR                         F0928007   27 
MEV        ADEG       NO-DIM     NO-DIM                           F0928007   28 
         6.       35.9  6.072E-01  4.890E-02                      F0928007   29 
         6.       42.4  4.607E-01  3.710E-02                      F0928007   30 
         6.       48.7  5.453E-01  5.640E-02                      F0928007   31 
         6.       54.1  4.852E-01  5.020E-02                      F0928007   32 
         6.       59.8  4.245E-01  4.710E-02                      F0928007   33 
         6.       65.5  3.745E-01  3.590E-02                      F0928007   34 
         6.       71.6  4.287E-01  3.450E-02                      F0928007   35 
         6.       77.0  3.171E-01  3.750E-02                      F0928007   36 
         6.       82.0  2.845E-01  3.150E-02                      F0928007   37 
         6.       87.7  2.270E-01  2.350E-02                      F0928007   38 
         6.       92.1  1.795E-01  1.720E-02                      F0928007   39 
         6.       98.1  2.107E-01  2.180E-02                      F0928007   40 
         6.      102.4  2.073E-01  1.990E-02                      F0928007   41 
         6.      108.7  3.672E-01  3.240E-02                      F0928007   42 
         6.      113.2  4.608E-01  4.420E-02                      F0928007   43 
         6.      118.2  5.546E-01  6.970E-02                      F0928007   44 
         6.      122.1  6.035E-01  6.240E-02                      F0928007   45 
         6.      127.0  7.023E-01  7.260E-02                      F0928007   46 
         6.      132.0  6.795E-01  6.000E-02                      F0928007   47 
         6.      135.6  5.894E-01  4.740E-02                      F0928007   48 
         6.      139.9  5.288E-01  5.470E-02                      F0928007   49 
         6.      144.6  4.148E-01  3.980E-02                      F0928007   50 
         6.      148.6  3.538E-01  3.660E-02                      F0928007   51 
         6.      152.5  2.870E-01  2.530E-02                      F0928007   52 
         6.      155.8  2.448E-01  2.900E-02                      F0928007   53 
         7.       35.8  1.702E-01  1.220E-02                      F0928007   54 
         7.       41.9  1.193E-01  1.570E-02                      F0928007   55 
         7.       48.3  2.350E-01  2.220E-02                      F0928007   56 
         7.       53.6  2.706E-01  2.560E-02                      F0928007   57 
         7.       60.3  4.633E-01  3.680E-02                      F0928007   58 
         7.       66.0  4.951E-01  3.930E-02                      F0928007   59 
         7.       71.7  6.347E-01  6.000E-02                      F0928007   60 
         7.       83.1  4.714E-01  4.460E-02                      F0928007   61 
         7.       87.4  3.996E-01  3.480E-02                      F0928007   62 
         7.       93.5  4.166E-01  4.560E-02                      F0928007   63 
         7.       98.5  3.773E-01  3.570E-02                      F0928007   64 
         7.      103.1  3.900E-01  3.690E-02                      F0928007   65 
         7.      108.0  4.959E-01  3.940E-02                      F0928007   66 
         7.      113.4  5.900E-01  5.580E-02                      F0928007   67 
         7.      118.0  6.681E-01  8.280E-02                      F0928007   68 
         7.      122.6  7.755E-01  8.480E-02                      F0928007   69 
         7.      126.9  7.259E-01  5.760E-02                      F0928007   70 
         7.      130.8  6.909E-01  5.480E-02                      F0928007   71 
         7.      135.8  6.468E-01  4.640E-02                      F0928007   72 
         7.      139.8  4.842E-01  3.840E-02                      F0928007   73 
         7.      144.1  3.203E-01  3.030E-02                      F0928007   74 
         7.      148.7  2.900E-01  3.170E-02                      F0928007   75 
         8.       36.3  4.117E-01  4.550E-02                      F0928007   76 
         8.       42.4  3.232E-01  3.570E-02                      F0928007   77 
         8.       48.3  5.211E-01  4.980E-02                      F0928007   78 
         8.       54.0  5.437E-01  4.370E-02                      F0928007   79 
         8.       60.7  7.171E-01  7.400E-02                      F0928007   80 
         8.       66.1  6.490E-01  4.200E-02                      F0928007   81 
         8.       71.5  5.137E-01  4.120E-02                      F0928007   82 
         8.       76.9  3.298E-01  2.140E-02                      F0928007   83 
         8.       82.0  1.336E-01  1.280E-02                      F0928007   84 
         8.       87.0  1.916E-01  1.690E-02                      F0928007   85 
         8.       93.0  1.870E-01  1.930E-02                      F0928007   86 
         8.       98.4  1.855E-01  1.910E-02                      F0928007   87 
         8.      102.9  2.594E-01  2.870E-02                      F0928007   88 
         8.      108.2  3.720E-01  3.560E-02                      F0928007   89 
         8.      113.2  4.327E-01  5.110E-02                      F0928007   90 
         8.      117.4  5.075E-01  3.680E-02                      F0928007   91 
         8.      122.0  5.384E-01  3.490E-02                      F0928007   92 
         8.      126.7  5.386E-01  3.910E-02                      F0928007   93 
         8.      131.0  4.833E-01  3.130E-02                      F0928007   94 
         8.      134.9  4.447E-01  3.910E-02                      F0928007   95 
         8.      139.6  3.237E-01  2.350E-02                      F0928007   96 
         8.      143.9  2.672E-01  2.150E-02                      F0928007   97 
         8.      148.3  1.451E-01  1.500E-02                      F0928007   98 
ENDDATA             72          0                                 F0928007   99 
ENDSUBENT           98          0                                 F092800799999 
SUBENT        F0928008   20251227                             F107F0928008    1 
BIB                  6         13                                 F0928008    2 
REACTION   (6-C-12(HE3,EL)6-C-12,,DA,,RTH)                        F0928008    3 
SAMPLE     Natural 12C target                                     F0928008    4 
DETECTOR   (TELES,PROPC,SIBAR) A mass telescope composed of a     F0928008    5 
           proportional counter and a surface barrier detector    F0928008    6 
           was used.                                              F0928008    7 
ERR-ANALYS An error of less than 20% is estimated for the 12C     F0928008    8 
           absolute cross section measurement                     F0928008    9 
           (DATA-ERR) No information about source of uncertainty  F0928008   10 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Fig.13        F0928008   11 
HISTORY    (20230126A) Data heading was changed: DATA-CM->DATA.   F0928008   12 
           Data units were corrected: ARB-UNITS->NO-DIM. Data     F0928008   13 
           presentation was changed.                              F0928008   14 
           (20251227U) SD: BIB updated.                           F0928008   15 
ENDBIB              13          0                                 F0928008   16 
COMMON               2          3                                 F0928008   17 
ANG-ERR-D  ERR-DIG                                                F0928008   18 
ADEG       PER-CENT                                               F0928008   19 
       0.25        0.2                                            F0928008   20 
ENDCOMMON            3          0                                 F0928008   21 
DATA                 4         73                                 F0928008   22 
EN         ANG-CM     DATA       DATA-ERR                         F0928008   23 
MEV        ADEG       NO-DIM     NO-DIM                           F0928008   24 
         6.      35.46  6.958E-01  7.250E-02                      F0928008   25 
         6.      41.53  7.020E-01  7.320E-02                      F0928008   26 
         6.      47.26  6.453E-01  6.230E-02                      F0928008   27 
         6.      53.33  6.241E-01  5.550E-02                      F0928008   28 
         6.      59.42  5.737E-01  5.100E-02                      F0928008   29 
         6.      70.13  5.693E-01  5.930E-02                      F0928008   30 
         6.      75.84  5.842E-01  5.640E-02                      F0928008   31 
         6.      81.20  5.649E-01  4.590E-02                      F0928008   32 
         6.      86.56  5.604E-01  6.260E-02                      F0928008   33 
         6.      91.92  5.374E-01  3.940E-02                      F0928008   34 
         6.      97.29  4.981E-01  4.040E-02                      F0928008   35 
         6.     102.30  4.618E-01  3.750E-02                      F0928008   36 
         6.     107.66  4.542E-01  4.040E-02                      F0928008   37 
         6.     111.96  3.968E-01  4.140E-02                      F0928008   38 
         6.     116.98  3.525E-01  3.940E-02                      F0928008   39 
         6.     121.29  2.854E-01  2.540E-02                      F0928008   40 
         6.     125.96  2.410E-01  2.140E-02                      F0928008   41 
         6.     130.63  1.935E-01  2.160E-02                      F0928008   42 
         6.     134.22  1.634E-01  1.450E-02                      F0928008   43 
         6.     138.88  1.489E-01  1.780E-02                      F0928008   44 
         6.     143.51  1.541E-01  1.610E-02                      F0928008   45 
         6.     146.70  1.987E-01  2.070E-02                      F0928008   46 
         6.     150.60  2.414E-01  2.150E-02                      F0928008   47 
         6.     155.19  3.476E-01  3.620E-02                      F0928008   48 
         7.      36.13  8.382E-01  9.110E-02                      F0928008   49 
         7.      41.84  7.052E-01  7.150E-02                      F0928008   50 
         7.      46.83  5.510E-01  5.180E-02                      F0928008   51 
         7.      52.90  5.288E-01  5.360E-02                      F0928008   52 
         7.      59.33  6.031E-01  5.670E-02                      F0928008   53 
         7.      64.69  7.050E-01  7.150E-02                      F0928008   54 
         7.      70.77  7.845E-01  6.780E-02                      F0928008   55 
         7.      75.76  7.909E-01  8.020E-02                      F0928008   56 
         7.      81.83  7.107E-01  7.730E-02                      F0928008   57 
         7.      87.19  6.029E-01  5.210E-02                      F0928008   58 
         7.      93.25  4.789E-01  5.560E-02                      F0928008   59 
         7.      97.53  3.804E-01  3.000E-02                      F0928008   60 
         7.     102.17  2.924E-01  3.390E-02                      F0928008   61 
         7.     107.51  2.122E-01  1.840E-02                      F0928008   62 
         7.     113.23  2.070E-01  1.630E-02                      F0928008   63 
         7.     117.88  2.737E-01  2.570E-02                      F0928008   64 
         7.     121.81  3.710E-01  2.930E-02                      F0928008   65 
         7.     126.47  6.761E-01  7.350E-02                      F0928008   66 
         7.     130.41  1.020E+00  1.183E-01                      F0928008   67 
         7.     135.77  1.371E+00  1.288E-01                      F0928008   68 
         7.     139.71  1.754E+00  1.385E-01                      F0928008   69 
         7.     143.64  2.034E+00  1.911E-01                      F0928008   70 
         7.     147.57  2.208E+00  1.910E-01                      F0928008   71 
         7.     152.21  2.137E+00  1.360E-01                      F0928008   72 
         7.     155.43  2.067E+00  2.248E-01                      F0928008   73 
         8.      34.79  5.499E-01  5.300E-02                      F0928008   74 
         8.      41.26  3.604E-01  2.920E-02                      F0928008   75 
         8.      47.00  2.705E-01  3.020E-02                      F0928008   76 
         8.      51.98  3.124E-01  3.250E-02                      F0928008   77 
         8.      58.39  4.061E-01  2.980E-02                      F0928008   78 
         8.      64.07  5.892E-01  3.850E-02                      F0928008   79 
         8.      70.13  6.691E-01  5.420E-02                      F0928008   80 
         8.      75.13  6.692E-01  5.940E-02                      F0928008   81 
         8.      81.21  6.049E-01  6.300E-02                      F0928008   82 
         8.      86.59  4.656E-01  5.200E-02                      F0928008   83 
         8.      93.09  1.966E-01  2.050E-02                      F0928008   84 
         8.      97.39  1.762E-01  1.830E-02                      F0928008   85 
         8.     101.36  1.107E-01  1.400E-02                      F0928008   86 
         8.     107.40  1.606E-01  1.550E-02                      F0928008   87 
         8.     112.69  3.296E-01  3.430E-02                      F0928008   88 
         8.     116.58  5.248E-01  5.860E-02                      F0928008   89 
         8.     121.19  7.117E-01  5.770E-02                      F0928008   90 
         8.     126.18  8.013E-01  7.730E-02                      F0928008   91 
         8.     130.12  7.490E-01  5.490E-02                      F0928008   92 
         8.     134.07  5.913E-01  4.790E-02                      F0928008   93 
         8.     138.02  4.289E-01  4.460E-02                      F0928008   94 
         8.     141.97  3.473E-01  3.080E-02                      F0928008   95 
         8.     146.93  5.483E-01  4.440E-02                      F0928008   96 
         8.     150.81  9.420E-01  6.900E-02                      F0928008   97 
ENDDATA             75          0                                 F0928008   98 
ENDSUBENT           97          0                                 F092800899999 
SUBENT        F0928009   20251227                             F107F0928009    1 
BIB                  8         11                                 F0928009    2 
REACTION   (6-C-12(HE3,EL)6-C-12,,DA)                             F0928009    3 
MONITOR    (6-C-12(HE3,EL)6-C-12,,DA)                             F0928009    4 
MONIT-REF  (F1091001,J.J.Schwartz+,J,NP,88,539,1966)              F0928009    5 
SAMPLE     Natural 12C target                                     F0928009    6 
DETECTOR   (TELES,PROPC,SIBAR) A mass telescope composed of a     F0928009    7 
           proportional counter and a surface barrier detector    F0928009    8 
           was used.                                              F0928009    9 
ERR-ANALYS An error of less than 20% is estimated for the 12C     F0928009   10 
           absolute cross section measurement                     F0928009   11 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Fig.14        F0928009   12 
HISTORY    (20251227U) SD: BIB updated.                           F0928009   13 
ENDBIB              11          0                                 F0928009   14 
COMMON               3          3                                 F0928009   15 
ANG        EN-ERR-DIG ERR-DIG                                     F0928009   16 
ADEG       MEV        MB/SR                                       F0928009   17 
  140.      0.009      0.016                                      F0928009   18 
ENDCOMMON            3          0                                 F0928009   19 
DATA                 2        116                                 F0928009   20 
EN         DATA                                                   F0928009   21 
MEV        MB/SR                                                  F0928009   22 
      4.401      6.117                                            F0928009   23 
      4.440      6.085                                            F0928009   24 
      4.466      5.989                                            F0928009   25 
      4.491      5.860                                            F0928009   26 
      4.504      5.087                                            F0928009   27 
      4.536      5.055                                            F0928009   28 
      4.581      5.023                                            F0928009   29 
      4.613      4.895                                            F0928009   30 
      4.665      4.637                                            F0928009   31 
      4.691      3.639                                            F0928009   32 
      4.729      3.929                                            F0928009   33 
      4.760      6.442                                            F0928009   34 
      4.811      7.248                                            F0928009   35 
      4.850      8.311                                            F0928009   36 
      4.869      8.730                                            F0928009   37 
      4.952      8.699                                            F0928009   38 
      5.003      8.506                                            F0928009   39 
      5.036      8.119                                            F0928009   40 
      5.055      7.636                                            F0928009   41 
      5.094      7.185                                            F0928009   42 
      5.113      6.509                                            F0928009   43 
      5.145      5.929                                            F0928009   44 
      5.171      5.511                                            F0928009   45 
      5.203      4.867                                            F0928009   46 
      5.223      4.480                                            F0928009   47 
      5.261      4.352                                            F0928009   48 
      5.293      4.481                                            F0928009   49 
      5.332      4.417                                            F0928009   50 
      5.357      4.256                                            F0928009   51 
      5.396      4.449                                            F0928009   52 
      5.409      4.900                                            F0928009   53 
      5.434      5.190                                            F0928009   54 
      5.473      5.191                                            F0928009   55 
      5.498      5.416                                            F0928009   56 
      5.524      5.642                                            F0928009   57 
      5.549      5.997                                            F0928009   58 
      5.581      6.255                                            F0928009   59 
      5.626      6.158                                            F0928009   60 
      5.652      5.643                                            F0928009   61 
      5.697      5.547                                            F0928009   62 
      5.723      5.192                                            F0928009   63 
      5.755      4.774                                            F0928009   64 
      5.774      4.226                                            F0928009   65 
      5.806      3.969                                            F0928009   66 
      5.832      3.550                                            F0928009   67 
      5.864      3.260                                            F0928009   68 
      5.896      3.422                                            F0928009   69 
      5.935      3.261                                            F0928009   70 
      5.973      3.583                                            F0928009   71 
      6.005      3.422                                            F0928009   72 
      6.037      3.519                                            F0928009   73 
      6.089      3.584                                            F0928009   74 
      6.101      4.100                                            F0928009   75 
      6.133      4.229                                            F0928009   76 
      6.165      4.358                                            F0928009   77 
      6.204      4.390                                            F0928009   78 
      6.229      5.325                                            F0928009   79 
      6.255      6.034                                            F0928009   80 
      6.293      6.549                                            F0928009   81 
      6.312      6.711                                            F0928009   82 
      6.344      7.258                                            F0928009   83 
      6.363      7.549                                            F0928009   84 
      6.408      8.322                                            F0928009   85 
      6.433      8.870                                            F0928009   86 
      6.465      9.096                                            F0928009   87 
      6.491      9.450                                            F0928009   88 
      6.523      9.676                                            F0928009   89 
      6.542     10.030                                            F0928009   90 
      6.580     11.352                                            F0928009   91 
      6.619     11.513                                            F0928009   92 
      6.644     12.995                                            F0928009   93 
      6.791     12.899                                            F0928009   94 
      6.823     13.093                                            F0928009   95 
      6.838     13.222                                            F0928009   96 
      6.843     13.705                                            F0928009   97 
      6.894     13.738                                            F0928009   98 
      6.908     14.542                                            F0928009   99 
      6.939     14.318                                            F0928009  100 
      6.964     14.189                                            F0928009  101 
      6.996     14.447                                            F0928009  102 
      7.028     13.964                                            F0928009  103 
      7.060     14.641                                            F0928009  104 
      7.086     14.995                                            F0928009  105 
      7.118     14.835                                            F0928009  106 
      7.150     14.352                                            F0928009  107 
      7.162     14.223                                            F0928009  108 
      7.179     14.062                                            F0928009  109 
      7.260     13.031                                            F0928009  110 
      7.298     12.774                                            F0928009  111 
      7.343     12.484                                            F0928009  112 
      7.388     12.742                                            F0928009  113 
      7.426     13.258                                            F0928009  114 
      7.439     13.741                                            F0928009  115 
      7.484     13.838                                            F0928009  116 
      7.497     14.225                                            F0928009  117 
      7.535     14.322                                            F0928009  118 
      7.561     13.549                                            F0928009  119 
      7.599     13.292                                            F0928009  120 
      7.625     12.970                                            F0928009  121 
      7.658     11.359                                            F0928009  122 
      7.690     10.135                                            F0928009  123 
      7.716      8.073                                            F0928009  124 
      7.749      6.559                                            F0928009  125 
      7.788      4.659                                            F0928009  126 
      7.814      3.499                                            F0928009  127 
      7.833      2.726                                            F0928009  128 
      7.878      2.598                                            F0928009  129 
      7.917      2.598                                            F0928009  130 
      7.923      2.888                                            F0928009  131 
      7.974      2.953                                            F0928009  132 
      7.987      3.275                                            F0928009  133 
      8.019      3.598                                            F0928009  134 
      8.057      3.856                                            F0928009  135 
      8.076      4.210                                            F0928009  136 
      8.140      4.823                                            F0928009  137 
      8.185      5.693                                            F0928009  138 
ENDDATA            118          0                                 F0928009  139 
ENDSUBENT          138          0                                 F092800999999 
SUBENT        F0928010   20251227                             F107F0928010    1 
BIB                  8         15                                 F0928010    2 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,SIG)                          F0928010    3 
