ENTRY            F0360   20251212                             F104F0360000    1 
SUBENT        F0360001   20251212                             F104F0360001    1 
BIB                  8         17                                 F0360001    2 
TITLE      Radiative capture of protons by 11B above the peak of  F0360001    3 
           the giant dipole resonance                             F0360001    4 
AUTHOR     (G.Kernel,W.M.Mason)                                   F0360001    5 
INSTITUTE  (2UK OXF)                                              F0360001    6 
REFERENCE  (J,NP/A,123,205,1969)                                  F0360001    7 
FACILITY   (VDGT,2UK OXF)                                         F0360001    8 
SAMPLE     The target used for most of the run was 2 mg/cm2 thick F0360001    9 
           and was prepared by sintering natural boron powder.    F0360001   10 
           Additional spectra at a few energies were obtained by  F0360001   11 
           bombarding two superimposed self-supporting            F0360001   12 
           90 ug/cm2 thick enriched 11B target.                   F0360001   13 
DETECTOR   (NAICR) 24.cm x 30.cm at 90 degr. 12.5cm x 15.cm at 45 F0360001   14 
           and 135 degr.                                          F0360001   15 
HISTORY    (19851218C)                                            F0360001   16 
           (19990409U) CNPD: corrected 4-dig. year                F0360001   17 
           (20210517A) SD: Corrections in all Subents.            F0360001   18 
           (20251212U) SD: Small corrections in all Subents.      F0360001   19 
ENDBIB              17          0                                 F0360001   20 
NOCOMMON             0          0                                 F0360001   21 
ENDSUBENT           20          0                                 F036000199999 
SUBENT        F0360002   20251212                             F104F0360002    1 
BIB                  4          9                                 F0360002    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,DA,,REL)                        F0360002    3 
            No explanation of relative units is given.            F0360002    4 
ERR-ANALYS (ERR-S) Statistical error                              F0360002    5 
STATUS     (CURVE,,G.Kernel+,J,NP/A,123,205,1969) Figs 3,4        F0360002    6 
HISTORY    (20210502A) SD: SF9=EXP deleted from REACTION code.    F0360002    7 
           STATUS updated. EN-SEC deleted. Accuracy of digitized  F0360002    8 
           data presentation revised. EN-ERR -> EN-ERR-DIG;       F0360002    9 
           DATA-ERR -> ERR-S.                                     F0360002   10 
           (20251212U) SD: BIB updated.                           F0360002   11 
ENDBIB               9          0                                 F0360002   12 
COMMON               1          3                                 F0360002   13 
EN-ERR-DIG                                                        F0360002   14 
MEV                                                               F0360002   15 
 0.05                                                             F0360002   16 
ENDCOMMON            3          0                                 F0360002   17 
DATA                 5        169                                 F0360002   18 
ANG        E-LVL      EN         DATA       ERR-S                 F0360002   19 
         0.         1.      16.09      0.333      0.093           F0360005   22 
         0.         1.      17.27      0.419      0.093           F0360005   23 
         0.         1.      18.74      0.381      0.093           F0360005   24 
         0.         1.      20.08      0.544      0.124           F0360005   25 
         0.         2.      13.00      0.373      0.027           F0360005   26 
         0.         2.      13.05     -0.633      0.102           F0360005   27 
         0.         2.      15.02     -0.743      0.102           F0360005   28 
         0.         2.      16.05     -0.747      0.131           F0360005   29 
         0.         2.      17.23     -0.751      0.117           F0360005   30 
         0.         2.      18.70     -0.742      0.117           F0360005   31 
         0.         2.      20.09     -0.689      0.117           F0360005   32 
         0.         3.      13.01     -0.189      0.072           F0360005   33 
         0.         3.      14.98     -0.286      0.100           F0360005   34 
         0.         3.      16.09     -0.163      0.101           F0360005   35 
         0.         3.      17.19     -0.211      0.115           F0360005   36 
         0.         3.      18.72     -0.263      0.130           F0360005   37 
         0.         3.      19.97     -0.269      0.129           F0360005   38 
      4.439         1.      13.01      0.159      0.090           F0360005   39 
      4.439         1.      14.88      0.317      0.090           F0360005   40 
      4.439         1.      16.07      0.267      0.060           F0360005   41 
      4.439         1.      17.34      0.412      0.090           F0360005   42 
      4.439         1.      18.67      0.362      0.105           F0360005   43 
      4.439         1.      20.17      0.507      0.090           F0360005   44 
      4.439         2.      12.94     -0.222      0.062           F0360005   45 
      4.439         2.      15.02     -0.261      0.078           F0360005   46 
      4.439         2.      16.05     -0.358      0.109           F0360005   47 
      4.439         2.      17.24     -0.378      0.078           F0360005   48 
      4.439         2.      18.65     -0.337      0.109           F0360005   49 
      4.439         2.      20.14     -0.327      0.155           F0360005   50 
      4.439         3.      12.92      0.001      0.045           F0360005   51 
      4.439         3.      14.92     -0.049      0.089           F0360005   52 
      4.439         3.      16.03     -0.082      0.104           F0360005   53 
      4.439         3.      17.22     -0.071      0.089           F0360005   54 
      4.439         3.      18.70     -0.135      0.134           F0360005   55 
      4.439         3.      20.03     -0.272      0.148           F0360005   56 
ENDDATA             39          0                                 F0360005   57 
ENDSUBENT           56          0                                 F036000599999 
SUBENT        F0360006   20251212                             F104F0360006    1 
BIB                  5         11                                 F0360006    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,SIG,,REL)                       F0360006    3 
            No explanation of relative units is given.            F0360006    4 
ERR-ANALYS (ERR-S) Statistical error                              F0360006    5 
COMMENT    The total cross section A0 calculated from the         F0360006    6 
           gamma-ray yields at 45,90 and 135 degr.                F0360006    7 
STATUS     (CURVE,,G.Kernel+,J,NP/A,123,205,1969) Fig. 8          F0360006    8 
HISTORY    (20210502A) SD: SF9=EXP deleted from REACTION code.    F0360006    9 
           STATUS updated. EN-SEC deleted. Accuracy of digitized  F0360006   10 
           data presentation revised. EN-ERR -> EN-ERR-DIG;       F0360006   11 
           DATA-ERR -> ERR-DIG; DATA-ERR1 -> ERR-S.               F0360006   12 
           (20251212U) SD: BIB updated.                           F0360006   13 
ENDBIB              11          0                                 F0360006   14 
COMMON               3          3                                 F0360006   15 
E-LVL      EN-ERR-DIG ERR-DIG                                     F0360006   16 
MEV        MEV        ARB-UNITS                                   F0360006   17 
 0.0        0.013      0.12                                       F0360006   18 
ENDCOMMON            3          0                                 F0360006   19 
DATA                 3         41                                 F0360006   20 
EN         DATA       ERR-S                                       F0360006   21 
MEV        ARB-UNITS  ARB-UNITS                                   F0360006   22 
      13.01      98.98       3.57                                 F0360006   23 
      13.82      77.33                                            F0360006   24 
      14.01      69.79                                            F0360006   25 
      14.23      76.39                                            F0360006   26 
      14.42      75.57                                            F0360006   27 
      14.63      73.66                                            F0360006   28 
      14.82      72.98                                            F0360006   29 
      15.03      75.46       4.25                                 F0360006   30 
      15.23      77.94                                            F0360006   31 
      15.42      68.89                                            F0360006   32 
      15.62      69.17                                            F0360006   33 
      15.80      71.79                                            F0360006   34 
      16.01      65.76                                            F0360006   35 
      16.12      66.45                                            F0360006   36 
      16.22      62.89                                            F0360006   37 
      16.40      57.40                                            F0360006   38 
      16.62      54.26       3.02                                 F0360006   39 
      16.83      54.81                                            F0360006   40 
      17.02      58.80                                            F0360006   41 
      17.22      51.81                                            F0360006   42 
      17.31      51.54                                            F0360006   43 
      17.41      50.31                                            F0360006   44 
      17.63      49.36                                            F0360006   45 
      17.82      48.41                                            F0360006   46 
      18.03      41.42                                            F0360006   47 
      18.24      49.25                                            F0360006   48 
      18.43      41.84                                            F0360006   49 
      18.64      43.78       3.98                                 F0360006   50 
      18.73      43.78                                            F0360006   51 
      18.82      35.82                                            F0360006   52 
      19.04      44.75                                            F0360006   53 
      19.22      36.39                                            F0360006   54 
      19.43      35.85                                            F0360006   55 
      19.62      32.43                                            F0360006   56 
      19.81      40.81                                            F0360006   57 
      20.02      32.03                                            F0360006   58 
      20.11      34.92                                            F0360006   59 
      20.20      31.90                                            F0360006   60 
      20.40      23.81                                            F0360006   61 
      20.61      31.92       5.35                                 F0360006   62 
      20.79      33.30                                            F0360006   63 
ENDDATA             43          0                                 F0360006   64 
ENDSUBENT           63          0                                 F036000699999 
SUBENT        F0360007   20251212                             F104F0360007    1 
BIB                  5         10                                 F0360007    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,DA,,LEG/RS)                     F0360007    3 
ERR-ANALYS (ERR-S) Statistical error                              F0360007    4 
COMMENT    The total cross section A(0) calculated form the gamma-F0360007    5 
           yields at 45, 90 and 135 degrees                       F0360007    6 
STATUS     (CURVE,,G.Kernel+,J,NP/A,123,205,1969) Fig. 8          F0360007    7 
HISTORY    (20210502A) SD: SF9=EXP deleted from REACTION code.    F0360007    8 
           STATUS updated. EN-SEC deleted. Accuracy of digitized  F0360007    9 
           data presentation revised. EN-ERR -> EN-ERR-DIG;       F0360007   10 
           DATA-ERR -> ERR-DIG; DATA-ERR1 -> ERR-S.               F0360007   11 
           (20251212U) SD: BIB updated. NUMBER-CM -> NUMBER.      F0360007   12 
ENDBIB              10          0                                 F0360007   13 
COMMON               3          3                                 F0360007   14 
E-LVL      EN-ERR-DIG ERR-DIG                                     F0360007   15 
MEV        MEV        NO-DIM                                      F0360007   16 
 0.0        0.01       0.0025                                     F0360007   17 
ENDCOMMON            3          0                                 F0360007   18 
DATA                 4         83                                 F0360007   19 
NUMBER     EN         DATA-CM    ERR-S                            F0360007   20 
NO-DIM     MEV        NO-DIM     NO-DIM                           F0360007   21 
         1.      12.99     0.2204     0.0656                      F0360007   22 
         1.      13.79     0.2260                                 F0360007   23 
         1.      14.00     0.3270                                 F0360007   24 
         1.      14.20     0.2919                                 F0360007   25 
         1.      14.41     0.4737                                 F0360007   26 
         1.      14.61     0.4410                                 F0360007   27 
         1.      14.83     0.4285                                 F0360007   28 
         1.      15.01     0.3353     0.1035                      F0360007   29 
         1.      15.22     0.4666                                 F0360007   30 
         1.      15.40     0.3406                                 F0360007   31 
         1.      15.61     0.5880                                 F0360007   32 
         1.      15.79     0.3560                                 F0360007   33 
         1.      15.98     0.3612                                 F0360007   34 
         1.      16.09     0.3512                                 F0360007   35 
         1.      16.19     0.4143                                 F0360007   36 
         1.      16.40     0.5709                                 F0360007   37 
         1.      16.60     0.4474     0.1035                      F0360007   38 
         1.      16.81     0.6191                                 F0360007   39 
         1.      17.02     0.3972                                 F0360007   40 
         1.      17.22     0.4226                                 F0360007   41 
         1.      17.31     0.3999                                 F0360007   42 
         1.      17.42     0.3621                                 F0360007   43 
         1.      17.61     0.4733                                 F0360007   44 
         1.      17.81     0.4406                                 F0360007   45 
         1.      18.02     0.3020                                 F0360007   46 
         1.      18.21     0.2693                                 F0360007   47 
         1.      18.42     0.3552                                 F0360007   48 
         1.      18.61     0.2797     0.1716                      F0360007   49 
         1.      18.72     0.4412                                 F0360007   50 
         1.      18.81     0.3807                                 F0360007   51 
         1.      19.02     0.5777                                 F0360007   52 
         1.      19.21     0.0757                                 F0360007   53 
         1.      19.43     0.5124                                 F0360007   54 
         1.      19.62     0.2122                                 F0360007   55 
         1.      19.82     0.5606                                 F0360007   56 
         1.      20.00     0.1494                                 F0360007   57 
         1.      20.12     0.5078                                 F0360007   58 
         1.      20.21     0.8081                                 F0360007   59 
         1.      20.61     0.5763     0.3255                      F0360007   60 
         1.      20.80     0.4881                                 F0360007   61 
         2.      13.01    -0.6598     0.1080                      F0360007   62 
         2.      13.79    -0.6144                                 F0360007   63 
         2.      13.99    -0.4862                                 F0360007   64 
         2.      14.20    -0.6619                                 F0360007   65 
         2.      14.41    -0.5664                                 F0360007   66 
         2.      14.61    -0.8752                                 F0360007   67 
         2.      14.81    -0.6818                                 F0360007   68 
         2.      15.01    -0.7143     0.1406                      F0360007   69 
         2.      15.21    -0.5009                                 F0360007   70 
         2.      15.39    -0.8447                                 F0360007   71 
         2.      15.60    -0.5032                                 F0360007   72 
         2.      15.78    -0.6839                                 F0360007   73 
         2.      16.00    -0.6939                                 F0360007   74 
         2.      16.10    -0.7641                                 F0360007   75 
         2.      16.19    -0.8972                                 F0360007   76 
         2.      16.39    -0.7992                                 F0360007   77 
         2.      16.59    -0.7238     0.1255                      F0360007   78 
         2.      16.80    -0.5530                                 F0360007   79 
         2.      17.00    -0.5002                                 F0360007   80 
         2.      17.19    -1.0020                                 F0360007   81 
         2.      17.21    -0.6432                                 F0360007   82 
         2.      17.32    -0.8515                                 F0360007   83 
         2.      17.41    -0.7335                                 F0360007   84 
         2.      17.60    -0.7033                                 F0360007   85 
         2.      17.81    -0.8413                                 F0360007   86 
         2.      18.02    -0.5450                                 F0360007   87 
         2.      18.21    -0.7734                                 F0360007   88 
         2.      18.40    -0.7758                                 F0360007   89 
         2.      18.61    -0.6477     0.1808                      F0360007   90 
         2.      18.72    -0.6828                                 F0360007   91 
         2.      18.77    -0.2284                                 F0360007   92 
         2.      18.82    -1.2000                                 F0360007   93 
         2.      19.01    -0.2709                                 F0360007   94 
         2.      19.22    -0.7328                                 F0360007   95 
         2.      19.40    -0.7880                                 F0360007   96 
         2.      19.61    -1.0240                                 F0360007   97 
         2.      19.81    -0.5041                                 F0360007   98 
         2.      20.01    -0.7476                                 F0360007   99 
         2.      20.11    -0.8304                                 F0360007  100 
         2.      20.22    -0.5015                                 F0360007  101 
         2.      20.41    -1.1670                                 F0360007  102 
         2.      20.62    -0.2929     0.3640                      F0360007  103 
         2.      20.81    -0.1472                                 F0360007  104 
ENDDATA             85          0                                 F0360007  105 
ENDSUBENT          104          0                                 F036000799999 
SUBENT        F0360008   20251212                             F104F0360008    1 
BIB                  5         10                                 F0360008    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,SIG)                            F0360008    3 
MONITOR    (5-B-11(P,G)6-C-12,PAR,SIG) At 13.-13.5 MeV for        F0360008    4 
           both levels.                                           F0360008    5 
MONIT-REF  (F0344001,R.G.Allas+,J,NP,58,122,1964)                 F0360008    6 
STATUS     (CURVE,,G.Kernel+,J,NP/A,123,205,1969) Fig. 9          F0360008    7 
HISTORY    (20210502A) SD: SF9=EXP deleted from REACTION code.    F0360008    8 
           STATUS updated. EN-SEC deleted. Accuracy of digitized  F0360008    9 
           data presentation revised. EN-ERR -> EN-ERR-DIG;       F0360008   10 
           DATA-ERR -> ERR-DIG. MB -> MICRO-B.                    F0360008   11 
           (20251212U) SD: BIB updated.                           F0360008   12 
ENDBIB              10          0                                 F0360008   13 
COMMON               2          3                                 F0360008   14 
EN-ERR-DIG ERR-DIG                                                F0360008   15 
MEV        MICRO-B                                                F0360008   16 
     0.05     0.4                                                 F0360008   17 
ENDCOMMON            3          0                                 F0360008   18 
DATA                 3        200                                 F0360008   19 
E-LVL      EN         DATA                                        F0360008   20 
MEV        MEV        MICRO-B                                     F0360008   21 
         0.      13.41       22.8                                 F0360008   22 
         0.      13.48       22.2                                 F0360008   23 
         0.      13.56       21.4                                 F0360008   24 
         0.      13.64       20.6                                 F0360008   25 
         0.      13.72       19.8                                 F0360008   26 
         0.      13.80       19.3                                 F0360008   27 
         0.      13.88       19.1                                 F0360008   28 
         0.      13.95       19.1                                 F0360008   29 
         0.      14.03       19.1                                 F0360008   30 
         0.      14.11       19.1                                 F0360008   31 
         0.      14.19       19.2                                 F0360008   32 
         0.      14.27       19.3                                 F0360008   33 
         0.      14.34       19.4                                 F0360008   34 
         0.      14.42       19.5                                 F0360008   35 
         0.      14.50       19.7                                 F0360008   36 
         0.      14.58       19.8                                 F0360008   37 
         0.      14.66       19.9                                 F0360008   38 
         0.      14.74       19.9                                 F0360008   39 
         0.      14.81       19.9                                 F0360008   40 
         0.      14.89       19.9                                 F0360008   41 
         0.      14.97       19.9                                 F0360008   42 
         0.      15.05       19.9                                 F0360008   43 
         0.      15.13       19.8                                 F0360008   44 
         0.      15.20       19.7                                 F0360008   45 
         0.      15.28       19.6                                 F0360008   46 
         0.      15.36       19.4                                 F0360008   47 
         0.      15.44       19.2                                 F0360008   48 
         0.      15.52       19.0                                 F0360008   49 
         0.      15.60       18.7                                 F0360008   50 
         0.      15.67       18.4                                 F0360008   51 
         0.      15.75       18.0                                 F0360008   52 
         0.      15.83       17.6                                 F0360008   53 
         0.      15.91       17.3                                 F0360008   54 
         0.      15.99       17.0                                 F0360008   55 
         0.      16.07       16.8                                 F0360008   56 
         0.      16.14       16.5                                 F0360008   57 
         0.      16.22       16.2                                 F0360008   58 
         0.      16.30       15.9                                 F0360008   59 
         0.      16.38       15.6                                 F0360008   60 
         0.      16.46       15.4                                 F0360008   61 
         0.      16.53       15.2                                 F0360008   62 
         0.      16.61       14.9                                 F0360008   63 
         0.      16.69       14.6                                 F0360008   64 
         0.      16.77       14.4                                 F0360008   65 
         0.      16.85       14.2                                 F0360008   66 
         0.      16.93       14.0                                 F0360008   67 
         0.      17.00       13.8                                 F0360008   68 
         0.      17.08       13.6                                 F0360008   69 
         0.      17.16       13.3                                 F0360008   70 
         0.      17.24       13.2                                 F0360008   71 
         0.      17.32       13.1                                 F0360008   72 
         0.      17.39       13.0                                 F0360008   73 
         0.      17.47       12.9                                 F0360008   74 
         0.      17.55       12.7                                 F0360008   75 
         0.      17.63       12.6                                 F0360008   76 
         0.      17.71       12.4                                 F0360008   77 
         0.      17.79       12.3                                 F0360008   78 
         0.      17.86       12.1                                 F0360008   79 
         0.      17.94       12.0                                 F0360008   80 
         0.      18.02       11.9                                 F0360008   81 
         0.      18.10       11.8                                 F0360008   82 
         0.      18.18       11.6                                 F0360008   83 
         0.      18.25       11.5                                 F0360008   84 
         0.      18.33       11.4                                 F0360008   85 
         0.      18.41       11.4                                 F0360008   86 
         0.      18.49       11.3                                 F0360008   87 
         0.      18.57       11.2                                 F0360008   88 
         0.      18.65       11.1                                 F0360008   89 
         0.      18.72       10.8                                 F0360008   90 
         0.      18.80       10.7                                 F0360008   91 
         0.      18.88       10.6                                 F0360008   92 
         0.      18.96       10.4                                 F0360008   93 
         0.      19.04       10.3                                 F0360008   94 
         0.      19.11       10.2                                 F0360008   95 
         0.      19.19       10.0                                 F0360008   96 
         0.      19.27        9.9                                 F0360008   97 
         0.      19.35        9.8                                 F0360008   98 
         0.      19.43        9.7                                 F0360008   99 
         0.      19.51        9.6                                 F0360008  100 
         0.      19.58        9.6                                 F0360008  101 
         0.      19.66        9.5                                 F0360008  102 
         0.      19.74        9.4                                 F0360008  103 
         0.      19.82        9.2                                 F0360008  104 
         0.      19.90        9.0                                 F0360008  105 
         0.      19.97        8.8                                 F0360008  106 
         0.      20.05        8.8                                 F0360008  107 
         0.      20.13        8.7                                 F0360008  108 
         0.      20.21        8.5                                 F0360008  109 
         0.      20.29        8.3                                 F0360008  110 
         0.      20.37        8.1                                 F0360008  111 
         0.      20.44        8.0                                 F0360008  112 
         0.      20.52        7.9                                 F0360008  113 
         0.      20.60        7.8                                 F0360008  114 
         0.      20.68        7.8                                 F0360008  115 
         0.      20.76        7.7                                 F0360008  116 
         0.      20.84        7.5                                 F0360008  117 
         0.      20.91        7.3                                 F0360008  118 
         0.      20.99        7.2                                 F0360008  119 
         0.      21.07        7.1                                 F0360008  120 
         0.      21.15        7.0                                 F0360008  121 
       4.43      13.58       46.0                                 F0360008  122 
       4.43      13.66       45.8                                 F0360008  123 
       4.43      13.73       45.6                                 F0360008  124 
       4.43      13.81       45.5                                 F0360008  125 
       4.43      13.88       44.7                                 F0360008  126 
       4.43      13.96       43.3                                 F0360008  127 
       4.43      14.04       41.7                                 F0360008  128 
       4.43      14.11       40.5                                 F0360008  129 
       4.43      14.19       40.4                                 F0360008  130 
       4.43      14.26       40.1                                 F0360008  131 
       4.43      14.34       40.1                                 F0360008  132 
       4.43      14.41       39.9                                 F0360008  133 
       4.43      14.49       39.8                                 F0360008  134 
       4.43      14.56       39.6                                 F0360008  135 
       4.43      14.64       39.2                                 F0360008  136 
       4.43      14.72       38.5                                 F0360008  137 
       4.43      14.79       37.6                                 F0360008  138 
       4.43      14.87       36.3                                 F0360008  139 
       4.43      14.94       35.8                                 F0360008  140 
       4.43      15.02       35.0                                 F0360008  141 
       4.43      15.09       34.7                                 F0360008  142 
       4.43      15.17       34.3                                 F0360008  143 
       4.43      15.24       34.3                                 F0360008  144 
       4.43      15.32       34.3                                 F0360008  145 
       4.43      15.40       34.4                                 F0360008  146 
       4.43      15.47       34.4                                 F0360008  147 
       4.43      15.55       34.3                                 F0360008  148 
       4.43      15.62       34.3                                 F0360008  149 
       4.43      15.70       34.0                                 F0360008  150 
       4.43      15.77       33.8                                 F0360008  151 
       4.43      15.85       33.4                                 F0360008  152 
       4.43      15.93       32.9                                 F0360008  153 
       4.43      16.00       32.2                                 F0360008  154 
       4.43      16.08       31.7                                 F0360008  155 
       4.43      16.15       30.9                                 F0360008  156 
       4.43      16.23       30.3                                 F0360008  157 
       4.43      16.30       29.9                                 F0360008  158 
       4.43      16.38       29.5                                 F0360008  159 
       4.43      16.45       29.0                                 F0360008  160 
       4.43      16.53       28.5                                 F0360008  161 
       4.43      16.61       28.1                                 F0360008  162 
       4.43      16.68       27.6                                 F0360008  163 
       4.43      16.76       27.2                                 F0360008  164 
       4.43      16.83       26.7                                 F0360008  165 
       4.43      16.91       26.4                                 F0360008  166 
       4.43      16.98       25.7                                 F0360008  167 
       4.43      17.06       25.2                                 F0360008  168 
       4.43      17.13       24.7                                 F0360008  169 
       4.43      17.21       24.4                                 F0360008  170 
       4.43      17.29       23.7                                 F0360008  171 
       4.43      17.36       23.4                                 F0360008  172 
       4.43      17.44       22.7                                 F0360008  173 
       4.43      17.51       22.3                                 F0360008  174 
       4.43      17.59       21.9                                 F0360008  175 
       4.43      17.66       21.6                                 F0360008  176 
       4.43      17.74       21.0                                 F0360008  177 
       4.43      17.81       20.6                                 F0360008  178 
       4.43      17.89       20.2                                 F0360008  179 
       4.43      17.97       19.8                                 F0360008  180 
       4.43      18.04       19.5                                 F0360008  181 
       4.43      18.12       19.3                                 F0360008  182 
       4.43      18.19       19.2                                 F0360008  183 
       4.43      18.27       19.2                                 F0360008  184 
       4.43      18.34       19.3                                 F0360008  185 
       4.43      18.42       19.4                                 F0360008  186 
       4.43      18.49       19.4                                 F0360008  187 
       4.43      18.57       19.4                                 F0360008  188 
       4.43      18.65       19.2                                 F0360008  189 
       4.43      18.72       19.2                                 F0360008  190 
       4.43      18.80       18.9                                 F0360008  191 
       4.43      18.87       18.7                                 F0360008  192 
       4.43      18.95       18.3                                 F0360008  193 
       4.43      19.02       18.0                                 F0360008  194 
       4.43      19.10       17.7                                 F0360008  195 
       4.43      19.17       17.5                                 F0360008  196 
       4.43      19.25       17.1                                 F0360008  197 
       4.43      19.33       16.8                                 F0360008  198 
       4.43      19.40       16.5                                 F0360008  199 
       4.43      19.48       16.2                                 F0360008  200 
       4.43      19.55       16.0                                 F0360008  201 
       4.43      19.63       15.6                                 F0360008  202 
       4.43      19.70       15.3                                 F0360008  203 
       4.43      19.78       15.1                                 F0360008  204 
       4.43      19.86       14.8                                 F0360008  205 
       4.43      19.93       14.5                                 F0360008  206 
       4.43      20.01       14.2                                 F0360008  207 
       4.43      20.08       14.0                                 F0360008  208 
       4.43      20.16       13.8                                 F0360008  209 
       4.43      20.23       13.5                                 F0360008  210 
       4.43      20.31       13.2                                 F0360008  211 
       4.43      20.38       13.1                                 F0360008  212 
       4.43      20.46       12.9                                 F0360008  213 
       4.43      20.54       12.7                                 F0360008  214 
       4.43      20.61       12.4                                 F0360008  215 
       4.43      20.69       12.3                                 F0360008  216 
       4.43      20.76       12.0                                 F0360008  217 
       4.43      20.84       11.9                                 F0360008  218 
       4.43      20.91       11.8                                 F0360008  219 
       4.43      20.99       11.6                                 F0360008  220 
       4.43      21.06       11.3                                 F0360008  221 
ENDDATA            202          0                                 F0360008  222 
ENDSUBENT          221          0                                 F036000899999 
ENDENTRY             8          0                                 F036099999999 
