ENTRY            F0256   20251211                             F104F0256000    1 
SUBENT        F0256001   20251211                             F104F0256001    1 
BIB                  7         10                                 F0256001    2 
TITLE      Nuclear matter density effects in monopole transitions.F0256001    3 
AUTHOR     (M.Pignanelli,S.Micheletti,R.De Leo,S.Brandenburg,     F0256001    4 
           M.N.Harakeh)                                           F0256001    5 
INSTITUTE  (2ITYMIL,2ITYBAU,2NEDKVI)                              F0256001    6 
REFERENCE  (J,PR/C,33,40,1986)                                    F0256001    7 
FACILITY   (ISOCY,2ITYMIL)                                        F0256001    8 
DETECTOR   (MAGSP)The QMG/2 magnetic spectrograph.                F0256001    9 
HISTORY    (20041001C)                                            F0256001   10 
           (20251211U) SD: Small corrections in all Subents.      F0256001   11 
           Accuracy of digitized data presentation revised.       F0256001   12 
ENDBIB              10          0                                 F0256001   13 
COMMON               1          3                                 F0256001   14 
ERR-DIG                                                           F0256001   15 
PER-CENT                                                          F0256001   16 
 0.2                                                              F0256001   17 
ENDCOMMON            3          0                                 F0256001   18 
ENDSUBENT           17          0                                 F025600199999 
SUBENT        F0256002   20251211                             F104F0256002    1 
BIB                  3          3                                 F0256002    2 
REACTION   (12-MG-24(A,INL)12-MG-24,PAR,DA)                       F0256002    3 
STATUS     (CURVE,,M.Pignanelli+,J,PR/C,33,40,1986) Figs 1,9      F0256002    4 
HISTORY    (20251211U) SD: STATUS updated.                        F0256002    5 
ENDBIB               3          0                                 F0256002    6 
COMMON               1          3                                 F0256002    7 
ANG-ERR-D                                                         F0256002    8 
ADEG                                                              F0256002    9 
 0.17                                                             F0256002   10 
ENDCOMMON            3          0                                 F0256002   11 
DATA                 4        113                                 F0256002   12 
E-LVL      EN         ANG-CM     DATA-CM                          F0256002   13 
MEV        MEV        ADEG       MB/SR                            F0256002   14 
       1.37       120.       4.86  8.780E+01                      F0256002   15 
       1.37       120.       5.54  1.501E+02                      F0256002   16 
       1.37       120.       6.88  1.914E+02                      F0256002   17 
       1.37       120.       8.21  1.734E+02                      F0256002   18 
       1.37       120.       9.03  1.118E+02                      F0256002   19 
       1.37       120.      10.18  5.373E+01                      F0256002   20 
       1.37       120.      11.14  1.586E+01                      F0256002   21 
       1.37       120.      12.48  1.546E+01                      F0256002   22 
       1.37       120.      13.67  3.541E+01                      F0256002   23 
       1.37       120.      14.85  5.625E+01                      F0256002   24 
       1.37       120.      16.18  5.224E+01                      F0256002   25 
       1.37       120.      17.17  3.802E+01                      F0256002   26 
       1.37       120.      18.32  1.967E+01                      F0256002   27 
       1.37       120.      19.30  1.095E+01                      F0256002   28 
       1.37       120.      20.47  1.094E+01                      F0256002   29 
       1.37       120.      21.65  1.655E+01                      F0256002   30 
       1.37       120.      22.99  2.162E+01                      F0256002   31 
       1.37       120.      24.15  2.160E+01                      F0256002   32 
       1.37       120.      25.15  1.776E+01                      F0256002   33 
       1.37       120.      26.31  1.293E+01                      F0256002   34 
       1.37       120.      27.46  9.640E+00                      F0256002   35 
       1.37       120.      28.63  9.633E+00                      F0256002   36 
       1.37       120.      29.63  1.061E+01                      F0256002   37 
       1.37       120.      30.97  1.113E+01                      F0256002   38 
       1.37       120.      32.13  1.140E+01                      F0256002   39 
       1.37       120.      33.46  9.841E+00                      F0256002   40 
       1.37       120.      34.46  8.496E+00                      F0256002   41 
       1.37       120.      35.62  7.158E+00                      F0256002   42 
       1.37       120.      36.45  6.031E+00                      F0256002   43 
       1.37       120.      37.95  5.739E+00                      F0256002   44 
       1.37       120.      38.95  5.077E+00                      F0256002   45 
       1.37       120.      40.61  4.830E+00                      F0256002   46 
       1.37       120.      43.93  3.510E+00                      F0256002   47 
       1.37       120.      46.42  2.205E+00                      F0256002   48 
       1.37       120.      48.74  1.604E+00                      F0256002   49 
       1.37       120.      50.74  1.225E+00                      F0256002   50 
       1.37       120.      52.90  9.127E-01                      F0256002   51 
       1.37       120.      55.22  6.321E-01                      F0256002   52 
       1.37       120.      57.37  4.379E-01                      F0256002   53 
       1.37       120.      59.70  3.263E-01                      F0256002   54 
       1.37       120.      61.85  2.206E-01                      F0256002   55 
       1.37       120.      64.18  1.528E-01                      F0256002   56 
       1.37       120.      67.32  7.702E-02                      F0256002   57 
       1.37       120.      70.47  4.387E-02                      F0256002   58 
       1.37       120.      73.63  2.754E-02                      F0256002   59 
       6.43        40.       7.09  2.832E+00                      F0256002   60 
       6.43        40.       9.27  6.168E-01                      F0256002   61 
       6.43        40.      10.10  3.483E-01                      F0256002   62 
       6.43        40.      11.56  7.590E-01                      F0256002   63 
       6.43        40.      12.32  1.855E+00                      F0256002   64 
       6.43        40.      14.64  2.979E+00                      F0256002   65 
       6.43        40.      16.75  3.149E+00                      F0256002   66 
       6.43        40.      18.99  1.743E+00                      F0256002   67 
       6.43        40.      23.26  3.512E-01                      F0256002   68 
       6.43        40.      24.86  4.846E-01                      F0256002   69 
       6.43        40.      26.48  7.788E-01                      F0256002   70 
       6.43        40.      28.07  9.231E-01                      F0256002   71 
       6.43        40.      29.45  7.200E-01                      F0256002   72 
       6.43        40.      31.37  5.943E-01                      F0256002   73 
       6.43        40.      32.56  3.419E-01                      F0256002   74 
       6.43        40.      34.82  2.517E-01                      F0256002   75 
       6.43        40.      36.57  2.611E-01                      F0256002   76 
       6.43        40.      38.17  3.276E-01                      F0256002   77 
       6.43        40.      41.89  5.891E-01                      F0256002   78 
       6.43        40.      43.99  5.450E-01                      F0256002   79 
       6.43        40.      47.30  3.645E-01                      F0256002   80 
       6.43        40.      50.43  2.581E-01                      F0256002   81 
       6.43        40.      54.45  2.168E-01                      F0256002   82 
       6.43       120.       5.08  1.150E+00                      F0256002   83 
       6.43       120.       6.67  1.290E+00                      F0256002   84 
       6.43       120.       7.97  4.544E+00                      F0256002   85 
       6.43       120.       8.70  6.192E+00                      F0256002   86 
       6.43       120.      10.06  3.263E+00                      F0256002   87 
       6.43       120.      12.27  1.122E+00                      F0256002   88 
       6.43       120.      13.34  1.361E+00                      F0256002   89 
       6.43       120.      14.43  2.385E+00                      F0256002   90 
       6.43       120.      15.66  2.525E+00                      F0256002   91 
       6.43       120.      16.70  2.290E+00                      F0256002   92 
       6.43       120.      17.89  1.231E+00                      F0256002   93 
       6.43       120.      19.26  6.873E-01                      F0256002   94 
       6.43       120.      20.13  5.658E-01                      F0256002   95 
       6.43       120.      21.21  1.011E+00                      F0256002   96 
       6.43       120.      22.62  1.092E+00                      F0256002   97 
       6.43       120.      23.50  1.029E+00                      F0256002   98 
       6.43       120.      25.04  5.637E-01                      F0256002   99 
       6.43       120.      25.90  4.212E-01                      F0256002  100 
       6.43       120.      27.08  2.054E-01                      F0256002  101 
       6.43       120.      27.94  1.659E-01                      F0256002  102 
       6.43       120.      29.18  1.862E-01                      F0256002  103 
       6.43       120.      30.60  2.487E-01                      F0256002  104 
       6.43       120.      32.00  2.437E-01                      F0256002  105 
       6.43       120.      32.68  1.590E-01                      F0256002  106 
       6.43       120.      34.43  1.557E-01                      F0256002  107 
       6.43       120.      35.30  1.386E-01                      F0256002  108 
       6.43       120.      36.18  1.496E-01                      F0256002  109 
       6.43       120.      37.06  1.554E-01                      F0256002  110 
       6.43       120.      38.29  1.583E-01                      F0256002  111 
       6.43       120.      39.33  1.355E-01                      F0256002  112 
       6.43       120.      40.55  1.182E-01                      F0256002  113 
       6.43       120.      41.95  1.071E-01                      F0256002  114 
