ENTRY            O2613   20240604                             O100O261300000001 
SUBENT        O2613001   20240604                             O100O261300100001 
BIB                 10         29                                 O261300100002 
TITLE      Study of the 33Cl spectroscopic factors via the        O261300100003 
           32S(3He, d)33Cl one-proton transfer reaction           O261300100004 
AUTHOR     (I.Lombardo, D.Dell'Aquila, M.Cinausero, L R.Gasques,  O261300100005 
           M.Vigilante, V A B.Zagatto, S.Barlini, R.Bolzonella,   O261300100006 
           M.Bruno, A.Buccola, A.Camaiani, S M.Carturan,          O261300100007 
           G.Casini, C.Ciampi, M.Cicerchia, M.D'Andrea,           O261300100008 
           M.Degerlier, D.Fabris, C.Frosin, F.Gramegna,           O261300100009 
           A.Lepine-Szily, G.Maggioni, G.Mantovani, T.Marchi,     O261300100010 
           A.Ordine, P.Ottanelli, G.Pasquali, S.Piantelli,        O261300100011 
           V.Rigato, M.Russo, L.Scomparin, S.Valdre, G.Verde)     O261300100012 
INSTITUTE  (2ITYCAT,2ITYLNS,2ITYPAD,3BZLUSP,2ITYNAP,3BZLUFF,      O261300100013 
           2ITYFIR,2ITYUPV,2ITYUBO,2SPNSAU)                       O261300100014 
           (2ITYITY) Universita degli Studi di Sassari, Sassari   O261300100015 
           (2TUKTUK) Nevsehir Haci Bektas Veli Univ., Nevsehir    O261300100016 
REFERENCE  (J,JP/G,48,065101,2021)                                O261300100017 
FACILITY   (VDGT,2ITYPAD)                                         O261300100018 
SAMPLE     (16-S-32,ENR=0.999) The ZnS powder (53 ug/cm2 thick)   O261300100019 
           evaporated on natural carbon backings (15 ug/cm2 thick)O261300100020 
DETECTOR   (TELES,SISD,SI) A 20 um thick single-sided silicon     O261300100021 
           strip detector is followed by a wall of 16 silicon pad O261300100022 
           detectors, each 300 um thick.                          O261300100023 
METHOD     (EDE)                                                  O261300100024 
ERR-ANALYS (DATA-ERR) The uncertainties in the cross sections     O261300100025 
            arise from the quadratic sum of:                      O261300100026 
            - Peak yield uncertainty at each measured angle.      O261300100027 
            - Number of target atoms.                             O261300100028 
            - Solid angle measurement.                            O261300100029 
            - Total number of incoming 7Li particles.             O261300100030 
HISTORY    (20240604C) VT                                         O261300100031 
ENDBIB              29          0                                 O261300100032 
NOCOMMON             0          0                                 O261300100033 
ENDSUBENT           32          0                                 O261300199999 
SUBENT        O2613002   20240604                             O100O261300200001 
BIB                  2          2                                 O261300200002 
REACTION   (16-S-32(HE3,D)17-CL-33,PAR,DA)                        O261300200003 
STATUS     (CURVE,,I.Lombardo+,J,JP/G,48,065101,2021) Fig.5       O261300200004 
ENDBIB               2          0                                 O261300200005 
COMMON               2          3                                 O261300200006 
EN         EN-RSL-FW                                              O261300200007 
MEV        KEV                                                    O261300200008 
       9.68         2.                                            O261300200009 
ENDCOMMON            3          0                                 O261300200010 
DATA                 4         96                                 O261300200011 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         O261300200012 
MEV        ADEG       MB/SR      MB/SR                            O261300200013 
         0.       21.6  3.093E+00  2.450E-01                      O261300200014 
         0.       22.9  3.802E+00  4.637E-01                      O261300200015 
         0.       24.5  3.825E+00  3.818E-01                      O261300200016 
         0.       26.1  4.189E+00  4.991E-01                      O261300200017 
         0.       27.7  4.701E+00  3.023E-01                      O261300200018 
         0.       28.6  4.645E+00  3.145E-01                      O261300200019 
         0.       30.1  3.943E+00  3.253E-01                      O261300200020 
         0.       32.0  3.688E+00  4.284E-01                      O261300200021 
         0.       34.7  2.824E+00  2.590E-01                      O261300200022 
         0.       36.7  3.514E+00  2.885E-01                      O261300200023 
         0.       38.1  3.169E+00  2.670E-01                      O261300200024 
         0.       43.3  2.412E+00  1.361E-01                      O261300200025 
         0.       43.9  2.626E+00  1.437E-01                      O261300200026 
         0.       44.5  2.456E+00  1.305E-01                      O261300200027 
         0.       46.8  2.441E+00  1.819E-01                      O261300200028 
         0.       47.6  2.579E+00  1.680E-01                      O261300200029 
         0.       49.5  2.383E+00  1.721E-01                      O261300200030 
         0.       50.7  2.149E+00  1.765E-01                      O261300200031 
         0.       53.1  2.149E+00  1.220E-01                      O261300200032 
         0.       56.0  2.117E+00  1.587E-01                      O261300200033 
         0.       58.7  1.928E+00  1.214E-01                      O261300200034 
         0.       60.1  2.013E+00  1.268E-01                      O261300200035 
         0.       62.0  2.195E+00  1.307E-01                      O261300200036 
         0.       62.4  1.914E+00  8.123E-02                      O261300200037 
         0.       64.8  1.928E+00  1.000E-01                      O261300200038 
         0.       64.8  1.768E+00  9.931E-02                      O261300200039 
       0.81       21.7  1.662E+00  2.269E-01                      O261300200040 
       0.81       23.0  2.273E+00  2.557E-01                      O261300200041 
       0.81       24.6  1.786E+00  1.868E-01                      O261300200042 
       0.81       26.3  1.700E+00  1.514E-01                      O261300200043 
       0.81       27.3  2.030E+00  1.923E-01                      O261300200044 
       0.81       29.0  2.017E+00  2.040E-01                      O261300200045 
       0.81       30.4  1.737E+00  1.757E-01                      O261300200046 
       0.81       32.0  2.569E+00  1.698E-01                      O261300200047 
       0.81       34.7  2.534E+00  1.482E-01                      O261300200048 
       0.81       43.5  1.510E+00  1.135E-01                      O261300200049 
       0.81       44.2  1.870E+00  1.283E-01                      O261300200050 
       0.81       45.0  1.522E+00  1.121E-01                      O261300200051 
       0.81       46.2  1.428E+00  1.271E-01                      O261300200052 
       0.81       47.5  1.544E+00  1.162E-01                      O261300200053 
       0.81       49.6  1.350E+00  9.266E-02                      O261300200054 
       0.81       51.0  1.179E+00  8.682E-02                      O261300200055 
       0.81       52.5  1.114E+00  4.652E-02                      O261300200056 
       0.81       53.5  1.099E+00  3.836E-02                      O261300200057 
