ENTRY            O2589   20230120                             O100O258900000001 
SUBENT        O2589001   20230120                             O100O258900100001 
BIB                 12         27                                 O258900100002 
TITLE      Updated analysis of the 170Er(p,t)168Er reaction data  O258900100003 
AUTHOR     (D.Bucurescu, S.Pascu, G.Graw, R.Hertenberger,         O258900100004 
           H.-F.Wirth, T.Faestermann, R.Kruecken, M.Mahgoub,      O258900100005 
           J.Jolie, P.Von Brentano, S.Heinze, O.Moeller,          O258900100006 
           R.F.Casten, D.A.Meyer Brittingham)                     O258900100007 
INSTITUTE  (3RUMBUC,2GERLMU,2GERMUU,1USABRK,2GERKLN,2GERTHD,      O258900100008 
           1USAYAL)                                               O258900100009 
           (3SARSAR) Jazan University, Jazan                      O258900100010 
           (3SUDSUD) University of Science Technology, Khartoum,  O258900100011 
           Sudan                                                  O258900100012 
           (4GRGGRG) Agnes Scott College, Decatur, Georgia        O258900100013 
REFERENCE  (J,PR/C,108,014310,2023)                               O258900100014 
REL-REF    (M,D0419001,D.Bucurescu+,J,PR/C,73,064309,2006)        O258900100015 
           For experiment details.                                O258900100016 
FACILITY   (VDGT,2GERMUU) Tandem accelerator                      O258900100017 
SAMPLE     The Er2O3 target of thickness of 120 ug/cm2, deposited O258900100018 
           on a 13 ug/cm2 carbon backing.                         O258900100019 
DETECTOR   (MAGSP) Q3D spectrograph                               O258900100020 
METHOD     (EDE,BCINT) The energy calibration of the spectra was  O258900100021 
           achieved by comparing with spectra measured under      O258900100022 
           similar conditions for the 172Yb(p,t) and 208Pb(p,t)   O258900100023 
           reactions.                                             O258900100024 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty O258900100025 
STATUS     (APRVD) Approved by D.Bucurescu (2024-01-25)           O258900100026 
           (TABLE,,D.Bucurescu+,J,PR/C,108,014310,2023) Fig. 2-7  O258900100027 
HISTORY    (20240113R) Data received from D.Bucurescu (2024-01-13)O258900100028 
           (20240123C) VT                                         O258900100029 
ENDBIB              27          0                                 O258900100030 
NOCOMMON             0          0                                 O258900100031 
ENDSUBENT           30          0                                 O258900199999 
SUBENT        O2589002   20240120                             O100O258900200001 
BIB                  1          1                                 O258900200002 
REACTION   (68-ER-170(P,T)68-ER-168,PAR,DA)                       O258900200003 
ENDBIB               1          0                                 O258900200004 
COMMON               1          3                                 O258900200005 
EN                                                                O258900200006 
MEV                                                               O258900200007 
        25.                                                       O258900200008 
ENDCOMMON            3          0                                 O258900200009 
DATA                 4       1450                                 O258900200010 
      3362.        10.      3.849      0.216                      O258900201011 
      3362.        14.      4.925      0.229                      O258900201012 
      3362.       17.5       5.03      0.237                      O258900201013 
      3362.        23.      3.011      0.202                      O258900201014 
      3362.        30.      1.962      0.155                      O258900201015 
      3362.       37.5      2.618      0.173                      O258900201016 
      3372.         5.      1.604       0.18                      O258900201017 
      3372.        10.      1.517      0.178                      O258900201018 
      3372.        14.      1.508      0.177                      O258900201019 
      3372.       17.5      1.684      0.183                      O258900201020 
      3372.        23.      1.991      0.187                      O258900201021 
      3372.        30.      2.158      0.164                      O258900201022 
      3372.       37.5      1.493      0.154                      O258900201023 
      3380.         5.      3.572      0.226                      O258900201024 
      3380.        10.      1.495      0.183                      O258900201025 
      3380.        14.      1.614      0.184                      O258900201026 
      3380.       17.5      2.712      0.205                      O258900201027 
      3380.        23.      2.518      0.202                      O258900201028 
      3380.        30.      1.697      0.158                      O258900201029 
      3380.       37.5       1.02      0.154                      O258900201030 
      3391.        10.      0.851      0.175                      O258900201031 
      3391.        14.      1.703      0.188                      O258900201032 
      3391.       17.5      1.431      0.186                      O258900201033 
      3391.        23.      0.741      0.171                      O258900201034 
      3391.        30.      0.498      0.141                      O258900201035 
      3391.       37.5      0.927      0.154                      O258900201036 
      3405.         5.      1.135       0.18                      O258900201037 
      3405.        10.      1.528        0.2                      O258900201038 
      3405.        14.      1.143      0.191                      O258900201039 
      3405.       17.5      0.906      0.195                      O258900201040 
      3405.        23.      0.707      0.184                      O258900201041 
      3405.        30.       1.44      0.167                      O258900201042 
      3405.       37.5      1.122      0.169                      O258900201043 
      3418.        10.       1.09      0.172                      O258900201044 
      3418.        14.      2.208      0.201                      O258900201045 
      3418.       17.5       1.96      0.195                      O258900201046 
      3418.        23.       1.36      0.165                      O258900201047 
      3418.        30.      0.697      0.161                      O258900201048 
      3418.       37.5      1.077      0.158                      O258900201049 
      3429.         5.      4.984      0.247                      O258900201050 
      3429.        10.      5.585      0.235                      O258900201051 
      3429.        14.      6.638      0.263                      O258900201052 
      3429.       17.5      6.308      0.256                      O258900201053 
      3429.        23.      3.786      0.205                      O258900201054 
      3429.        30.      3.425      0.213                      O258900201055 
      3429.       37.5      3.624       0.21                      O258900201056 
      3442.         5.      2.102      0.188                      O258900201057 
      3442.        10.       3.69      0.205                      O258900201058 
      3442.        14.      4.904      0.232                      O258900201059 
      3442.       17.5      4.928      0.234                      O258900201060 
      3442.        23.      3.145       0.19                      O258900201061 
      3442.        30.      2.437       0.19                      O258900201062 
      3442.       37.5      2.149      0.173                      O258900201063 
      3452.         5.      0.712      0.159                      O258900201064 
      3452.        10.      1.862      0.175                      O258900201065 
      3452.        14.      3.283      0.208                      O258900201066 
      3452.       17.5       2.93      0.202                      O258900201067 
      3452.        23.      1.691      0.165                      O258900201068 
      3452.        30.      1.466      0.167                      O258900201069 
      3452.       37.5      1.842      0.169                      O258900201070 
      3460.         5.        0.8      0.163                      O258900201071 
      3460.        10.      2.119      0.178                      O258900201072 
      3460.        14.      3.631      0.212                      O258900201073 
      3460.       17.5      3.657      0.211                      O258900201074 
      3460.        23.      2.202      0.171                      O258900201075 
      3460.        30.      1.273      0.158                      O258900201076 
      3460.       37.5      1.531      0.165                      O258900201077 
      3472.         5.      1.064      0.163                      O258900201078 
      3472.        10.      2.508      0.178                      O258900201079 
      3472.        14.      3.979      0.212                      O258900201080 
      3472.       17.5      4.281      0.211                      O258900201081 
      3472.        23.      3.008      0.178                      O258900201082 
      3472.        30.      1.668      0.161                      O258900201083 
      3472.       37.5       1.11      0.146                      O258900201084 
      3483.         5.      1.282      0.168                      O258900201085 
      3483.        10.       2.91      0.181                      O258900201086 
      3483.        14.      4.696      0.215                      O258900201087 
      3483.       17.5       5.05      0.221                      O258900201088 
      3483.        23.      3.856       0.19                      O258900201089 
      3483.        30.      2.425      0.173                      O258900201090 
      3483.       37.5      2.127      0.161                      O258900201091 
      3493.         5.      3.828      0.218                      O258900201092 
      3493.        10.     10.036      0.263                      O258900201093 
      3493.        14.     15.781      0.331                      O258900201094 
      3493.       17.5      16.42      0.336                      O258900201095 
      3493.        23.     11.602      0.276                      O258900201096 
      3493.        30.      3.768       0.19                      O258900201097 
      3493.       37.5      3.928      0.195                      O258900201098 
      3506.         5.      3.954      0.218                      O258900201099 
      3506.        10.      6.814      0.233                      O258900201100 
      3506.        14.      8.863      0.273                      O258900201101 
      3506.       17.5      9.504      0.282                      O258900201102 
      3506.        23.      6.851      0.236                      O258900201103 
      3506.        30.      4.234      0.199                      O258900201104 
      3506.       37.5      4.348      0.199                      O258900201105 
      3516.         5.      0.905      0.155                      O258900201106 
      3516.        10.      1.908      0.164                      O258900201107 
      3516.        14.      3.345      0.205                      O258900201108 
      3516.       17.5       3.41      0.208                      O258900201109 
      3516.        23.      2.778      0.181                      O258900201110 
      3516.        30.      1.051      0.141                      O258900201111 
      3516.       37.5      1.152      0.139                      O258900201112 
      3529.         5.      3.602      0.235                      O258900201113 
      3529.        10.      2.806      0.216                      O258900201114 
      3529.        14.      2.095      0.198                      O258900201115 
      3529.       17.5      2.232      0.176                      O258900201116 
      3529.        23.      1.657      0.162                      O258900201117 
      3529.        30.      1.103       0.17                      O258900201118 
      3529.       37.5       1.26       0.15                      O258900201119 
      3535.         5.      0.666       0.18                      O258900201120 
      3535.        10.      0.539      0.181                      O258900201121 
      3535.        14.      1.338       0.16                      O258900201122 
      3535.       17.5      1.194      0.157                      O258900201123 
      3535.        23.      1.145      0.153                      O258900201124 
      3535.        30.      0.962      0.167                      O258900201125 
      3535.       37.5       0.75      0.139                      O258900201126 
      3547.         5.      0.561      0.147                      O258900201127 
      3547.        10.      0.526      0.131                      O258900201128 
      3547.        14.      1.338       0.16                      O258900201129 
      3547.       17.5      1.207      0.154                      O258900201130 
      3547.        23.      1.124      0.144                      O258900201131 
      3547.        30.      0.746      0.141                      O258900201132 
      3547.       37.5      0.848      0.135                      O258900201133 
      3562.         5.      0.833      0.163                      O258900201134 
      3562.        10.      2.754      0.181                      O258900201135 
      3562.        14.      3.956      0.215                      O258900201136 
      3562.       17.5      3.964      0.224                      O258900201137 
      3562.        23.      1.933      0.178                      O258900201138 
      3562.        30.      1.146      0.147                      O258900201139 
      3562.       37.5      1.958      0.161                      O258900201140 
      3569.         5.        6.4      0.302                      O258900201141 
      3569.        10.      3.666        0.2                      O258900201142 
      3569.        14.      1.785      0.393                      O258900201143 
      3569.       17.5      0.881      0.202                      O258900201144 
      3569.        23.      1.482      0.178                      O258900201145 
      3569.        30.      2.019      0.184                      O258900201146 
      3569.       37.5      1.429      0.173                      O258900201147 
      3577.         5.      1.671      0.247                      O258900201148 
      3577.        10.      3.052      0.183                      O258900201149 
      3577.        14.      2.348      0.386                      O258900201150 
      3577.       17.5      2.674      0.263                      O258900201151 
      3577.        23.      1.985      0.196                      O258900201152 
      3577.        30.      1.792      0.216                      O258900201153 
      3577.       37.5      2.262      0.285                      O258900201154 
      3581.         5.      2.592      0.251                      O258900201155 
      3581.        10.      1.669      0.451                      O258900201156 
      3581.        14.       1.29      0.259                      O258900201157 
      3586.         5.      5.453      0.272                      O258900201158 
      3586.        10.      3.036      0.178                      O258900201159 
      3586.        14.      0.826      0.174                      O258900201160 
      3586.        23.      1.057      0.181                      O258900201161 
      3586.        30.      1.691      0.222                      O258900201162 
      3586.       37.5      1.095      0.285                      O258900201163 
      3599.         5.      0.762      0.159                      O258900201164 
      3599.        10.      0.736      0.137                      O258900201165 
      3599.        14.      1.017      0.157                      O258900201166 
      3599.       17.5      1.098      0.154                      O258900201167 
      3599.        23.      1.063      0.147                      O258900201168 
      3599.        30.      0.971      0.153                      O258900201169 
      3599.       37.5      1.028      0.142                      O258900201170 
      3610.         5.      0.783      0.159                      O258900201171 
      3610.        14.      0.468      0.154                      O258900201172 
      3610.       17.5       0.49      0.147                      O258900201173 
      3610.        23.      0.505      0.178                      O258900201174 
      3618.         5.      0.637      0.159                      O258900201175 
      3618.        10.      1.402      0.153                      O258900201176 
      3618.        14.      1.949      0.191                      O258900201177 
      3618.       17.5       1.87      0.183                      O258900201178 
      3618.        23.      1.501      0.199                      O258900201179 
      3618.        30.      0.818      0.216                      O258900201180 
      3618.       37.5      0.807      0.142                      O258900201181 
      3630.         5.      1.009      0.436                      O258900201182 
      3630.        10.      1.174      0.162                      O258900201183 
      3630.        14.      2.621      0.246                      O258900201184 
      3630.       17.5      2.808      0.214                      O258900201185 
      3630.        23.      1.991      0.312                      O258900201186 
      3630.        30.      0.786      0.285                      O258900201187 
      3630.       37.5       0.93      0.139                      O258900201188 
      3635.         5.      0.934       0.44                      O258900201189 
      3635.        10.      1.298      0.167                      O258900201190 
      3635.        14.      0.495      0.215                      O258900201191 
      3635.       17.5      0.656      0.186                      O258900201192 
      3635.        23.       1.32      0.309                      O258900201193 
      3635.        30.      0.824      0.291                      O258900201194 
      3643.         5.      0.698      0.131                      O258900201195 
      3643.        10.      0.597      0.143                      O258900201196 
      3643.        14.      0.746      0.141                      O258900201197 
      3643.       17.5      1.167      0.123                      O258900201198 
      3643.        23.      1.071       0.13                      O258900201199 
      3643.        30.       0.69      0.131                      O258900201200 
      3664.         5.     19.768      0.389                      O258900201201 
      3664.        10.      8.697      0.222                      O258900201202 
      3664.        14.      3.246      0.201                      O258900201203 
      3664.       17.5      1.316      0.138                      O258900201204 
      3664.        23.      2.171      0.165                      O258900201205 
      3664.        30.      2.422      0.155                      O258900201206 
      3664.       37.5      1.816      0.158                      O258900201207 
      3672.         5.       1.96      0.054                      O258900201208 
      3672.        14.      2.131      1.074                      O258900201209 
      3672.       17.5      2.246       0.32                      O258900201210 
      3672.        23.      1.016      0.187                      O258900201211 
      3672.        30.      1.411       0.21                      O258900201212 
      3672.       37.5      1.176      0.105                      O258900201213 
      3676.         5.      1.566      0.247                      O258900201214 
      3676.        10.      1.544      0.279                      O258900201215 
      3676.        14.      1.884      1.106                      O258900201216 
      3676.       17.5       1.86      0.317                      O258900201217 
      3676.        23.      1.737      0.205                      O258900201218 
      3676.        30.       0.59      0.303                      O258900201219 
      3683.         5.      5.156      0.247                      O258900201220 
      3683.        10.      4.071      0.181                      O258900201221 
      3683.        14.      3.751      0.191                      O258900201222 
      3683.       17.5      3.205       0.17                      O258900201223 
      3683.        23.      2.404      0.141                      O258900201224 
      3683.        30.      1.291      0.366                      O258900201225 
      3683.       37.5      1.497      0.146                      O258900201226 
      3697.         5.      2.752       0.18                      O258900201227 
      3697.        10.      1.347      0.123                      O258900201228 
      3697.        14.      0.966      0.133                      O258900201229 
      3697.       17.5      0.829      0.125                      O258900201230 
      3697.        23.      0.677       0.11                      O258900201231 
      3697.        30.      0.706      0.118                      O258900201232 
      3697.       37.5      0.983      0.135                      O258900201233 
      3715.         5.      2.831      0.193                      O258900201234 
      3715.        10.      1.393      0.197                      O258900201235 
      3715.        14.      0.638      0.181                      O258900201236 
      3715.       17.5      0.785      0.154                      O258900201237 
      3715.        23.      0.588      0.141                      O258900201238 
      3715.        30.      0.832      0.135                      O258900201239 
      3720.         5.      1.143      0.163                      O258900201240 
      3720.        10.      2.587      0.213                      O258900201241 
      3720.        14.      3.942      0.249                      O258900201242 
      3720.       17.5      3.548      0.218                      O258900201243 
      3720.        23.      2.089      0.169                      O258900201244 
      3720.        30.      0.899      0.179                      O258900201245 
      3720.       37.5      1.395      0.173                      O258900201246 
      3725.        10.      1.399      0.197                      O258900201247 
      3725.        14.      2.123      0.225                      O258900201248 
      3725.       17.5      1.992      0.195                      O258900201249 
      3725.        23.      1.191      0.141                      O258900201250 
      3725.        30.       0.32      0.176                      O258900201251 
      3725.       37.5      1.441      0.176                      O258900201252 
      3734.         5.     10.638      0.352                      O258900201253 
      3734.        10.      5.015      0.219                      O258900201254 
      3734.        14.      1.945      0.239                      O258900201255 
      3734.       17.5      0.544      0.147                      O258900201256 
      3734.        23.      0.848      0.171                      O258900201257 
      3734.        30.      1.265      0.184                      O258900201258 
      3734.       37.5      1.043      0.296                      O258900201259 
      3740.         5.      1.369      0.264                      O258900201260 
      3740.        10.      2.675        0.2                      O258900201261 
      3740.        14.      3.686      0.276                      O258900201262 
      3740.       17.5      4.281      0.195                      O258900201263 
      3740.        23.      2.668      0.202                      O258900201264 
      3740.        30.      1.178      0.187                      O258900201265 
      3740.       37.5      1.197      0.323                      O258900201266 
      3752.         5.      1.403      0.155                      O258900201267 
      3752.        10.      1.703      0.134                      O258900201268 
      3752.        14.      2.027       0.16                      O258900201269 
      3752.       17.5      1.563      0.147                      O258900201270 
      3752.        23.      1.124      0.123                      O258900201271 
      3752.        30.      1.054      0.127                      O258900201272 
      3752.       37.5      0.964      0.139                      O258900201273 
      3760.         5.     14.458      0.335                      O258900201274 
      3760.        10.      7.159      0.208                      O258900201275 
      3760.        14.      3.328      0.191                      O258900201276 
      3760.       17.5      1.588       0.15                      O258900201277 
      3760.        23.      1.421      0.129                      O258900201278 
      3760.        30.       1.97      0.147                      O258900201279 
      3760.       37.5      1.636      0.158                      O258900201280 
      3768.         5.      1.382      0.168                      O258900201281 
      3768.        10.      0.799      0.131                      O258900201282 
      3768.        14.      0.266       0.14                      O258900201283 
      3768.       17.5      0.163      0.122                      O258900201284 
      3768.        30.      0.976       0.13                      O258900201285 
      3768.       37.5      0.983      0.146                      O258900201286 
      3789.         5.      0.913      0.159                      O258900201287 
      3789.        10.      1.377      0.216                      O258900201288 
      3789.        14.      2.188      0.215                      O258900201289 
      3789.       17.5       1.23      0.195                      O258900201290 
      3789.        23.      1.011      0.147                      O258900201291 
      3789.        30.      0.493      0.121                      O258900201292 
      3789.       37.5      0.679      0.139                      O258900201293 
      3794.        10.      0.925      0.213                      O258900201294 
      3794.        14.      1.119      0.205                      O258900201295 
      3794.       17.5      1.374      0.202                      O258900201296 
      3794.        23.      0.533      0.141                      O258900201297 
      3794.        30.      0.683       0.13                      O258900201298 
      3794.       37.5      0.938       0.15                      O258900201299 
      3808.         5.      2.525      0.201                      O258900201300 
      3808.        10.      3.181      0.162                      O258900201301 
      3808.        14.      4.529      0.212                      O258900201302 
      3808.       17.5      4.156      0.195                      O258900201303 
      3808.        23.      2.447       0.15                      O258900201304 
      3808.        30.      0.778       0.13                      O258900201305 
      3808.       37.5      1.774      0.169                      O258900201306 
      3819.         5.      2.844      0.239                      O258900201307 
      3819.        10.      3.843      0.181                      O258900201308 
      3819.        14.      5.682      0.235                      O258900201309 
      3819.       17.5       5.52      0.224                      O258900201310 
      3819.        23.       2.91      0.218                      O258900201311 
      3819.        30.      1.512       0.15                      O258900201312 
      3819.       37.5      2.326      0.191                      O258900201313 
      3826.         5.      0.859      0.168                      O258900201314 
      3826.        10.      0.649      0.142                      O258900201315 
      3826.        14.      0.898      0.171                      O258900201316 
      3826.       17.5      0.874       0.16                      O258900201317 
      3826.        23.      0.735       0.19                      O258900201318 
      3826.        30.      0.651      0.135                      O258900201319 
      3826.       37.5      0.938      0.161                      O258900201320 
      3838.        10.      0.482      0.131                      O258900201321 
      3838.        14.      1.133      0.177                      O258900201322 
      3838.       17.5      1.201       0.17                      O258900201323 
      3838.        23.      0.539      0.129                      O258900201324 
      3838.        30.      0.262       0.13                      O258900201325 
      3838.       37.5      0.904      0.169                      O258900201326 
      3862.         5.      1.349      0.176                      O258900201327 
      3862.        10.      1.653      0.167                      O258900201328 
      3862.        14.      2.232      0.198                      O258900201329 
      3862.       17.5      2.145      0.192                      O258900201330 
      3862.        23.      1.271      0.165                      O258900201331 
      3862.        30.      0.651      0.158                      O258900201332 
      3862.       37.5      0.994      0.146                      O258900201333 
      3869.         5.      2.551      0.193                      O258900201334 
      3869.        10.        4.7      0.208                      O258900201335 
      3869.        14.      6.669      0.259                      O258900201336 
      3869.       17.5      6.657      0.253                      O258900201337 
      3869.        23.        4.3      0.218                      O258900201338 
      3869.        30.      2.575      0.184                      O258900201339 
      3869.       37.5      2.393      0.188                      O258900201340 
      3876.         5.      1.009      0.159                      O258900201341 
      3876.        10.       2.53      0.175                      O258900201342 
      3876.        14.      3.621      0.215                      O258900201343 
      3876.       17.5      3.887      0.211                      O258900201344 
      3876.        23.      2.738      0.196                      O258900201345 
      3876.        30.      1.316      0.164                      O258900201346 
      3876.       37.5      1.497      0.173                      O258900201347 
      3889.         5.       2.45       0.18                      O258900201348 
      3889.        10.      1.068       0.14                      O258900201349 
      3889.        14.       1.16      0.157                      O258900201350 
      3889.       17.5      1.041       0.15                      O258900201351 
      3889.        23.      0.591      0.138                      O258900201352 
      3889.        30.      0.331      0.127                      O258900201353 
      3923.         5.      0.637      0.159                      O258900201354 
      3923.        10.      1.185      0.162                      O258900201355 
      3923.        14.      1.328      0.174                      O258900201356 
      3923.       17.5      1.111       0.16                      O258900201357 
      3923.        23.      0.827      0.159                      O258900201358 
      3923.        30.       0.91      0.167                      O258900201359 
      3923.       37.5      1.714      0.206                      O258900201360 
      3929.         5.       6.14      0.415                      O258900201361 
      3929.        10.      3.241      0.298                      O258900201362 
      3929.        14.      1.584      0.304                      O258900201363 
      3929.       17.5      1.198      0.327                      O258900201364 
      3929.        23.      1.528      0.331                      O258900201365 
      3929.        30.      1.702      0.202                      O258900201366 
      3929.       37.5      1.714      0.206                      O258900201367 
      3933.         5.      1.625      0.385                      O258900201368 
      3933.        10.      2.078      0.307                      O258900201369 
      3933.        14.      3.171      0.335                      O258900201370 
      3933.       17.5      2.507      0.349                      O258900201371 
      3933.        23.      1.504      0.349                      O258900201372 
      3933.        30.      1.026      0.196                      O258900201373 
      3933.       37.5      1.497       0.21                      O258900201374 
      3960.         5.      0.398      0.142                      O258900201375 
      3960.        10.      3.241      0.252                      O258900201376 
      3960.        14.      1.724      0.229                      O258900201377 
      3960.       17.5      1.473      0.224                      O258900201378 
      3960.        23.      1.201      0.181                      O258900201379 
      3960.        30.      1.046       0.15                      O258900201380 
      3960.       37.5      1.077      0.146                      O258900201381 
      3965.         5.      1.164      0.159                      O258900201382 
      3965.        10.      1.306      0.233                      O258900201383 
      3965.        14.      4.648       0.27                      O258900201384 
      3965.       17.5      4.922      0.272                      O258900201385 
      3965.        23.      2.833      0.208                      O258900201386 
      3965.        30.      1.109      0.153                      O258900201387 
      3965.       37.5      1.906      0.165                      O258900201388 
      3973.         5.      3.728      0.205                      O258900201389 
      3973.        10.       2.45      0.167                      O258900201390 
      3973.        14.      2.389      0.198                      O258900201391 
      3973.       17.5      2.085      0.183                      O258900201392 
      3973.        23.      1.939      0.171                      O258900201393 
      3973.        30.      1.498      0.158                      O258900201394 
      3973.       37.5      1.227       0.15                      O258900201395 
      3993.         5.      3.564      0.205                      O258900201396 
      3993.        10.      5.341      0.205                      O258900201397 
      3993.        14.      6.652      0.249                      O258900201398 
      3993.       17.5      7.345      0.253                      O258900201399 
      3993.        23.      6.557      0.239                      O258900201400 
      3993.        30.      4.396      0.207                      O258900201401 
      3993.       37.5       3.77      0.195                      O258900201402 
      4006.         5.      2.601      0.276                      O258900201403 
      4006.        10.      1.689      0.255                      O258900201404 
      4006.        14.      1.502      0.276                      O258900201405 
      4006.       17.5      0.775      0.544                      O258900201406 
      4006.        23.      1.663      0.355                      O258900201407 
      4006.        30.      2.011      0.392                      O258900201408 
      4006.       37.5       1.11      0.368                      O258900201409 
      4009.         5.       0.62      0.256                      O258900201410 
      4009.        10.      1.525      0.255                      O258900201411 
      4009.        14.      1.635      0.283                      O258900201412 
      4009.       17.5       2.19      0.554                      O258900201413 
      4009.        23.      1.574      0.358                      O258900201414 
      4009.        30.      1.198       0.38                      O258900201415 
      4009.       37.5       1.35      0.375                      O258900201416 
      4020.         5.      2.894      0.197                      O258900201417 
      4020.        10.      2.039      0.183                      O258900201418 
      4020.        14.      2.696       0.27                      O258900201419 
      4020.       17.5      2.347      0.243                      O258900201420 
      4020.        23.      1.982      0.202                      O258900201421 
      4020.        30.      1.011      0.155                      O258900201422 
      4020.       37.5      1.077      0.154                      O258900201423 
      4033.         5.      0.687      0.155                      O258900201424 
      4033.        10.       1.61      0.164                      O258900201425 
      4033.        14.      3.024      0.215                      O258900201426 
      4033.       17.5      3.039      0.227                      O258900201427 
      4033.        23.      1.792      0.208                      O258900201428 
      4033.        30.      0.832      0.153                      O258900201429 
      4033.       37.5      1.448      0.165                      O258900201430 
      4042.         5.      0.494      0.172                      O258900201431 
      4042.        10.      0.591      0.153                      O258900201432 
      4042.        14.      1.082      0.184                      O258900201433 
      4042.       17.5      0.868      0.176                      O258900201434 
      4042.        23.      0.986      0.171                      O258900201435 
      4042.        30.      1.751      0.176                      O258900201436 
      4042.       37.5      1.182      0.165                      O258900201437 
      4056.         5.      1.185      0.176                      O258900201438 
      4056.        10.      2.083      0.235                      O258900201439 
      4056.        14.      2.945        0.3                      O258900201440 
      4056.       17.5      3.192      0.317                      O258900201441 
      4056.        23.      1.819      0.248                      O258900201442 
      4056.        30.       0.57      0.193                      O258900201443 
      4056.       37.5      0.795      0.248                      O258900201444 
      4061.        10.      1.188       0.23                      O258900201445 
      4061.        14.      2.188        0.3                      O258900201446 
      4061.       17.5      2.357      0.314                      O258900201447 
      4061.        23.      1.614      0.251                      O258900201448 
      4061.        30.      1.037      0.207                      O258900201449 
      4061.       37.5      1.369      0.259                      O258900201450 
      4069.        10.      0.627      0.175                      O258900201451 
      4069.        14.      1.515      0.249                      O258900201452 
      4069.       17.5      1.377      0.237                      O258900201453 
      4069.        23.      0.481      0.193                      O258900201454 
      4069.        30.      0.389      0.182                      O258900201455 
      4076.         5.      2.015      0.205                      O258900201456 
      4076.        10.      1.911      0.205                      O258900201457 
      4076.        14.      2.635      0.273                      O258900201458 
      4076.       17.5      2.901      0.266                      O258900201459 
      4076.        23.      2.116       0.23                      O258900201460 
      4076.        30.       1.02      0.199                      O258900201461 
      4076.       37.5      1.137      0.199                      O258900201462 
ENDDATA           1452          0                                 O258900201463 
ENDSUBENT         1462          0                                 O258900299999 
ENDENTRY             2          0                                 O258999999999 
