ENTRY            O2630   20240927                             O100O263000000001 
SUBENT        O2630001   20240927                             O100O263000100001 
BIB                 11         22                                 O263000100002 
TITLE      Differential cross-section measurements for            O263000100003 
           3He-induced reactions and elastic scattering on 12C    O263000100004 
AUTHOR     (F.Maragkos, V.Foteinou, H.-W.Becker, M.Kokkoris,      O263000100005 
            M.Mayer, G.Provatas, D.Rogalla)                       O263000100006 
INSTITUTE  (2GERBOC,2GRCTUA,3CRORBZ)                              O263000100007 
           (2GERGAR) Max-Planck-Institute for Plasma Physics,     O263000100008 
            Garching                                              O263000100009 
REFERENCE  (J,NIM/B,556,165517,2024)                              O263000100010 
FACILITY   (VDGT,2GRCATH) 4 MV Dynamitron Tandem Accelerator      O263000100011 
SAMPLE     A thin 12C foil (~30 nm thick)                         O263000100012 
DETECTOR   (SIBAR) Five 1500 um thick silicon surface barrier     O263000100013 
           detectors were placed inside a cylindrical scattering  O263000100014 
           chamber with a high-precision goniometer (~0.1 degree) O263000100015 
           at angles of 120, 140, 150, 160, and 170 degrees.      O263000100016 
MONITOR    (79-AU-197(P,EL)79-AU-197,,DA,,RTH)                    O263000100017 
ERR-ANALYS The final estimated uncertainties of the cross-section O263000100018 
           values originate from:                                 O263000100019 
           (ERR-1) Carbon built-up correction factors (3.0%)      O263000100020 
           (ERR-2) The lateral homogeneity of the target (6.6%)   O263000100021 
STATUS     (APRVD) Proof-read by F.Maragkos (2024-10-02)          O263000100022 
HISTORY    (20240917R) Data received from F.Maragkos for IBANDL   O263000100023 
           (20240927C) VT                                         O263000100024 
ENDBIB              22          0                                 O263000100025 
COMMON               2          3                                 O263000100026 
ERR-1      ERR-2                                                  O263000100027 
PER-CENT   PER-CENT                                               O263000100028 
        3.0        6.6                                            O263000100029 
ENDCOMMON            3          0                                 O263000100030 
ENDSUBENT           29          0                                 O263000199999 
SUBENT        O2630002   20240927                             O100O263000200001 
BIB                  3          5                                 O263000200002 
REACTION   (6-C-12(HE3,EL)6-C-12,,DA)                             O263000200003 
ERR-ANALYS (ERR-T) Total uncertainties estimated (7.3-18.0%)      O263000200004 
           - Peak integration uncertainties (0.4-16.5%)           O263000200005 
STATUS     (TABLE,,F.Maragkos+,J,NIM/B,556,165517,2024) Table 2   O263000200006 
           Converted by R33 to X4 from R33 files.                 O263000200007 
ENDBIB               5          0                                 O263000200008 
NOCOMMON             0          0                                 O263000200009 
DATA                 4        213                                 O263000200010 
       160.     2178.8     30.100      2.200                      O263000200147 
       160.     2278.2     24.800      1.800                      O263000200148 
       160.     2377.1     21.100      1.600                      O263000200149 
       160.     2476.6     22.400      1.700                      O263000200150 
       160.     2526.4     24.500      1.900                      O263000200151 
       160.     2576.0     25.700      1.900                      O263000200152 
       160.     2625.7     28.200      2.100                      O263000200153 
       160.     2675.5     30.300      2.200                      O263000200154 
       160.     2725.2     32.100      2.400                      O263000200155 
       160.     2774.8     32.400      2.400                      O263000200156 
       160.     2800.2     31.900      2.400                      O263000200157 
       160.     2824.4     30.700      2.300                      O263000200158 
       160.     2874.2     28.300      2.100                      O263000200159 
       160.     2899.6     29.700      2.200                      O263000200160 
       160.     2923.9     25.000      1.800                      O263000200161 
       160.     2973.5     17.600      1.300                      O263000200162 
       160.     2999.0     16.900      1.300                      O263000200163 
       160.     3023.3     11.800      0.900                      O263000200164 
       160.     3073.0     12.100      0.900                      O263000200165 
       160.     3122.7     13.200      1.000                      O263000200166 
       160.     3172.4     13.800      1.000                      O263000200167 
       160.     3222.2     14.400      1.100                      O263000200168 
       160.     3271.7     13.400      1.000                      O263000200169 
       160.     4464.0      1.640      0.140                      O263000200170 
       160.     4513.7      1.960      0.160                      O263000200171 
       160.     4563.3      2.220      0.180                      O263000200172 
       160.     4612.9      2.470      0.200                      O263000200173 
       160.     4662.6      3.250      0.250                      O263000200174 
       160.     4712.4      4.400      0.300                      O263000200175 
       160.     4762.0      5.900      0.400                      O263000200176 
       160.     5258.6      2.970      0.230                      O263000200177 
       160.     5308.4      3.400      0.300                      O263000200178 
       160.     5358.0      3.300      0.600                      O263000200179 
       160.     5953.9     38.000      3.000                      O263000200180 
       170.     1979.9     36.000      3.000                      O263000200181 
       170.     2079.3     34.000      3.000                      O263000200182 
       170.     2178.8     29.400      2.200                      O263000200183 
       170.     2278.2     24.800      1.800                      O263000200184 
       170.     2377.1     21.200      1.600                      O263000200185 
       170.     2476.6     23.100      1.700                      O263000200186 
       170.     2526.4     25.400      2.000                      O263000200187 
       170.     2576.0     26.000      1.900                      O263000200188 
       170.     2625.7     28.300      2.200                      O263000200189 
       170.     2675.5     30.700      2.300                      O263000200190 
       170.     2725.2     32.200      2.400                      O263000200191 
       170.     2774.8     33.900      2.500                      O263000200192 
       170.     2800.2     33.300      2.500                      O263000200193 
       170.     2824.4     31.800      2.300                      O263000200194 
       170.     2874.2     28.200      2.100                      O263000200195 
       170.     2899.6     29.600      2.200                      O263000200196 
       170.     2923.9     24.100      1.800                      O263000200197 
       170.     2973.5     16.400      1.200                      O263000200198 
       170.     2999.0     15.700      1.300                      O263000200199 
       170.     3023.3     10.800      0.800                      O263000200200 
       170.     3073.0     11.200      0.800                      O263000200201 
       170.     3122.7     12.800      1.000                      O263000200202 
       170.     3172.4     13.300      1.000                      O263000200203 
       170.     3222.2     13.200      1.000                      O263000200204 
       170.     4414.3      1.000      0.120                      O263000200205 
       170.     4464.0      1.590      0.150                      O263000200206 
       170.     4513.7      2.070      0.190                      O263000200207 
       170.     4563.3      2.180      0.190                      O263000200208 
       170.     4612.9      2.470      0.210                      O263000200209 
       170.     4662.6      3.400      0.300                      O263000200210 
       170.     4712.4      4.600      0.400                      O263000200211 
       170.     4762.0      6.400      0.500                      O263000200212 
       170.     4811.7      7.500      0.600                      O263000200213 
       170.     4861.4      9.000      0.700                      O263000200214 
       170.     4910.9     10.100      0.800                      O263000200215 
       170.     4960.6     10.200      0.800                      O263000200216 
       170.     5010.3     10.500      0.800                      O263000200217 
       170.     5060.0      9.800      0.700                      O263000200218 
       170.     5109.7      8.200      0.600                      O263000200219 
       170.     5159.3      6.400      0.500                      O263000200220 
       170.     5209.0      4.000      0.300                      O263000200221 
       170.     5258.6      3.200      0.300                      O263000200222 
       170.     5308.4      3.500      0.300                      O263000200223 
       170.     5358.0      3.500      0.300                      O263000200224 
       170.     5953.9     36.000      3.000                      O263000200225 
ENDDATA            215          0                                 O263000200226 
ENDSUBENT          225          0                                 O263000299999 
SUBENT        O2630003   20240927                             O100O263000300001 
BIB                  3          5                                 O263000300002 
REACTION   (6-C-12(HE3,P)7-N-14,PAR,DA)                           O263000300003 
ERR-ANALYS (ERR-T) Total uncertainties estimated (7.3-23.5%)      O263000300004 
           - Peak integration uncertainties (0.9%-22.4%)          O263000300005 
STATUS     (TABLE,,F.Maragkos+,J,NIM/B,556,165517,2024) Table 3-5 O263000300006 
           Converted by R33 to X4 from R33 files.                 O263000300007 
ENDBIB               5          0                                 O263000300008 
NOCOMMON             0          0                                 O263000300009 
DATA                 5        874                                 O263000300010 
E-LVL      ANG        EN         DATA       ERR-T                 O263000300011 
MEV        ADEG       KEV        MB/SR      MB/SR                 O263000300012 
         0.       120.     2178.8      0.500      0.040           O263000300013 
         0.       120.     2278.2      0.620      0.050           O263000300014 
         0.       120.     2377.1      1.290      0.110           O263000300015 
         0.       120.     2476.6      2.060      0.170           O263000300016 
         0.       120.     2526.4      2.390      0.230           O263000300017 
         0.       120.     2576.0      2.530      0.200           O263000300018 
         0.       120.     2625.7      2.800      0.300           O263000300019 
         0.       120.     2675.5      3.120      0.250           O263000300020 
         0.       120.     2725.2      3.200      0.300           O263000300021 
         0.       120.     2774.8      3.900      0.300           O263000300022 
         0.       120.     2800.2      4.000      0.300           O263000300023 
         0.       120.     2824.4      4.400      0.300           O263000300024 
         0.       120.     2874.2      4.900      0.400           O263000300025 
         0.       120.     2899.6      5.500      0.400           O263000300026 
         0.       120.     2923.9      5.400      0.400           O263000300027 
         0.       120.     2973.5      5.400      0.400           O263000300028 
         0.       120.     2999.0      5.700      0.400           O263000300029 
         0.       120.     3023.3      3.600      0.300           O263000300030 
         0.       120.     3073.0      2.700      0.210           O263000300031 
         0.       120.     3122.7      2.590      0.200           O263000300032 
         0.       120.     3172.4      2.580      0.200           O263000300033 
         0.       120.     3222.2      2.450      0.200           O263000300034 
         0.       120.     3271.7      2.670      0.210           O263000300035 
         0.       120.     3321.5      2.690      0.210           O263000300036 
         0.       120.     3364.4      2.900      0.230           O263000300037 
         0.       120.     3420.8      3.300      0.300           O263000300038 
         0.       120.     3470.5      3.500      0.300           O263000300039 
         0.       120.     3520.2      3.600      0.300           O263000300040 
         0.       120.     3569.9      4.000      0.300           O263000300041 
         0.       120.     3619.5      3.500      0.300           O263000300042 
         0.       120.     3669.2      3.090      0.240           O263000300043 
         0.       120.     3718.9      2.430      0.190           O263000300044 
         0.       120.     3768.6      1.980      0.160           O263000300045 
         0.       120.     3818.3      1.690      0.140           O263000300046 
         0.       120.     3868.0      1.430      0.110           O263000300047 
         0.       120.     3917.6      1.190      0.100           O263000300048 
         0.       120.     3967.2      1.250      0.100           O263000300049 
         0.       120.     4016.9      1.100      0.090           O263000300050 
         0.       120.     4066.6      1.090      0.090           O263000300051 
         0.       120.     4116.4      0.900      0.090           O263000300052 
         0.       120.     4166.0      1.040      0.100           O263000300053 
         0.       120.     4215.7      0.930      0.070           O263000300054 
         0.       120.     4269.6      0.950      0.070           O263000300055 
         0.       120.     4315.0      1.120      0.090           O263000300056 
         0.       120.     4414.3      1.420      0.110           O263000300057 
         0.       120.     4464.0      1.480      0.110           O263000300058 
         0.       120.     4513.7      1.580      0.120           O263000300059 
         0.       120.     4563.3      1.600      0.130           O263000300060 
         0.       120.     4612.9      1.700      0.130           O263000300061 
         0.       120.     4662.6      1.950      0.150           O263000300062 
         0.       120.     4712.4      1.700      0.130           O263000300063 
         0.       120.     4762.0      1.690      0.130           O263000300064 
         0.       120.     4811.7      1.860      0.140           O263000300065 
         0.       120.     4861.4      1.920      0.150           O263000300066 
         0.       120.     4910.9      2.000      0.150           O263000300067 
         0.       120.     4960.6      2.230      0.170           O263000300068 
         0.       120.     5010.3      2.430      0.190           O263000300069 
         0.       120.     5060.0      2.580      0.200           O263000300070 
         0.       120.     5109.7      2.480      0.190           O263000300071 
         0.       120.     5159.3      2.500      0.190           O263000300072 
         0.       120.     5209.0      2.860      0.220           O263000300073 
         0.       120.     5258.6      3.020      0.230           O263000300074 
         0.       120.     5308.4      3.260      0.250           O263000300075 
         0.       120.     5358.0      3.160      0.240           O263000300076 
         0.       120.     5407.7      3.400      0.300           O263000300077 
         0.       120.     5457.3      3.600      0.300           O263000300078 
         0.       120.     5507.0      3.700      0.300           O263000300079 
         0.       120.     5556.7      3.800      0.300           O263000300080 
         0.       120.     5606.3      3.800      0.300           O263000300081 
         0.       120.     5655.9      3.800      0.300           O263000300082 
         0.       120.     5705.6      3.700      0.300           O263000300083 
         0.       120.     5755.3      3.600      0.300           O263000300084 
         0.       120.     5805.0      3.800      0.300           O263000300085 
         0.       120.     5904.3      3.800      0.300           O263000300086 
         0.       120.     5953.9      3.800      0.300           O263000300087 
         0.       140.     2178.8      0.370      0.030           O263000300088 
         0.       140.     2278.2      0.540      0.050           O263000300089 
         0.       140.     2377.1      1.070      0.090           O263000300090 
         0.       140.     2476.6      1.850      0.150           O263000300091 
         0.       140.     2526.4      2.130      0.210           O263000300092 
         0.       140.     2576.0      2.500      0.200           O263000300093 
         0.       140.     2625.7      2.720      0.250           O263000300094 
         0.       140.     2675.5      3.160      0.250           O263000300095 
         0.       140.     2725.2      3.500      0.300           O263000300096 
         0.       140.     2774.8      3.800      0.300           O263000300097 
         0.       140.     2800.2      4.000      0.300           O263000300098 
         0.       140.     2824.4      4.000      0.300           O263000300099 
         0.       140.     2874.2      4.200      0.300           O263000300100 
         0.       140.     2899.6      4.500      0.300           O263000300101 
         0.       140.     2923.9      4.700      0.400           O263000300102 
         0.       140.     2973.5      5.000      0.400           O263000300103 
         0.       140.     2999.0      5.300      0.400           O263000300104 
         0.       140.     3023.3      3.210      0.250           O263000300105 
         0.       140.     3073.0      2.220      0.170           O263000300106 
         0.       140.     3122.7      1.950      0.150           O263000300107 
         0.       140.     3172.4      1.850      0.150           O263000300108 
         0.       140.     3222.2      1.910      0.160           O263000300109 
         0.       140.     3271.7      2.140      0.170           O263000300110 
         0.       140.     3321.5      2.200      0.170           O263000300111 
         0.       140.     3364.4      2.410      0.190           O263000300112 
         0.       140.     3420.8      2.650      0.210           O263000300113 
         0.       140.     3470.5      3.220      0.250           O263000300114 
         0.       140.     3520.2      3.100      0.240           O263000300115 
         0.       140.     3569.9      3.600      0.300           O263000300116 
         0.       140.     3619.5      3.800      0.300           O263000300117 
         0.       140.     3669.2      3.300      0.300           O263000300118 
         0.       140.     3718.9      2.720      0.210           O263000300119 
         0.       140.     3768.6      2.290      0.180           O263000300120 
         0.       140.     3818.3      1.890      0.150           O263000300121 
         0.       140.     3868.0      1.670      0.130           O263000300122 
         0.       140.     3917.6      1.320      0.110           O263000300123 
         0.       140.     3967.2      1.270      0.100           O263000300124 
         0.       140.     4016.9      1.120      0.090           O263000300125 
         0.       140.     4066.6      1.040      0.090           O263000300126 
         0.       140.     4116.4      0.920      0.090           O263000300127 
         0.       140.     4166.0      1.060      0.100           O263000300128 
         0.       140.     4215.7      1.080      0.080           O263000300129 
         0.       140.     4269.6      0.830      0.060           O263000300130 
         0.       140.     4315.0      0.960      0.070           O263000300131 
         0.       140.     4364.6      0.950      0.090           O263000300132 
         0.       140.     4414.3      1.180      0.090           O263000300133 
         0.       140.     4464.0      1.310      0.100           O263000300134 
         0.       140.     4513.7      1.460      0.110           O263000300135 
         0.       140.     4563.3      1.690      0.130           O263000300136 
         0.       140.     4612.9      1.840      0.140           O263000300137 
         0.       140.     4662.6      1.960      0.150           O263000300138 
         0.       140.     4712.4      1.990      0.150           O263000300139 
         0.       140.     4762.0      2.020      0.160           O263000300140 
         0.       140.     4811.7      2.060      0.160           O263000300141 
         0.       140.     4861.4      2.180      0.170           O263000300142 
         0.       140.     4910.9      2.100      0.160           O263000300143 
         0.       140.     4960.6      2.260      0.180           O263000300144 
         0.       140.     5010.3      2.290      0.180           O263000300145 
         0.       140.     5060.0      2.260      0.170           O263000300146 
         0.       140.     5109.7      2.320      0.180           O263000300147 
         0.       140.     5159.3      2.330      0.180           O263000300148 
         0.       140.     5209.0      2.460      0.190           O263000300149 
         0.       140.     5258.6      2.350      0.180           O263000300150 
         0.       140.     5308.4      2.500      0.190           O263000300151 
         0.       140.     5358.0      2.390      0.180           O263000300152 
         0.       140.     5407.7      2.450      0.190           O263000300153 
         0.       140.     5457.3      2.290      0.170           O263000300154 
         0.       140.     5507.0      2.280      0.170           O263000300155 
         0.       140.     5556.7      2.110      0.160           O263000300156 
         0.       140.     5606.3      2.030      0.150           O263000300157 
         0.       140.     5655.9      1.840      0.140           O263000300158 
         0.       140.     5705.6      1.760      0.130           O263000300159 
         0.       140.     5755.3      1.860      0.140           O263000300160 
         0.       140.     5805.0      2.000      0.150           O263000300161 
         0.       140.     5854.6      2.100      0.300           O263000300162 
         0.       140.     5904.3      2.140      0.160           O263000300163 
         0.       140.     5953.9      2.400      0.180           O263000300164 
         0.       150.     2178.8      0.350      0.030           O263000300165 
         0.       150.     2278.2      0.430      0.040           O263000300166 
         0.       150.     2377.1      0.960      0.080           O263000300167 
         0.       150.     2476.6      1.590      0.130           O263000300168 
         0.       150.     2576.0      1.860      0.160           O263000300169 
         0.       150.     2625.7      2.300      0.220           O263000300170 
         0.       150.     2675.5      2.790      0.220           O263000300171 
         0.       150.     2725.2      3.200      0.300           O263000300172 
         0.       150.     2774.8      3.300      0.300           O263000300173 
         0.       150.     2800.2      3.500      0.300           O263000300174 
         0.       150.     2824.4      3.500      0.300           O263000300175 
         0.       150.     2874.2      3.500      0.300           O263000300176 
         0.       150.     2899.6      3.700      0.300           O263000300177 
         0.       150.     2923.9      3.700      0.300           O263000300178 
         0.       150.     2973.5      4.200      0.300           O263000300179 
         0.       150.     2999.0      4.500      0.400           O263000300180 
         0.       150.     3023.3      2.560      0.200           O263000300181 
         0.       150.     3073.0      1.640      0.130           O263000300182 
         0.       150.     3122.7      1.480      0.120           O263000300183 
         0.       150.     3172.4      1.480      0.120           O263000300184 
         0.       150.     3222.2      1.610      0.130           O263000300185 
         0.       150.     3271.7      1.710      0.140           O263000300186 
         0.       150.     3321.5      1.880      0.150           O263000300187 
         0.       150.     3364.4      2.100      0.170           O263000300188 
         0.       150.     3420.8      2.400      0.190           O263000300189 
         0.       150.     3470.5      2.560      0.200           O263000300190 
         0.       150.     3520.2      2.910      0.220           O263000300191 
         0.       150.     3569.9      3.600      0.300           O263000300192 
         0.       150.     3619.5      3.500      0.300           O263000300193 
         0.       150.     3669.2      3.300      0.300           O263000300194 
         0.       150.     3718.9      2.820      0.220           O263000300195 
         0.       150.     3768.6      2.220      0.170           O263000300196 
         0.       150.     3818.3      1.780      0.140           O263000300197 
         0.       150.     3868.0      1.650      0.130           O263000300198 
         0.       150.     3917.6      1.360      0.110           O263000300199 
         0.       150.     3967.2      1.080      0.090           O263000300200 
         0.       150.     4016.9      1.030      0.080           O263000300201 
         0.       150.     4066.6      0.880      0.080           O263000300202 
         0.       150.     4116.4      0.860      0.080           O263000300203 
         0.       150.     4166.0      1.010      0.100           O263000300204 
         0.       150.     4215.7      0.990      0.080           O263000300205 
         0.       150.     4269.6      0.660      0.050           O263000300206 
         0.       150.     4315.0      0.770      0.060           O263000300207 
         0.       150.     4364.6      0.740      0.070           O263000300208 
         0.       150.     4414.3      1.000      0.080           O263000300209 
         0.       150.     4464.0      1.150      0.090           O263000300210 
         0.       150.     4513.7      1.320      0.100           O263000300211 
         0.       150.     4563.3      1.510      0.120           O263000300212 
         0.       150.     4612.9      1.680      0.130           O263000300213 
         0.       150.     4662.6      1.900      0.140           O263000300214 
         0.       150.     4712.4      1.860      0.140           O263000300215 
         0.       150.     4762.0      1.970      0.150           O263000300216 
         0.       150.     4811.7      1.960      0.150           O263000300217 
         0.       150.     4861.4      2.100      0.160           O263000300218 
         0.       150.     4910.9      2.040      0.160           O263000300219 
         0.       150.     4960.6      2.100      0.160           O263000300220 
         0.       150.     5010.3      2.080      0.160           O263000300221 
         0.       150.     5060.0      1.890      0.150           O263000300222 
         0.       150.     5109.7      1.890      0.150           O263000300223 
         0.       150.     5159.3      1.960      0.150           O263000300224 
         0.       150.     5209.0      1.950      0.150           O263000300225 
