ENTRY            O2594   20240127                             O100O259400000001 
SUBENT        O2594001   20240127                             O100O259400100001 
BIB                 11         29                                 O259400100002 
TITLE      Differential cross-section measurements for the        O259400100003 
           proton-induced alpha and deuteron reactions and        O259400100004 
           elastic scattering on 9Be, suitable for ion beam       O259400100005 
           analysis applications                                  O259400100006 
AUTHOR     (F.Maragkos, V.Foteinou, M.Kokkoris)                   O259400100007 
INSTITUTE  (2GERBOC,2GRCTUA)                                      O259400100008 
REFERENCE  (J,NIM/B,547,165180,2024)                              O259400100009 
FACILITY   (VDGT,2GRCATH) 4 MV Tandem Accelerator                 O259400100010 
SAMPLE     (4-BE-9,ENR=0.998) thin foil of 9Be target of ~200 nm  O259400100011 
           and backing of natCu of ~100 nm thickness.             O259400100012 
DETECTOR   (SIBAR) Six 1500 um thick silicon surface barrier      O259400100013 
           detectors were positioned at backscattering angles of  O259400100014 
           120, 130, 140, 150, 160, and 170 degrees at a          O259400100015 
           distance of ~ 7.5 cm from the target.                  O259400100016 
MONITOR    (79-AU-197(P,EL)79-AU-197,,DA,,RTH)                    O259400100017 
ERR-ANALYS The final estimated uncertainties of the cross-section O259400100018 
           values originate from:                                 O259400100019 
           (EN-ERR) The beam energy uncertainty, ~2 keV, stems    O259400100020 
           from a 0.4 keV beam ripple and an average energy       O259400100021 
           straggling of the proton beam at half the target's     O259400100022 
           thickness of around 1.6 keV.                           O259400100023 
           - The statistical uncertainties from the integration   O259400100024 
           of the corresponding reaction and elastic peaks.       O259400100025 
           (ERR-1) The thickness ratio of the atomic areal        O259400100026 
                                             densities (3.6%)     O259400100027 
           (ERR-2) The lateral homogeneity of the target (3%)     O259400100028 
STATUS     (APRVD) Proof-read by F.Maragkos (2024-02-01)          O259400100029 
HISTORY    (20240112R) Data received from F.Maragkos for IBANDL   O259400100030 
           (20240125C) VT                                         O259400100031 
ENDBIB              29          0                                 O259400100032 
COMMON               3          3                                 O259400100033 
EN-ERR     ERR-1      ERR-2                                       O259400100034 
KEV        PER-CENT   PER-CENT                                    O259400100035 
         2.        3.6         3.                                 O259400100036 
ENDCOMMON            3          0                                 O259400100037 
ENDSUBENT           36          0                                 O259400199999 
SUBENT        O2594002   20240127                             O100O259400200001 
BIB                  3          6                                 O259400200002 
REACTION   (4-BE-9(P,EL)4-BE-9,,DA)                               O259400200003 
ERR-ANALYS (ERR-T) Total uncertainties estimated (4.7-6.4%)       O259400200004 
           - Statistical uncertainties from the integration for   O259400200005 
            the elastic scattering (0.3-3.3%)                     O259400200006 
STATUS     (TABLE,,F.Maragkos+,J,NIM/B,547,165180,2024) Fig.3     O259400200007 
           Converted by R33 to X4 from R33 files.                 O259400200008 
ENDBIB               6          0                                 O259400200009 
NOCOMMON             0          0                                 O259400200010 
DATA                 4        528                                 O259400200011 
       130.       990.      95.20       4.70                      O259400200096 
       130.      1000.     116.10       5.70                      O259400200097 
       130.      1010.     121.40       5.90                      O259400200098 
       130.      1020.     128.82       6.28                      O259400200099 
       130.      1030.     130.43       6.24                      O259400200100 
       130.      1040.     125.34       6.00                      O259400200101 
       130.      1050.     124.40       5.90                      O259400200102 
       130.      1060.     122.00       5.80                      O259400200103 
       130.      1070.     115.00       5.50                      O259400200104 
       130.      1080.     107.20       5.20                      O259400200105 
       130.      1090.     114.20       5.50                      O259400200106 
       130.      1110.     109.23       5.26                      O259400200107 
       130.      1130.     102.70       4.90                      O259400200108 
       130.      1150.      98.70       4.80                      O259400200109 
       130.      1170.      94.40       4.60                      O259400200110 
       130.      1190.      93.70       4.50                      O259400200111 
       130.      1210.      94.20       4.50                      O259400200112 
       130.      1230.      95.60       4.70                      O259400200113 
       130.      1250.      98.40       4.80                      O259400200114 
       130.      1270.     102.85       4.97                      O259400200115 
       130.      1289.     106.11       5.23                      O259400200116 
       130.      1309.     109.85       5.34                      O259400200117 
       130.      1329.     121.30       5.90                      O259400200118 
       130.      1349.     121.90       5.90                      O259400200119 
       130.      1369.     127.51       6.10                      O259400200120 
       130.      1389.     133.40       6.40                      O259400200121 
       130.      1409.     130.40       6.19                      O259400200122 
       130.      1429.     129.60       6.20                      O259400200123 
       130.      1449.     125.72       6.01                      O259400200124 
       130.      1469.     124.30       5.90                      O259400200125 
       130.      1489.     123.00       5.90                      O259400200126 
       130.      1509.     119.90       5.80                      O259400200127 
       130.      1529.     114.90       5.50                      O259400200128 
       130.      1549.     111.50       5.40                      O259400200129 
       130.      1589.     104.78       4.98                      O259400200130 
       130.      1628.      95.00       4.50                      O259400200131 
       130.      1668.      90.48       4.31                      O259400200132 
       130.      1688.      87.87       4.19                      O259400200133 
       130.      1738.      88.80       4.50                      O259400200134 
       130.      1788.      81.44       4.05                      O259400200135 
       130.      1838.      79.30       3.90                      O259400200136 
       130.      1887.      78.10       3.90                      O259400200137 
       130.      1937.      75.00       3.80                      O259400200138 
       130.      1987.      74.00       3.70                      O259400200139 
       130.      2037.      72.20       3.70                      O259400200140 
       130.      2087.      71.20       3.70                      O259400200141 
       130.      2136.      69.50       3.50                      O259400200142 
       130.      2186.      71.20       3.80                      O259400200143 
       130.      2211.      69.30       3.80                      O259400200144 
       130.      2236.      69.60       3.90                      O259400200145 
       130.      2261.      69.70       3.50                      O259400200146 
       130.      2286.      68.10       3.80                      O259400200147 
       130.      2306.      68.70       4.40                      O259400200148 
       130.      2326.      70.60       3.60                      O259400200149 
       130.      2346.      70.30       3.60                      O259400200150 
       130.      2365.      72.30       3.70                      O259400200151 
       130.      2385.      75.50       3.90                      O259400200152 
       130.      2405.      81.56       4.16                      O259400200153 
       130.      2425.      84.68       4.25                      O259400200154 
       130.      2445.      91.90       4.70                      O259400200155 
       130.      2465.     100.30       5.00                      O259400200156 
       130.      2485.     112.90       5.60                      O259400200157 
       130.      2505.     124.75       6.22                      O259400200158 
       130.      2515.     132.20       6.50                      O259400200159 
       130.      2525.     136.90       6.90                      O259400200160 
       130.      2535.     134.30       6.80                      O259400200161 
       130.      2545.     128.52       6.33                      O259400200162 
       130.      2555.     115.80       5.80                      O259400200163 
       130.      2565.     100.31       5.13                      O259400200164 
       130.      2575.      97.70       4.90                      O259400200165 
       130.      2585.      98.40       4.90                      O259400200166 
       130.      2594.      90.80       4.60                      O259400200167 
       130.      2604.      89.10       4.40                      O259400200168 
       130.      2614.      80.87       4.12                      O259400200169 
       130.      2624.      77.20       3.80                      O259400200170 
       130.      2634.      74.60       3.70                      O259400200171 
       130.      2659.      68.60       3.40                      O259400200172 
       130.      2684.      63.69       3.27                      O259400200173 
       130.      2734.      56.50       2.90                      O259400200174 
       130.      2784.      52.40       2.60                      O259400200175 
       130.      2833.      51.20       2.60                      O259400200176 
       130.      2883.      49.40       2.60                      O259400200177 
       130.      2933.      49.00       2.80                      O259400200178 
       140.      1090.     113.79       5.23                      O259400200179 
       140.      1110.     108.89       5.03                      O259400200180 
       140.      1130.     105.20       5.06                      O259400200181 
       140.      1150.     101.91       4.95                      O259400200182 
       140.      1170.      98.00       4.80                      O259400200183 
       140.      1190.      94.40       4.50                      O259400200184 
       140.      1210.      97.00       4.70                      O259400200185 
       140.      1230.      97.80       4.80                      O259400200186 
       140.      1250.      98.90       4.80                      O259400200187 
       140.      1270.     102.50       4.90                      O259400200188 
       140.      1289.     105.57       5.19                      O259400200189 
       140.      1309.     114.50       5.60                      O259400200190 
       140.      1329.     121.30       5.90                      O259400200191 
       140.      1349.     125.92       6.09                      O259400200192 
       140.      1369.     130.92       6.26                      O259400200193 
       140.      1389.     135.80       6.50                      O259400200194 
       140.      1409.     135.10       6.40                      O259400200195 
       140.      1429.     134.00       6.40                      O259400200196 
       140.      1449.     135.90       6.50                      O259400200197 
       140.      1469.     130.74       6.24                      O259400200198 
       140.      1489.     126.76       6.03                      O259400200199 
       140.      1509.     124.28       5.97                      O259400200200 
       140.      1529.     119.80       5.70                      O259400200201 
       140.      1549.     118.40       5.70                      O259400200202 
       140.      1589.     113.10       5.40                      O259400200203 
       140.      1628.     107.24       5.14                      O259400200204 
       140.      1668.     100.70       4.80                      O259400200205 
       140.      1688.      98.50       4.70                      O259400200206 
       140.      1738.      89.10       4.40                      O259400200207 
       140.      1788.      86.24       4.27                      O259400200208 
       140.      1838.      85.31       4.23                      O259400200209 
       140.      1887.      83.76       4.14                      O259400200210 
       140.      1937.      79.00       3.90                      O259400200211 
       140.      1987.      78.10       3.90                      O259400200212 
       140.      2037.      78.06       3.97                      O259400200213 
       140.      2087.      71.30       3.70                      O259400200214 
       140.      2136.      70.60       3.60                      O259400200215 
       140.      2186.      67.60       3.60                      O259400200216 
       140.      2211.      65.00       3.50                      O259400200217 
       140.      2236.      67.10       3.80                      O259400200218 
       140.      2261.      68.60       3.40                      O259400200219 
       140.      2286.      66.50       3.70                      O259400200220 
       140.      2306.      67.90       3.50                      O259400200221 
       140.      2326.      65.60       3.40                      O259400200222 
       140.      2346.      67.20       3.50                      O259400200223 
       140.      2365.      68.20       3.50                      O259400200224 
       140.      2385.      69.90       3.60                      O259400200225 
       140.      2405.      70.70       3.60                      O259400200226 
       140.      2425.      75.00       3.80                      O259400200227 
       140.      2445.      78.27       3.97                      O259400200228 
       140.      2465.      87.35       4.35                      O259400200229 
       140.      2485.      94.90       4.70                      O259400200230 
       140.      2505.     103.19       5.12                      O259400200231 
       140.      2515.     115.20       5.70                      O259400200232 
       140.      2525.     114.30       5.70                      O259400200233 
       140.      2535.     116.10       5.90                      O259400200234 
       140.      2545.     113.40       5.60                      O259400200235 
       140.      2555.     105.83       5.32                      O259400200236 
       140.      2565.      94.90       4.80                      O259400200237 
       140.      2575.      94.30       4.80                      O259400200238 
       140.      2585.      90.30       4.50                      O259400200239 
       140.      2594.      84.48       4.24                      O259400200240 
       140.      2604.      89.40       4.40                      O259400200241 
       140.      2614.      83.89       4.27                      O259400200242 
       140.      2624.      82.23       4.10                      O259400200243 
       140.      2634.      78.84       3.96                      O259400200244 
       140.      2659.      74.70       3.70                      O259400200245 
       140.      2684.      69.00       3.50                      O259400200246 
       140.      2734.      63.23       3.24                      O259400200247 
       140.      2784.      60.27       2.98                      O259400200248 
       140.      2833.      58.27       2.98                      O259400200249 
       140.      2883.      53.00       2.70                      O259400200250 
       140.      2933.      51.80       2.60                      O259400200251 
       140.      2983.      50.10       2.60                      O259400200252 
       150.       731.      86.93       4.23                      O259400200253 
       150.       751.      80.30       3.90                      O259400200254 
       150.       771.      70.70       3.40                      O259400200255 
       150.       790.      64.21       3.10                      O259400200256 
       150.       810.      58.30       2.80                      O259400200257 
       150.       830.      52.90       2.60                      O259400200258 
       150.       850.      44.22       2.17                      O259400200259 
       150.       870.      37.10       1.90                      O259400200260 
       150.       890.      30.90       1.60                      O259400200261 
       150.       910.      24.12       1.21                      O259400200262 
       150.       930.      24.05       1.23                      O259400200263 
       150.       940.      25.80       1.40                      O259400200264 
       150.       950.      31.20       1.60                      O259400200265 
       150.       960.      36.40       1.90                      O259400200266 
       150.       970.      49.20       2.50                      O259400200267 
       150.       980.      64.92       3.21                      O259400200268 
       150.       990.      92.40       4.50                      O259400200269 
       150.      1000.     111.70       5.40                      O259400200270 
       150.      1010.     126.62       6.14                      O259400200271 
       150.      1020.     131.30       6.40                      O259400200272 
       150.      1030.     134.70       6.50                      O259400200273 
       150.      1040.     133.10       6.40                      O259400200274 
       150.      1050.     124.91       5.98                      O259400200275 
       150.      1060.     122.00       5.90                      O259400200276 
       150.      1070.     119.20       5.70                      O259400200277 
       150.      1080.     103.83       5.02                      O259400200278 
       150.      1090.     122.90       5.90                      O259400200279 
       150.      1110.     113.00       5.50                      O259400200280 
       150.      1130.     107.64       5.19                      O259400200281 
       150.      1150.     105.13       5.13                      O259400200282 
       150.      1170.      97.70       4.80                      O259400200283 
       150.      1190.      96.50       4.70                      O259400200284 
       150.      1210.      95.10       4.60                      O259400200285 
       150.      1230.      98.00       4.80                      O259400200286 
       150.      1250.      99.40       4.80                      O259400200287 
       150.      1270.     104.10       5.05                      O259400200288 
       150.      1289.     108.20       5.40                      O259400200289 
       150.      1309.     115.30       5.60                      O259400200290 
       150.      1329.     121.20       5.90                      O259400200291 
       150.      1349.     124.88       6.08                      O259400200292 
       150.      1369.     123.80       5.90                      O259400200293 
       150.      1389.     123.69       5.95                      O259400200294 
       150.      1409.     125.41       5.97                      O259400200295 
       150.      1429.     123.20       5.90                      O259400200296 
       150.      1449.     117.10       5.60                      O259400200297 
       150.      1469.     111.29       5.33                      O259400200298 
       150.      1489.     103.20       4.90                      O259400200299 
       150.      1509.      98.30       4.70                      O259400200300 
       150.      1529.      95.40       4.60                      O259400200301 
       150.      1549.      99.00       4.80                      O259400200302 
       150.      1589.      96.00       4.60                      O259400200303 
       150.      1628.      85.48       4.14                      O259400200304 
       150.      1668.      82.30       3.90                      O259400200305 
       150.      1688.      82.40       3.90                      O259400200306 
       150.      1738.      76.20       3.90                      O259400200307 
       150.      1788.      75.50       3.80                      O259400200308 
       150.      1838.      73.40       3.70                      O259400200309 
       150.      1887.      75.70       3.80                      O259400200310 
       150.      1937.      72.00       3.70                      O259400200311 
       150.      1987.      72.40       3.60                      O259400200312 
       150.      2037.      75.79       3.95                      O259400200313 
       150.      2087.      73.60       3.90                      O259400200314 
       150.      2136.      73.70       3.80                      O259400200315 
       150.      2186.      75.34       4.14                      O259400200316 
       150.      2211.      75.29       4.26                      O259400200317 
       150.      2236.      75.81       4.34                      O259400200318 
       150.      2261.      76.20       3.90                      O259400200319 
       150.      2286.      75.35       4.27                      O259400200320 
       150.      2306.      84.30       4.50                      O259400200321 
       150.      2326.      81.71       4.28                      O259400200322 
       150.      2346.      87.30       4.60                      O259400200323 
       150.      2365.      88.00       4.60                      O259400200324 
       150.      2385.      93.00       4.80                      O259400200325 
       150.      2405.      99.21       5.13                      O259400200326 
       150.      2425.     108.30       5.50                      O259400200327 
       150.      2445.     125.80       6.50                      O259400200328 
       150.      2465.     129.00       6.50                      O259400200329 
       150.      2485.     144.31       7.18                      O259400200330 
       150.      2505.     159.89       8.05                      O259400200331 
       150.      2515.     166.68       8.31                      O259400200332 
       150.      2525.     164.80       8.40                      O259400200333 
       150.      2535.     164.50       8.50                      O259400200334 
       150.      2545.     151.70       7.50                      O259400200335 
       150.      2555.     134.50       6.90                      O259400200336 
       150.      2565.     113.40       5.90                      O259400200337 
       150.      2575.      98.87       5.06                      O259400200338 
       150.      2585.      94.50       4.80                      O259400200339 
       150.      2594.      92.80       4.80                      O259400200340 
       150.      2604.      83.32       4.13                      O259400200341 
       150.      2614.      76.39       3.96                      O259400200342 
       150.      2624.      69.40       3.50                      O259400200343 
       150.      2634.      65.90       3.40                      O259400200344 
       150.      2659.      56.40       2.80                      O259400200345 
       150.      2684.      51.80       2.70                      O259400200346 
       150.      2734.      51.80       2.70                      O259400200347 
       160.       731.      80.37       3.96                      O259400200348 
       160.       751.      75.30       3.60                      O259400200349 
       160.       771.      66.64       3.21                      O259400200350 
       160.       790.      61.69       2.97                      O259400200351 
       160.       810.      55.20       2.70                      O259400200352 
       160.       830.      48.50       2.40                      O259400200353 
       160.       850.      42.51       2.09                      O259400200354 
       160.       870.      36.10       1.90                      O259400200355 
       160.       890.      28.10       1.40                      O259400200356 
       160.       910.      24.01       1.21                      O259400200357 
       160.       930.      23.23       1.17                      O259400200358 
       160.       940.      24.08       1.29                      O259400200359 
       160.       950.      27.10       1.40                      O259400200360 
       160.       960.      33.40       1.70                      O259400200361 
       160.       970.      44.91       2.27                      O259400200362 
       160.       980.      64.15       3.18                      O259400200363 
       160.       990.      85.69       4.19                      O259400200364 
       160.      1000.     110.70       5.40                      O259400200365 
       160.      1010.     122.83       5.97                      O259400200366 
       160.      1020.     134.00       6.50                      O259400200367 
       160.      1030.     132.80       6.40                      O259400200368 
       160.      1040.     131.04       6.30                      O259400200369 
       160.      1050.     128.30       6.15                      O259400200370 
       160.      1060.     121.40       5.80                      O259400200371 
       160.      1070.     118.80       5.70                      O259400200372 
       160.      1080.     103.05       4.99                      O259400200373 
       160.      1090.     127.74       6.13                      O259400200374 
       160.      1110.     114.60       5.60                      O259400200375 
       160.      1130.     105.24       5.09                      O259400200376 
       160.      1150.     101.51       4.97                      O259400200377 
       160.      1170.      98.30       4.80                      O259400200378 
       160.      1190.      95.20       4.60                      O259400200379 
       160.      1210.      95.50       4.60                      O259400200380 
       160.      1230.     100.77       4.96                      O259400200381 
       160.      1250.     101.20       4.90                      O259400200382 
       160.      1270.     102.39       4.98                      O259400200383 
       160.      1289.     106.52       5.30                      O259400200384 
       160.      1309.     111.10       5.40                      O259400200385 
       160.      1329.     116.00       5.70                      O259400200386 
       160.      1349.     122.22       5.97                      O259400200387 
       160.      1369.     119.20       5.70                      O259400200388 
       160.      1389.     120.10       5.80                      O259400200389 
       160.      1409.     118.70       5.70                      O259400200390 
       160.      1429.     109.31       5.25                      O259400200391 
       160.      1449.     112.40       5.40                      O259400200392 
       160.      1469.     108.69       5.22                      O259400200393 
       160.      1489.     106.75       5.11                      O259400200394 
       160.      1509.     107.05       5.18                      O259400200395 
       160.      1529.     101.00       4.90                      O259400200396 
       160.      1549.      99.60       4.80                      O259400200397 
       160.      1589.      91.40       4.40                      O259400200398 
       160.      1628.      82.68       4.02                      O259400200399 
       160.      1668.      80.40       3.80                      O259400200400 
       160.      1688.      78.20       3.70                      O259400200401 
       160.      1738.      78.02       3.98                      O259400200402 
       160.      1788.      71.90       3.60                      O259400200403 
       160.      1838.      71.90       3.60                      O259400200404 
       160.      1887.      72.30       3.60                      O259400200405 
       160.      1937.      72.00       3.70                      O259400200406 
       160.      1987.      72.30       3.70                      O259400200407 
       160.      2037.      73.60       3.90                      O259400200408 
       160.      2087.      74.13       4.00                      O259400200409 
       160.      2136.      78.28       4.05                      O259400200410 
       160.      2186.      79.10       4.40                      O259400200411 
       160.      2211.      81.50       4.70                      O259400200412 
       160.      2236.      79.10       4.60                      O259400200413 
       160.      2261.      80.78       4.15                      O259400200414 
       160.      2286.      84.80       4.90                      O259400200415 
       160.      2306.      83.30       4.50                      O259400200416 
       160.      2326.      84.60       4.50                      O259400200417 
       160.      2346.      88.10       4.70                      O259400200418 
       160.      2365.      92.70       4.90                      O259400200419 
       160.      2385.      98.24       5.12                      O259400200420 
       160.      2405.     106.80       5.60                      O259400200421 
       160.      2425.     107.90       5.50                      O259400200422 
       160.      2445.     130.30       6.80                      O259400200423 
       160.      2465.     140.77       7.13                      O259400200424 
       160.      2485.     160.43       8.04                      O259400200425 
       160.      2505.     180.33       9.15                      O259400200426 
       160.      2515.     182.96       9.18                      O259400200427 
       160.      2525.     182.90       9.40                      O259400200428 
       160.      2535.     174.10       9.03                      O259400200429 
       160.      2545.     163.11       8.17                      O259400200430 
       160.      2555.     141.69       7.31                      O259400200431 
       160.      2565.     112.30       5.90                      O259400200432 
       160.      2575.      99.49       5.14                      O259400200433 
       160.      2585.      95.40       4.90                      O259400200434 
       160.      2594.      87.90       4.50                      O259400200435 
       160.      2604.      82.69       4.13                      O259400200436 
       160.      2614.      74.80       3.90                      O259400200437 
       160.      2624.      68.80       3.50                      O259400200438 
       160.      2634.      63.02       3.25                      O259400200439 
       160.      2883.      36.65       1.97                      O259400200440 
       160.      2933.      35.20       1.90                      O259400200441 
       160.      2983.      35.30       1.90                      O259400200442 
       170.       691.      87.17       5.03                      O259400200443 
       170.       711.      84.76       4.19                      O259400200444 
       170.       731.      75.80       3.70                      O259400200445 
       170.       751.      69.80       3.40                      O259400200446 
       170.       771.      63.76       3.07                      O259400200447 
       170.       790.      60.70       2.90                      O259400200448 
       170.       810.      56.20       2.70                      O259400200449 
       170.       830.      49.60       2.40                      O259400200450 
       170.       850.      43.08       2.10                      O259400200451 
       170.       870.      33.70       1.80                      O259400200452 
       170.       890.      28.40       1.40                      O259400200453 
       170.       910.      21.70       1.10                      O259400200454 
       170.       930.      21.91       1.11                      O259400200455 
       170.       940.      24.16       1.30                      O259400200456 
       170.       950.      26.63       1.35                      O259400200457 
       170.       960.      30.90       1.60                      O259400200458 
       170.       970.      44.34       2.24                      O259400200459 
       170.       980.      62.35       3.10                      O259400200460 
       170.       990.      83.13       4.07                      O259400200461 
       170.      1000.     107.75       5.25                      O259400200462 
       170.      1010.     123.10       5.98                      O259400200463 
       170.      1020.     135.80       6.60                      O259400200464 
       170.      1030.     137.40       6.60                      O259400200465 
       170.      1040.     133.30       6.40                      O259400200466 
       170.      1050.     134.80       6.50                      O259400200467 
       170.      1060.     123.30       5.90                      O259400200468 
       170.      1070.     120.20       5.80                      O259400200469 
       170.      1080.     106.74       5.17                      O259400200470 
       170.      1090.     130.25       6.25                      O259400200471 
       170.      1110.     112.50       5.40                      O259400200472 
       170.      1130.     106.64       5.15                      O259400200473 
       170.      1150.     102.87       5.03                      O259400200474 
       170.      1170.     100.40       4.90                      O259400200475 
       170.      1190.      97.50       4.80                      O259400200476 
       170.      1210.      99.80       4.80                      O259400200477 
       170.      1230.      99.60       4.90                      O259400200478 
       170.      1250.     102.50       4.98                      O259400200479 
